"","Player","Team","GP","TOI","Shots Against","Saves","Goals Against","SV%","GAA","GSAA","xG Against","HD Shots Against","HD Saves","HD Goals Against","HDSV%","HDGAA","HDGSAA","MD Shots Against","MD Saves","MD Goals Against","MDSV%","MDGAA","MDGSAA","LD Shots Against","LD Saves","LD Goals Against","LDSV%","LDGAA","LDGSAA","Rush Attempts Against","Rebound Attempts Against","Avg. Shot Distance","Avg. Goal Distance"
"19","Connor Hellebuyck","WPG","1","60","41","41","0","1.000","0.00","4.09","2.61","6","6","0","1.000","0.00","1.33","7","7","0","1.000","0.00","0.88","26","26","0","1.000","0.00","0.53","1","2","44.27","-"
"24","Elvis Merzlikins","CBJ","1","59.9","34","34","0","1.000","0.00","3.40","2.64","7","7","0","1.000","0.00","1.55","14","14","0","1.000","0.00","1.75","11","11","0","1.000","0.00","0.22","0","2","33.21","-"
"11","Ben Bishop","DAL","1","62.266666666667","43","41","2","0.953","1.93","2.29","2.3","12","11","1","0.917","0.96","1.66","10","10","0","1.000","0.00","1.25","21","20","1","0.952","0.96","-0.57","2","3","34.70","26.50"
"7","Thomas Greiss","NYI","1","59.75","36","34","2","0.944","2.01","1.59","3.18","14","13","1","0.929","1.00","2.10","4","4","0","1.000","0.00","0.50","17","16","1","0.941","1.00","-0.65","0","3","30.03","32.00"
"1","Mike Smith","EDM","1","59.266666666667","32","30","2","0.938","2.02","1.20","2.63","6","4","2","0.667","2.02","-0.67","6","6","0","1.000","0.00","0.75","19","19","0","1.000","0.00","0.39","2","2","37.06","6.00"
"6","Cory Schneider","N.J","1","27.05","14","13","1","0.929","2.22","0.40","0.98","2","2","0","1.000","0.00","0.44","3","2","1","0.667","2.22","-0.63","8","8","0","1.000","0.00","0.16","2","0","35.86","20.00"
"18","Andrei Vasilevskiy","T.B","1","64.483333333333","41","38","3","0.927","2.79","1.09","2.45","8","6","2","0.750","1.86","-0.23","12","11","1","0.917","0.93","0.50","19","19","0","1.000","0.00","0.39","2","6","39.71","24.00"
"20","Linus Ullmark","BUF","1","60","26","24","2","0.923","2.00","0.60","1.97","9","8","1","0.889","1.00","0.99","5","4","1","0.800","1.00","-0.38","11","11","0","1.000","0.00","0.22","1","0","36.85","21.00"
"10","Jonathan Quick","L.A","1","65","38","35","3","0.921","2.77","0.79","2.68","8","7","1","0.875","0.92","0.77","16","15","1","0.938","0.92","1.00","12","11","1","0.917","0.92","-0.76","2","3","36.76","33.67"
"13","Robin Lehner","CHI","1","60.7","22","20","2","0.909","1.98","0.20","2.09","8","6","2","0.750","1.98","-0.23","2","2","0","1.000","0.00","0.25","8","8","0","1.000","0.00","0.16","2","5","46.27","9.50"
"8","Pekka Rinne","NSH","1","59.75","30","27","3","0.900","3.01","0.00","3.15","13","11","2","0.846","2.01","0.88","5","4","1","0.800","1.00","-0.38","10","10","0","1.000","0.00","0.20","3","2","34.23","14.33"
"15","Philipp Grubauer","COL","1","61.733333333333","30","27","3","0.900","2.92","0.00","1.66","8","7","1","0.875","0.97","0.77","5","4","1","0.800","0.97","-0.38","15","14","1","0.933","0.97","-0.69","1","2","40.37","21.67"
"22","Marcus Hogberg","OTT","1","60.283333333333","30","27","3","0.900","2.99","0.00","2.63","8","6","2","0.750","1.99","-0.23","8","7","1","0.875","1.00","0.00","14","14","0","1.000","0.00","0.29","1","5","33.77","20.00"
"23","Tristan Jarry","PIT","1","60","29","26","3","0.897","3.00","-0.10","1.89","7","4","3","0.571","3.00","-1.45","7","7","0","1.000","0.00","0.88","10","10","0","1.000","0.00","0.20","4","1","50.93","11.67"
"21","Aaron Dell","S.J","1","58.4","38","34","4","0.895","4.11","-0.21","2.95","9","6","3","0.667","3.08","-1.01","11","10","1","0.909","1.03","0.38","15","15","0","1.000","0.00","0.31","3","5","36.76","18.00"
