"","Player","Team","GP","TOI","Shots Against","Saves","Goals Against","SV%","GAA","GSAA","xG Against","HD Shots Against","HD Saves","HD Goals Against","HDSV%","HDGAA","HDGSAA","MD Shots Against","MD Saves","MD Goals Against","MDSV%","MDGAA","MDGSAA","LD Shots Against","LD Saves","LD Goals Against","LDSV%","LDGAA","LDGSAA","Rush Attempts Against","Rebound Attempts Against","Avg. Shot Distance","Avg. Goal Distance"
"8","Tristan Jarry","PIT","1","60","33","33","0","1.000","0.00","1.53","2.35","6","6","0","1.000","0.00","0.72","9","9","0","1.000","0.00","0.22","16","16","0","1.000","0.00","0.37","1","2","39.58","-"
"6","Mikko Koskinen","EDM","1","60","36","35","1","0.972","1.00","0.67","2.61","10","9","1","0.900","1.00","0.20","7","7","0","1.000","0.00","0.17","19","19","0","1.000","0.00","0.44","1","4","36.50","6.00"
"2","Corey Crawford","CHI","1","65","30","29","1","0.967","0.92","0.40","2.04","8","8","0","1.000","0.00","0.96","7","7","0","1.000","0.00","0.17","14","13","1","0.929","0.92","-0.68","1","2","36.97","54.00"
"3","Carey Price","MTL","1","59.65","30","29","1","0.967","1.01","0.40","3.13","10","9","1","0.900","1.01","0.20","5","5","0","1.000","0.00","0.12","12","12","0","1.000","0.00","0.27","2","8","38.17","6.00"
"9","Mackenzie Blackwood","N.J","1","64.666666666667","29","28","1","0.966","0.93","0.35","2.65","6","5","1","0.833","0.93","-0.28","14","14","0","1.000","0.00","0.34","8","8","0","1.000","0.00","0.18","0","1","34.07","7.00"
"7","Antti Raanta","ARI","1","58.05","25","24","1","0.960","1.03","0.16","2.14","6","5","1","0.833","1.03","-0.28","5","5","0","1.000","0.00","0.12","13","13","0","1.000","0.00","0.30","1","2","36.64","8.00"
"10","Alexandar Georgiev","NYR","1","59.216666666667","33","31","2","0.939","2.03","-0.47","2.28","6","4","2","0.667","2.03","-1.28","11","11","0","1.000","0.00","0.27","13","13","0","1.000","0.00","0.30","3","2","37.64","8.00"
"5","Braden Holtby","WSH","1","60","29","27","2","0.931","2.00","-0.65","2.98","9","8","1","0.889","1.00","0.08","10","9","1","0.900","1.00","-0.76","9","9","0","1.000","0.00","0.21","1","3","31.72","26.50"
"1","Ryan Miller","ANA","1","58.066666666667","36","33","3","0.917","3.10","-1.33","3.56","8","7","1","0.875","1.03","-0.04","10","9","1","0.900","1.03","-0.76","18","17","1","0.944","1.03","-0.59","0","3","33.31","17.67"
"4","Jonathan Quick","L.A","1","58.083333333333","20","18","2","0.900","2.07","-1.07","2.41","6","5","1","0.833","1.03","-0.28","5","5","0","1.000","0.00","0.12","9","8","1","0.889","1.03","-0.79","0","5","34.80","14.00"
