"","Player","Team","GP","TOI","Shots Against","Saves","Goals Against","SV%","GAA","GSAA","xG Against","HD Shots Against","HD Saves","HD Goals Against","HDSV%","HDGAA","HDGSAA","MD Shots Against","MD Saves","MD Goals Against","MDSV%","MDGAA","MDGSAA","LD Shots Against","LD Saves","LD Goals Against","LDSV%","LDGAA","LDGSAA","Rush Attempts Against","Rebound Attempts Against","Avg. Shot Distance","Avg. Goal Distance"
"17","Sam Montembeault","FLA","1","24.983333333333","15","15","0","1.000","0.00","1.39","1.18","3","3","0","1.000","0.00","0.50","5","5","0","1.000","0.00","0.63","7","7","0","1.000","0.00","0.22","1","2","40.07","-"
"18","Adam Werner","COL","1","59.483333333333","40","40","0","1.000","0.00","3.70","2.41","5","5","0","1.000","0.00","0.83","14","14","0","1.000","0.00","1.75","20","20","0","1.000","0.00","0.63","2","1","38.95","-"
"7","Jonathan Quick","L.A","1","60","28","27","1","0.964","1.00","1.59","3.05","8","8","0","1.000","0.00","1.33","8","8","0","1.000","0.00","1.00","10","9","1","0.900","1.00","-0.68","0","6","30.68","39.00"
"5","Carey Price","MTL","1","63.95","35","33","2","0.943","1.88","1.24","2.34","8","7","1","0.875","0.94","0.33","11","10","1","0.909","0.94","0.38","13","13","0","1.000","0.00","0.41","1","3","36.60","26.00"
"10","Darcy Kuemper","ARI","1","64.133333333333","35","33","2","0.943","1.87","1.24","2.19","5","4","1","0.800","0.94","-0.17","13","12","1","0.923","0.94","0.63","17","17","0","1.000","0.00","0.54","2","1","33.89","21.50"
"3","Devan Dubnyk","MIN","1","58.766666666667","34","32","2","0.941","2.04","1.15","2.9","10","9","1","0.900","1.02","0.67","7","7","0","1.000","0.00","0.88","14","14","0","1.000","0.00","0.44","1","6","48.09","88.50"
"16","Elvis Merzlikins","CBJ","1","65","32","30","2","0.938","1.85","0.96","1.93","6","6","0","1.000","0.00","1.00","8","6","2","0.750","1.85","-1.00","17","17","0","1.000","0.00","0.54","2","5","41.69","22.50"
"19","Alexandar Georgiev","NYR","1","62.4","32","30","2","0.938","1.92","0.96","2.16","7","7","0","1.000","0.00","1.17","8","6","2","0.750","1.92","-1.00","17","17","0","1.000","0.00","0.54","1","2","33.41","25.00"
"15","Thatcher Demko","VAN","1","59.516666666667","37","34","3","0.919","3.02","0.42","2.71","11","9","2","0.818","2.02","-0.17","8","8","0","1.000","0.00","1.00","16","15","1","0.938","1.01","-0.49","3","3","38.49","21.67"
"12","Jordan Binnington","STL","1","64.95","22","20","2","0.909","1.85","0.04","1.29","3","2","1","0.667","0.92","-0.50","6","5","1","0.833","0.92","-0.25","11","11","0","1.000","0.00","0.35","0","1","40.64","19.50"
"1","Ryan Miller","ANA","1","62.066666666667","36","32","4","0.889","3.87","-0.67","3.32","5","4","1","0.800","0.97","-0.17","19","16","3","0.842","2.90","-0.63","12","12","0","1.000","0.00","0.38","1","5","30.25","21.25"
"8","Jonathan Bernier","DET","1","60.483333333333","27","24","3","0.889","2.98","-0.50","3.54","9","8","1","0.889","0.99","0.50","10","8","2","0.800","1.98","-0.75","7","7","0","1.000","0.00","0.22","2","10","27.04","22.67"
"13","Matt Murray","PIT","1","62.4","27","24","3","0.889","2.88","-0.50","1.77","9","7","2","0.778","1.92","-0.50","9","8","1","0.889","0.96","0.13","6","6","0","1.000","0.00","0.19","2","1","38.30","12.67"
"9","Martin Jones","S.J","1","60","24","21","3","0.875","3.00","-0.78","3.12","7","6","1","0.857","1.00","0.17","8","7","1","0.875","1.00","0.00","7","6","1","0.857","1.00","-0.78","2","8","32.25","23.00"
"6","Tuukka Rask","BOS","1","65","29","25","4","0.862","3.69","-1.32","2.2","8","7","1","0.875","0.92","0.33","6","5","1","0.833","0.92","-0.25","11","9","2","0.818","1.85","-1.65","2","3","37.52","32.75"
"4","Pekka Rinne","NSH","1","57.483333333333","25","21","4","0.840","4.18","-1.69","2.32","6","4","2","0.667","2.09","-1.00","9","7","2","0.778","2.09","-0.88","10","10","0","1.000","0.00","0.32","1","3","31.32","19.25"
"14","Connor Hellebuyck","WPG","1","60","25","21","4","0.840","4.00","-1.69","2.15","7","4","3","0.571","3.00","-1.83","6","5","1","0.833","1.00","-0.25","12","12","0","1.000","0.00","0.38","1","3","32.60","17.50"
"11","Sergei Bobrovsky","FLA","1","40","23","19","4","0.826","6.00","-1.87","1.69","3","2","1","0.667","1.50","-0.50","8","7","1","0.875","1.50","0.00","10","8","2","0.800","3.00","-1.68","1","3","35.26","25.00"
"2","Mike Smith","EDM","1","60","25","19","6","0.760","6.00","-3.69","2.23","6","3","3","0.500","3.00","-2.00","13","10","3","0.769","3.00","-1.38","4","4","0","1.000","0.00","0.13","1","5","33.96","18.17"
"20","Pavel Francouz","COL","1","0.51666666666667","0","0","0","-","0.00","0.00","0","0","0","0","-","0.00","0.00","0","0","0","-","0.00","0.00","0","0","0","-","0.00","0.00","0","0","-","-"
