"","Player","Team","GP","TOI","Shots Against","Saves","Goals Against","SV%","GAA","GSAA","xG Against","HD Shots Against","HD Saves","HD Goals Against","HDSV%","HDGAA","HDGSAA","MD Shots Against","MD Saves","MD Goals Against","MDSV%","MDGAA","MDGSAA","LD Shots Against","LD Saves","LD Goals Against","LDSV%","LDGAA","LDGSAA","Rush Attempts Against","Rebound Attempts Against","Avg. Shot Distance","Avg. Goal Distance"
"6","Jake Allen","STL","1","60","29","29","0","1.000","0.00","3.25","2.27","8","8","0","1.000","0.00","1.64","13","13","0","1.000","0.00","1.33","8","8","0","1.000","0.00","0.50","1","1","25.97","-"
"12","Elvis Merzlikins","CBJ","1","60","27","26","1","0.963","1.00","2.02","1.97","5","4","1","0.800","1.00","0.03","6","6","0","1.000","0.00","0.61","13","13","0","1.000","0.00","0.81","0","2","40.89","14.00"
"11","Alex Nedeljkovic","CAR","1","60","30","28","2","0.933","2.00","1.36","2.54","10","9","1","0.900","1.00","1.06","8","8","0","1.000","0.00","0.82","11","10","1","0.909","1.00","-0.32","2","2","35.60","34.00"
"3","Corey Crawford","CHI","1","56.4","26","24","2","0.923","2.13","0.91","2.12","9","9","0","1.000","0.00","1.85","6","6","0","1.000","0.00","0.61","11","9","2","0.818","2.13","-1.32","1","2","30.85","15.00"
"10","Thatcher Demko","VAN","1","58.283333333333","22","20","2","0.909","2.06","0.46","1.83","5","4","1","0.800","1.03","0.03","6","5","1","0.833","1.03","-0.39","10","10","0","1.000","0.00","0.62","1","2","41.36","21.50"
"5","Jonathan Bernier","DET","1","64.316666666667","37","33","4","0.892","3.73","0.14","3.24","7","5","2","0.714","1.87","-0.56","12","11","1","0.917","0.93","0.23","17","16","1","0.941","0.93","0.06","0","5","35.00","22.25"
"14","Pavel Francouz","COL","1","60","25","22","3","0.880","3.00","-0.20","2.57","8","6","2","0.750","2.00","-0.36","4","3","1","0.750","1.00","-0.59","11","11","0","1.000","0.00","0.68","4","3","40.32","23.67"
"13","David Rittich","CGY","1","59.483333333333","31","27","4","0.871","4.03","-0.53","2.69","8","7","1","0.875","1.01","0.64","14","12","2","0.857","2.02","-0.57","8","7","1","0.875","1.01","-0.50","1","6","32.03","25.75"
"8","Robin Lehner","VGK","1","60","22","19","3","0.864","3.00","-0.54","1.48","5","5","0","1.000","0.00","1.03","8","6","2","0.750","2.00","-1.18","8","7","1","0.875","1.00","-0.50","0","2","32.82","28.33"
"2","Curtis McElhinney","T.B","1","64.9","28","24","4","0.857","3.70","-0.87","2.87","6","2","4","0.333","3.70","-2.77","8","8","0","1.000","0.00","0.82","12","12","0","1.000","0.00","0.74","2","2","34.04","8.75"
"4","Devan Dubnyk","MIN","1","64.016666666667","26","22","4","0.846","3.75","-1.09","2.4","5","3","2","0.600","1.87","-0.97","12","10","2","0.833","1.87","-0.77","9","9","0","1.000","0.00","0.56","2","2","30.88","23.50"
"1","Ryan Miller","ANA","1","63.616666666667","30","25","5","0.833","4.72","-1.64","2.6","10","8","2","0.800","1.89","0.06","15","12","3","0.800","2.83","-1.46","5","5","0","1.000","0.00","0.31","1","6","26.67","26.20"
"7","Martin Jones","S.J","1","57.833333333333","24","20","4","0.833","4.15","-1.31","2.8","11","8","3","0.727","3.11","-0.74","7","7","0","1.000","0.00","0.72","6","5","1","0.833","1.04","-0.63","2","4","30.21","18.00"
"9","Tristan Jarry","PIT","1","60","36","30","6","0.833","6.00","-1.97","2.93","10","7","3","0.700","3.00","-0.94","8","7","1","0.875","1.00","-0.18","16","14","2","0.875","2.00","-1.01","2","7","39.78","32.17"
