"","Player","Team","GP","TOI","Shots Against","Saves","Goals Against","SV%","GAA","GSAA","xG Against","HD Shots Against","HD Saves","HD Goals Against","HDSV%","HDGAA","HDGSAA","MD Shots Against","MD Saves","MD Goals Against","MDSV%","MDGAA","MDGSAA","LD Shots Against","LD Saves","LD Goals Against","LDSV%","LDGAA","LDGSAA","Rush Attempts Against","Rebound Attempts Against","Avg. Shot Distance","Avg. Goal Distance"
"3","Henrik Lundqvist","NYR","1","60","33","33","0","1.000","0.00","2.41","3.09","6","6","0","1.000","0.00","0.80","10","10","0","1.000","0.00","0.95","14","14","0","1.000","0.00","0.42","2","6","38.61","-"
"5","Curtis McElhinney","T.B","1","59.716666666667","30","30","0","1.000","0.00","2.19","2.82","11","11","0","1.000","0.00","1.47","8","8","0","1.000","0.00","0.76","9","9","0","1.000","0.00","0.27","2","3","30.03","-"
"6","Marc-Andre Fleury","VGK","1","59.566666666667","19","19","0","1.000","0.00","1.39","1.24","1","1","0","1.000","0.00","0.13","4","4","0","1.000","0.00","0.38","11","11","0","1.000","0.00","0.33","1","0","46.37","-"
"12","Carey Price","MTL","1","60","29","29","0","1.000","0.00","2.11","1.82","5","5","0","1.000","0.00","0.67","4","4","0","1.000","0.00","0.38","19","19","0","1.000","0.00","0.57","0","2","45.10","-"
"18","Mikko Koskinen","EDM","1","20.4","8","8","0","1.000","0.00","0.58","0.41","2","2","0","1.000","0.00","0.27","2","2","0","1.000","0.00","0.19","3","3","0","1.000","0.00","0.09","0","0","40.25","-"
"2","Ryan Miller","ANA","1","60","47","46","1","0.979","1.00","2.43","2.71","5","5","0","1.000","0.00","0.67","16","15","1","0.938","1.00","0.53","23","23","0","1.000","0.00","0.70","2","0","40.85","21.00"
"15","Jonathan Bernier","DET","1","58.5","31","30","1","0.968","1.03","1.26","2.36","7","6","1","0.857","1.03","-0.06","10","10","0","1.000","0.00","0.95","12","12","0","1.000","0.00","0.36","0","1","30.84","8.00"
"8","Jaroslav Halak","BOS","1","59.95","26","25","1","0.962","1.00","0.90","1.81","2","1","1","0.500","1.00","-0.73","2","2","0","1.000","0.00","0.19","22","22","0","1.000","0.00","0.66","0","4","45.81","18.00"
"17","Michael Hutchinson","TOR","1","63.9","25","24","1","0.960","0.94","0.82","2.28","5","5","0","1.000","0.00","0.67","9","9","0","1.000","0.00","0.86","10","9","1","0.900","0.94","-0.70","3","0","35.56","60.00"
"19","Carter Hutton","BUF","1","60.6","23","22","1","0.957","0.99","0.68","2","4","4","0","1.000","0.00","0.54","7","6","1","0.857","0.99","-0.33","12","12","0","1.000","0.00","0.36","0","2","35.57","33.00"
