"","Player","Team","GP","TOI","Shots Against","Saves","Goals Against","SV%","GAA","GSAA","xG Against","HD Shots Against","HD Saves","HD Goals Against","HDSV%","HDGAA","HDGSAA","MD Shots Against","MD Saves","MD Goals Against","MDSV%","MDGAA","MDGSAA","LD Shots Against","LD Saves","LD Goals Against","LDSV%","LDGAA","LDGSAA","Rush Attempts Against","Rebound Attempts Against","Avg. Shot Distance","Avg. Goal Distance"
"2","Jaroslav Halak","BOS","1","60","27","27","0","1.000","0.00","3.13","2.13","3","3","0","1.000","0.00","0.71","10","10","0","1.000","0.00","1.30","13","13","0","1.000","0.00","0.73","1","2","38.30","-"
"12","Keith Kinkaid","NYR","1","34.733333333333","13","13","0","1.000","0.00","1.51","0.56","0","0","0","-","0.00","0.00","3","3","0","1.000","0.00","0.39","6","6","0","1.000","0.00","0.34","0","1","68.23","-"
"20","Kasimir Kaskisuo","NSH","1","15.366666666667","3","3","0","1.000","0.00","0.35","0.37","0","0","0","-","0.00","0.00","1","1","0","1.000","0.00","0.13","2","2","0","1.000","0.00","0.11","0","0","31.00","-"
"21","Jake Oettinger","DAL","1","16.933333333333","8","8","0","1.000","0.00","0.93","0.72","1","1","0","1.000","0.00","0.24","3","3","0","1.000","0.00","0.39","2","2","0","1.000","0.00","0.11","1","1","50.13","-"
"6","James Reimer","CAR","1","59.816666666667","33","32","1","0.970","1.00","2.83","3.24","8","8","0","1.000","0.00","1.90","12","12","0","1.000","0.00","1.56","11","10","1","0.909","1.00","-0.38","2","8","31.55","53.00"
"8","Jacob Markstrom","CGY","1","60","18","17","1","0.944","1.00","1.09","1.43","6","5","1","0.833","1.00","0.43","8","8","0","1.000","0.00","1.04","2","2","0","1.000","0.00","0.11","0","2","33.50","7.00"
"23","Kevin Lankinen","CHI","1","60","30","28","2","0.933","2.00","1.48","2.49","8","6","2","0.750","2.00","-0.10","12","12","0","1.000","0.00","1.56","6","6","0","1.000","0.00","0.34","0","5","34.07","20.50"
"9","Jake Allen","MTL","1","59.383333333333","29","27","2","0.931","2.02","1.37","2.36","8","7","1","0.875","1.01","0.90","8","7","1","0.875","1.01","0.04","12","12","0","1.000","0.00","0.67","0","1","35.17","14.00"
"14","Tristan Jarry","PIT","1","60","23","21","2","0.913","2.00","0.67","1.61","5","4","1","0.800","1.00","0.19","6","5","1","0.833","1.00","-0.22","12","12","0","1.000","0.00","0.67","0","1","35.83","18.50"
"7","Jonathan Bernier","DET","1","60","44","40","4","0.909","4.00","1.11","3.88","11","7","4","0.636","4.00","-1.39","9","9","0","1.000","0.00","1.17","23","23","0","1.000","0.00","1.29","1","6","32.68","16.25"
"19","Ilya Samsonov","WSH","1","59.983333333333","33","30","3","0.909","3.00","0.83","1.35","3","2","1","0.667","1.00","-0.29","5","4","1","0.800","1.00","-0.35","23","22","1","0.957","1.00","0.29","1","4","46.79","35.33"
"13","Connor Hellebuyck","WPG","1","60.883333333333","38","34","4","0.895","3.94","0.41","3.5","15","13","2","0.867","1.97","1.57","13","12","1","0.923","0.99","0.69","10","9","1","0.900","0.99","-0.44","1","4","27.13","23.00"
"11","Frederik Andersen","TOR","1","60.983333333333","27","24","3","0.889","2.95","0.13","1.74","4","3","1","0.750","0.98","-0.05","9","8","1","0.889","0.98","0.17","12","11","1","0.917","0.98","-0.33","1","0","40.00","23.67"
"10","Sergei Bobrovsky","FLA","1","61.883333333333","32","28","4","0.875","3.88","-0.29","1.84","1","1","0","1.000","0.00","0.24","16","13","3","0.813","2.91","-0.92","12","11","1","0.917","0.97","-0.33","0","3","45.47","25.25"
"17","Ilya Sorokin","NYI","1","59.8","22","19","3","0.864","3.01","-0.45","1.6","4","2","2","0.500","2.01","-1.05","6","6","0","1.000","0.00","0.78","12","11","1","0.917","1.00","-0.33","0","2","30.27","13.67"
"18","Mackenzie Blackwood","N.J","1","60.166666666667","34","29","5","0.853","4.99","-1.05","3.82","13","11","2","0.846","1.99","1.09","9","7","2","0.778","1.99","-0.83","12","11","1","0.917","1.00","-0.33","0","5","29.53","27.00"
"15","Jonas Johansson","BUF","1","58.533333333333","26","22","4","0.846","4.10","-0.98","1.4","4","2","2","0.500","2.05","-1.05","5","3","2","0.600","2.05","-1.35","15","15","0","1.000","0.00","0.84","3","0","45.35","17.25"
"16","Elvis Merzlikins","CBJ","1","62.8","32","27","5","0.844","4.78","-1.29","3.12","9","6","3","0.667","2.87","-0.86","14","12","2","0.857","1.91","-0.18","9","9","0","1.000","0.00","0.50","1","4","29.13","20.40"
"3","Brian Elliott","PHI","1","58.716666666667","21","17","4","0.810","4.09","-1.56","1.54","4","2","2","0.500","2.04","-1.05","6","5","1","0.833","1.02","-0.22","11","10","1","0.909","1.02","-0.38","1","1","39.38","26.75"
"5","Pekka Rinne","NSH","1","44.633333333333","23","18","5","0.783","6.72","-2.33","2.02","5","4","1","0.800","1.34","0.19","7","4","3","0.571","4.03","-2.09","11","10","1","0.909","1.34","-0.38","0","0","27.57","19.40"
"1","Curtis McElhinney","T.B","1","57.7","22","17","5","0.773","5.20","-2.45","1.74","5","4","1","0.800","1.04","0.19","6","3","3","0.500","3.12","-2.22","8","7","1","0.875","1.04","-0.55","0","3","37.41","20.40"
"22","Alexandar Georgiev","NYR","1","24.866666666667","14","10","4","0.714","9.65","-2.38","0.78","3","2","1","0.667","2.41","-0.29","4","3","1","0.750","2.41","-0.48","7","5","2","0.714","4.83","-1.61","2","0","37.00","33.25"
"4","Anton Khudobin","DAL","1","40","8","4","4","0.500","6.00","-3.07","1.04","2","0","2","0.000","3.00","-1.52","5","4","1","0.800","1.50","-0.35","1","0","1","0.000","1.50","-0.94","2","0","26.38","24.25"
