"","Player","Team","GP","TOI","Shots Against","Saves","Goals Against","SV%","GAA","GSAA","xG Against","HD Shots Against","HD Saves","HD Goals Against","HDSV%","HDGAA","HDGSAA","MD Shots Against","MD Saves","MD Goals Against","MDSV%","MDGAA","MDGSAA","LD Shots Against","LD Saves","LD Goals Against","LDSV%","LDGAA","LDGSAA","Rush Attempts Against","Rebound Attempts Against","Avg. Shot Distance","Avg. Goal Distance"
"11","Alex Stalock","MIN","1","59.1","27","27","0","1.000","0.00","2.81","1.7","4","4","0","1.000","0.00","0.99","6","6","0","1.000","0.00","0.48","16","16","0","1.000","0.00","0.55","1","1","39.85","-"
"13","Jake Allen","STL","1","21.3","6","6","0","1.000","0.00","0.62","0.45","1","1","0","1.000","0.00","0.25","1","1","0","1.000","0.00","0.08","1","1","0","1.000","0.00","0.03","0","0","57.00","-"
"25","Elvis Merzlikins","CBJ","1","60","41","41","0","1.000","0.00","4.27","3.29","9","9","0","1.000","0.00","2.22","8","8","0","1.000","0.00","0.64","23","23","0","1.000","0.00","0.78","2","7","39.07","-"
"27","Ilya Samsonov","WSH","1","20","7","7","0","1.000","0.00","0.73","0.37","1","1","0","1.000","0.00","0.25","3","3","0","1.000","0.00","0.24","3","3","0","1.000","0.00","0.10","0","1","34.00","-"
"28","Adin Hill","ARI","1","18.716666666667","8","8","0","1.000","0.00","0.83","0.8","3","3","0","1.000","0.00","0.74","3","3","0","1.000","0.00","0.24","2","2","0","1.000","0.00","0.07","1","1","28.13","-"
"5","Brian Elliott","PHI","1","59.966666666667","35","34","1","0.971","1.00","2.64","2.26","6","5","1","0.833","1.00","0.48","7","7","0","1.000","0.00","0.56","22","22","0","1.000","0.00","0.75","2","2","40.77","9.00"
"8","Pekka Rinne","NSH","1","60","31","30","1","0.968","1.00","2.23","1.93","6","6","0","1.000","0.00","1.48","8","8","0","1.000","0.00","0.64","16","15","1","0.938","1.00","-0.45","2","1","36.42","17.00"
"15","Sergei Bobrovsky","FLA","1","60","28","27","1","0.964","1.00","1.92","3.08","9","8","1","0.889","1.00","1.22","6","6","0","1.000","0.00","0.48","10","10","0","1.000","0.00","0.34","2","6","42.93","11.00"
"23","Marcus Hogberg","OTT","1","60","42","40","2","0.952","2.00","2.37","4.37","12","11","1","0.917","1.00","1.96","14","13","1","0.929","1.00","0.13","16","16","0","1.000","0.00","0.55","1","11","31.55","22.50"
"20","Linus Ullmark","BUF","1","60.433333333333","37","35","2","0.946","1.99","1.85","3.47","11","9","2","0.818","1.99","0.71","9","9","0","1.000","0.00","0.72","16","16","0","1.000","0.00","0.55","1","4","32.76","10.00"
"24","Thatcher Demko","VAN","1","60","18","17","1","0.944","1.00","0.87","2.12","4","3","1","0.750","1.00","-0.01","5","5","0","1.000","0.00","0.40","9","9","0","1.000","0.00","0.31","1","2","30.83","7.00"
"3","Corey Crawford","CHI","1","59.766666666667","33","31","2","0.939","2.01","1.44","3.17","8","7","1","0.875","1.00","0.97","12","11","1","0.917","1.00","-0.04","13","13","0","1.000","0.00","0.44","2","6","31.00","17.50"
"26","Mackenzie Blackwood","N.J","1","27.766666666667","14","13","1","0.929","2.16","0.46","0.96","3","3","0","1.000","0.00","0.74","8","7","1","0.875","2.16","-0.36","3","3","0","1.000","0.00","0.10","1","1","32.86","32.00"
"4","Jimmy Howard","DET","1","59.816666666667","37","34","3","0.919","3.01","0.85","3.46","14","11","3","0.786","3.01","0.45","8","8","0","1.000","0.00","0.64","15","15","0","1.000","0.00","0.51","0","4","29.08","9.33"
"1","Mike Smith","EDM","1","60","30","27","3","0.900","3.00","0.12","2.3","6","5","1","0.833","1.00","0.48","12","11","1","0.917","1.00","-0.04","9","8","1","0.889","1.00","-0.69","2","6","38.73","27.67"
"21","Aaron Dell","S.J","1","59.733333333333","38","34","4","0.895","4.02","-0.04","3.94","15","12","3","0.800","3.01","0.69","4","4","0","1.000","0.00","0.32","17","16","1","0.941","1.00","-0.42","2","1","34.18","24.50"
"9","Carey Price","MTL","1","65","34","30","4","0.882","3.69","-0.46","2.18","10","7","3","0.700","2.77","-0.54","10","10","0","1.000","0.00","0.80","11","10","1","0.909","0.92","-0.62","2","3","41.09","24.50"
"2","Marc-Andre Fleury","VGK","1","63.6","32","28","4","0.875","3.77","-0.67","3.04","14","10","4","0.714","3.77","-0.55","9","9","0","1.000","0.00","0.72","8","8","0","1.000","0.00","0.27","3","4","26.75","10.00"
"17","Philipp Grubauer","COL","1","59.866666666667","24","21","3","0.875","3.01","-0.50","1.61","6","4","2","0.667","2.00","-0.52","5","4","1","0.800","1.00","-0.60","10","10","0","1.000","0.00","0.34","2","1","45.92","21.00"
"16","Jack Campbell","L.A","1","60","26","22","4","0.846","4.00","-1.29","1.75","7","3","4","0.429","4.00","-2.28","5","5","0","1.000","0.00","0.40","13","13","0","1.000","0.00","0.44","0","0","34.77","12.50"
"18","Frederik Andersen","TOR","1","60","34","28","6","0.824","6.00","-2.46","2.73","11","8","3","0.727","3.00","-0.29","11","8","3","0.727","3.00","-2.12","10","10","0","1.000","0.00","0.34","4","2","34.85","14.83"
