"","Player","Team","GP","TOI","Shots Against","Saves","Goals Against","SV%","GAA","GSAA","xG Against","HD Shots Against","HD Saves","HD Goals Against","HDSV%","HDGAA","HDGSAA","MD Shots Against","MD Saves","MD Goals Against","MDSV%","MDGAA","MDGSAA","LD Shots Against","LD Saves","LD Goals Against","LDSV%","LDGAA","LDGSAA","Rush Attempts Against","Rebound Attempts Against","Avg. Shot Distance","Avg. Goal Distance"
"17","Kevin Lankinen","CHI","1","59.9","33","32","1","0.970","1.00","2.48","2.72","8","7","1","0.875","1.00","0.57","13","13","0","1.000","0.00","1.70","12","12","0","1.000","0.00","0.60","1","4","26.76","11.00"
"14","Ville Husso","STL","1","59.55","26","25","1","0.962","1.01","1.74","1.75","3","3","0","1.000","0.00","0.59","13","12","1","0.923","1.01","0.70","8","8","0","1.000","0.00","0.40","2","2","39.92","38.00"
"9","Chris Driedger","FLA","1","59.483333333333","34","32","2","0.941","2.02","1.59","2.43","7","5","2","0.714","2.02","-0.62","8","8","0","1.000","0.00","1.04","16","16","0","1.000","0.00","0.80","0","2","38.24","7.50"
"3","Anton Khudobin","DAL","1","64.25","40","37","3","0.925","2.80","1.22","3.31","14","13","1","0.929","0.93","1.76","7","7","0","1.000","0.00","0.91","15","13","2","0.867","1.87","-1.25","2","2","39.48","32.67"
"1","Brian Elliott","PHI","1","64.366666666667","36","33","3","0.917","2.80","0.80","1.99","3","2","1","0.667","0.93","-0.41","7","6","1","0.857","0.93","-0.09","24","23","1","0.958","0.93","0.20","0","1","51.00","31.33"
"12","Elvis Merzlikins","CBJ","1","56.65","36","33","3","0.917","3.18","0.80","1.92","9","8","1","0.889","1.06","0.77","7","7","0","1.000","0.00","0.91","18","16","2","0.889","2.12","-1.10","2","1","42.86","15.67"
"11","Eric Comrie","N.J","1","60","33","30","3","0.909","3.00","0.48","3.15","10","8","2","0.800","2.00","-0.03","5","5","0","1.000","0.00","0.65","17","16","1","0.941","1.00","-0.15","0","4","36.33","26.00"
"2","Thomas Greiss","DET","1","56.95","30","27","3","0.900","3.16","0.16","2.3","7","5","2","0.714","2.11","-0.62","8","8","0","1.000","0.00","1.04","13","12","1","0.923","1.05","-0.35","0","1","31.90","17.00"
"4","James Reimer","CAR","1","64.35","29","26","3","0.897","2.80","0.06","3.02","9","7","2","0.778","1.86","-0.23","8","7","1","0.875","0.93","0.04","11","11","0","1.000","0.00","0.55","0","6","32.93","9.00"
"5","Carter Hutton","BUF","1","58.05","36","32","4","0.889","4.13","-0.20","3.9","17","13","4","0.765","4.13","-0.65","4","4","0","1.000","0.00","0.52","15","15","0","1.000","0.00","0.75","2","5","27.44","11.25"
"6","Cam Talbot","MIN","1","60.3","25","22","3","0.880","2.99","-0.36","1.72","4","3","1","0.750","1.00","-0.21","4","2","2","0.500","1.99","-1.48","16","16","0","1.000","0.00","0.80","1","1","40.76","27.67"
"16","Hunter Miska","COL","1","60.1","33","29","4","0.879","3.99","-0.52","2.39","9","8","1","0.889","1.00","0.77","9","6","3","0.667","3.00","-1.83","14","14","0","1.000","0.00","0.70","2","4","38.58","24.25"
"15","Stuart Skinner","EDM","1","59.683333333333","38","33","5","0.868","5.03","-0.99","3.53","11","10","1","0.909","1.01","1.17","9","7","2","0.778","2.01","-0.83","16","14","2","0.875","2.01","-1.20","2","7","36.26","31.20"
"13","Ilya Sorokin","NYI","1","63.3","29","25","4","0.862","3.79","-0.94","2.85","6","4","2","0.667","1.90","-0.82","8","6","2","0.750","1.90","-0.96","12","12","0","1.000","0.00","0.60","0","6","42.10","24.75"
"7","John Gibson","ANA","1","60","23","19","4","0.826","4.00","-1.57","1.95","5","3","2","0.600","2.00","-1.02","8","7","1","0.875","1.00","0.04","10","9","1","0.900","1.00","-0.50","2","1","32.96","28.75"
"10","Marcus Hogberg","OTT","1","52.616666666667","22","17","5","0.773","5.70","-2.68","2.12","3","2","1","0.667","1.14","-0.41","15","11","4","0.733","4.56","-2.04","2","2","0","1.000","0.00","0.10","3","2","37.14","28.60"
"8","Matt Murray","OTT","1","7.3333333333333","9","6","3","0.667","24.55","-2.05","0.95","2","1","1","0.500","8.18","-0.61","5","4","1","0.800","8.18","-0.35","1","0","1","0.000","8.18","-0.95","0","2","32.33","31.67"
