"","Player","Team","GP","TOI","Shots Against","Saves","Goals Against","SV%","GAA","GSAA","xG Against","HD Shots Against","HD Saves","HD Goals Against","HDSV%","HDGAA","HDGSAA","MD Shots Against","MD Saves","MD Goals Against","MDSV%","MDGAA","MDGSAA","LD Shots Against","LD Saves","LD Goals Against","LDSV%","LDGAA","LDGSAA","Rush Attempts Against","Rebound Attempts Against","Avg. Shot Distance","Avg. Goal Distance"
"6","Tristan Jarry","PIT","1","60","28","26","2","0.929","2.00","2.21","2.86","6","5","1","0.833","1.00","0.61","6","5","1","0.833","1.00","-0.23","15","15","0","1.000","0.00","1.50","1","3","37.96","19.50"
"2","Anton Khudobin","DAL","1","31.933333333333","13","12","1","0.923","1.88","0.95","0.87","3","2","1","0.667","1.88","-0.19","2","2","0","1.000","0.00","0.26","6","6","0","1.000","0.00","0.60","1","1","55.38","10.00"
"8","Ilya Samsonov","WSH","1","60","25","22","3","0.880","3.00","0.76","1.92","10","7","3","0.700","3.00","-0.31","6","6","0","1.000","0.00","0.77","7","7","0","1.000","0.00","0.70","0","2","35.80","9.00"
"4","Sergei Bobrovsky","FLA","1","60","31","27","4","0.871","4.00","0.66","2.25","7","6","1","0.857","1.00","0.88","10","8","2","0.800","2.00","-0.71","11","10","1","0.909","1.00","0.10","2","1","40.97","20.75"
"5","Frederik Andersen","TOR","1","59.633333333333","22","19","3","0.864","3.02","0.30","2.26","12","9","3","0.750","3.02","0.22","1","1","0","1.000","0.00","0.13","7","7","0","1.000","0.00","0.70","0","2","28.05","14.33"
"10","Alexandar Georgiev","NYR","1","60","40","34","6","0.850","6.00","0.01","4","9","7","2","0.778","2.00","0.42","20","17","3","0.850","3.00","-0.42","9","8","1","0.889","1.00","-0.10","3","5","32.08","24.67"
"1","Mike Smith","EDM","1","59.25","25","21","4","0.840","4.05","-0.24","1.71","5","3","2","0.600","2.03","-0.66","4","4","0","1.000","0.00","0.52","15","13","2","0.867","2.03","-0.50","3","1","42.68","26.25"
"7","Mackenzie Blackwood","N.J","1","48.416666666667","26","21","5","0.808","6.20","-1.09","2.43","7","4","3","0.571","3.72","-1.12","8","8","0","1.000","0.00","1.03","10","8","2","0.800","2.48","-1.00","0","2","37.27","26.60"
"3","Ben Bishop","DAL","1","27.966666666667","20","14","6","0.700","12.87","-3.00","2.19","8","6","2","0.750","4.29","0.15","4","3","1","0.750","2.15","-0.48","8","5","3","0.625","6.44","-2.20","0","5","27.40","23.33"
"9","Gilles Senn","N.J","1","11.583333333333","3","2","1","0.667","5.18","-0.55","0.09","0","0","0","-","0.00","0.00","1","0","1","0.000","5.18","-0.87","2","2","0","1.000","0.00","0.20","0","0","45.33","25.00"
