"","Player","Team","GP","TOI","Shots Against","Saves","Goals Against","SV%","GAA","GSAA","xG Against","HD Shots Against","HD Saves","HD Goals Against","HDSV%","HDGAA","HDGSAA","MD Shots Against","MD Saves","MD Goals Against","MDSV%","MDGAA","MDGSAA","LD Shots Against","LD Saves","LD Goals Against","LDSV%","LDGAA","LDGSAA","Rush Attempts Against","Rebound Attempts Against","Avg. Shot Distance","Avg. Goal Distance"
"15","Connor Hellebuyck","WPG","1","59.966666666667","34","34","0","1.000","0.00","3.32","2.9","9","9","0","1.000","0.00","1.59","9","9","0","1.000","0.00","0.77","14","14","0","1.000","0.00","0.84","1","2","37.44","-"
"9","Alex Stalock","MIN","1","59.416666666667","26","25","1","0.962","1.01","1.54","1.81","4","3","1","0.750","1.01","-0.29","3","3","0","1.000","0.00","0.26","17","17","0","1.000","0.00","1.02","1","2","48.12","17.00"
"2","Corey Crawford","CHI","1","60","38","36","2","0.947","2.00","1.71","2.41","3","3","0","1.000","0.00","0.53","12","11","1","0.917","1.00","0.03","20","19","1","0.950","1.00","0.20","0","6","49.53","34.50"
"16","Marcus Hogberg","OTT","1","60","34","32","2","0.941","2.00","1.32","3.45","13","12","1","0.923","1.00","1.30","4","4","0","1.000","0.00","0.34","16","15","1","0.938","1.00","-0.04","1","8","34.85","34.50"
"21","Alexandar Georgiev","NYR","1","60","34","32","2","0.941","2.00","1.32","2.94","12","10","2","0.833","2.00","0.12","11","11","0","1.000","0.00","0.94","10","10","0","1.000","0.00","0.60","3","2","28.09","9.00"
"19","Ilya Samsonov","WSH","1","59.183333333333","31","29","2","0.935","2.03","1.03","2.5","7","6","1","0.857","1.01","0.24","9","9","0","1.000","0.00","0.77","13","12","1","0.923","1.01","-0.22","1","5","41.19","41.50"
"17","Juuse Saros","NSH","1","60.816666666667","39","36","3","0.923","2.96","0.81","3.15","13","12","1","0.923","0.99","1.30","8","7","1","0.875","0.99","-0.31","15","14","1","0.933","0.99","-0.10","0","6","33.62","30.67"
"11","Martin Jones","S.J","1","60.483333333333","24","22","2","0.917","1.98","0.34","2.82","9","7","2","0.778","1.98","-0.41","7","7","0","1.000","0.00","0.60","7","7","0","1.000","0.00","0.42","2","4","31.33","8.50"
"4","Jaroslav Halak","BOS","1","59.866666666667","34","31","3","0.912","3.01","0.32","2.22","10","7","3","0.700","3.01","-1.23","4","4","0","1.000","0.00","0.34","17","17","0","1.000","0.00","1.02","2","1","39.15","12.67"
"6","Thomas Greiss","NYI","1","63.383333333333","32","29","3","0.906","2.84","0.13","1.97","9","8","1","0.889","0.95","0.59","9","8","1","0.889","0.95","-0.23","13","12","1","0.923","0.95","-0.22","1","2","36.00","25.00"
"5","Cory Schneider","N.J","1","60.633333333333","30","27","3","0.900","2.97","-0.07","3.01","12","11","1","0.917","0.99","1.12","9","8","1","0.889","0.99","-0.23","9","8","1","0.889","0.99","-0.46","6","5","29.93","27.67"
"20","David Rittich","CGY","1","61.333333333333","38","34","4","0.895","3.91","-0.29","2.85","11","8","3","0.727","2.93","-1.05","8","7","1","0.875","0.98","-0.31","18","18","0","1.000","0.00","1.08","1","5","31.58","19.50"
"13","Frederik Andersen","TOR","1","59.95","27","24","3","0.889","3.00","-0.36","1.73","5","4","1","0.800","1.00","-0.12","6","6","0","1.000","0.00","0.52","14","12","2","0.857","2.00","-1.16","1","6","39.74","30.33"
"7","Carey Price","MTL","1","58.95","34","30","4","0.882","4.07","-0.68","2.14","6","5","1","0.833","1.02","0.06","13","11","2","0.846","2.04","-0.88","14","13","1","0.929","1.02","-0.16","1","0","34.50","30.50"
"14","Jordan Binnington","STL","1","63.383333333333","17","15","2","0.882","1.89","-0.34","1.83","7","6","1","0.857","0.95","0.24","9","8","1","0.889","0.95","-0.23","1","1","0","1.000","0.00","0.06","0","1","21.65","13.50"
"8","Ben Bishop","DAL","1","57.666666666667","28","24","4","0.857","4.16","-1.26","2.61","6","3","3","0.500","3.12","-1.94","8","7","1","0.875","1.04","-0.31","12","12","0","1.000","0.00","0.72","2","4","39.07","19.50"
"12","Sergei Bobrovsky","FLA","1","58.483333333333","28","24","4","0.857","4.10","-1.26","2.74","7","5","2","0.714","2.05","-0.76","11","10","1","0.909","1.03","-0.06","9","8","1","0.889","1.03","-0.46","2","6","30.11","25.25"
"1","Curtis McElhinney","T.B","1","58.666666666667","26","22","4","0.846","4.09","-1.46","1.74","6","4","2","0.667","2.05","-0.94","6","6","0","1.000","0.00","0.52","13","11","2","0.846","2.05","-1.22","1","2","39.00","28.00"
"18","Thatcher Demko","VAN","1","59.383333333333","24","20","4","0.833","4.04","-1.66","1.95","9","7","2","0.778","2.02","-0.41","10","9","1","0.900","1.01","-0.14","5","4","1","0.800","1.01","-0.70","1","5","28.54","18.50"
"10","Jonathan Bernier","DET","1","27.8","9","7","2","0.778","4.32","-1.12","0.74","1","1","0","1.000","0.00","0.18","3","1","2","0.333","4.32","-1.74","5","5","0","1.000","0.00","0.30","1","0","35.56","14.50"
"3","Jimmy Howard","DET","1","32.083333333333","17","12","5","0.706","9.35","-3.34","1.47","5","4","1","0.800","1.87","-0.12","4","3","1","0.750","1.87","-0.66","7","5","2","0.714","3.74","-1.58","0","2","39.71","55.60"
