"","Player","Team","GP","TOI","Shots Against","Saves","Goals Against","SV%","GAA","GSAA","xG Against","HD Shots Against","HD Saves","HD Goals Against","HDSV%","HDGAA","HDGSAA","MD Shots Against","MD Saves","MD Goals Against","MDSV%","MDGAA","MDGSAA","LD Shots Against","LD Saves","LD Goals Against","LDSV%","LDGAA","LDGSAA","Rush Attempts Against","Rebound Attempts Against","Avg. Shot Distance","Avg. Goal Distance"
"8","Jordan Binnington","STL","1","59.866666666667","17","17","0","1.000","0.00","1.96","0.95","0","0","0","-","0.00","0.00","6","6","0","1.000","0.00","0.61","8","8","0","1.000","0.00","0.31","1","0","48.06","-"
"6","Petr Mrazek","CAR","1","60","29","28","1","0.966","1.00","2.34","1.78","5","4","1","0.800","1.00","0.49","4","4","0","1.000","0.00","0.40","16","16","0","1.000","0.00","0.63","1","1","39.93","10.00"
"14","Carter Hart","PHI","1","60","29","28","1","0.966","1.00","2.34","1.84","4","3","1","0.750","1.00","0.20","6","6","0","1.000","0.00","0.61","18","18","0","1.000","0.00","0.70","2","3","39.62","16.00"
"12","Tristan Jarry","PIT","1","60","36","34","2","0.944","2.00","2.14","2.48","5","4","1","0.800","1.00","0.49","11","11","0","1.000","0.00","1.11","17","16","1","0.941","1.00","-0.34","3","1","39.39","20.50"
"5","Louis Domingue","N.J","1","60","39","36","3","0.923","3.00","1.49","2.83","9","7","2","0.778","2.00","0.69","16","15","1","0.938","1.00","0.62","13","13","0","1.000","0.00","0.51","1","2","30.26","16.33"
"9","Connor Hellebuyck","WPG","1","59.933333333333","34","31","3","0.912","3.00","0.91","2.1","4","2","2","0.500","2.00","-0.80","6","5","1","0.833","1.00","-0.39","20","20","0","1.000","0.00","0.78","0","5","51.82","19.33"
"11","Juuse Saros","NSH","1","60","30","26","4","0.867","4.00","-0.55","3.63","11","8","3","0.727","3.00","0.29","8","7","1","0.875","1.00","-0.19","9","9","0","1.000","0.00","0.35","0","8","30.57","13.75"
"3","Jonathan Bernier","DET","1","59.583333333333","22","19","3","0.864","3.02","-0.47","2.13","6","5","1","0.833","1.01","0.79","2","1","1","0.500","1.01","-0.80","13","12","1","0.923","1.01","-0.49","2","5","38.36","28.67"
"10","Cal Petersen","L.A","1","59.75","34","29","5","0.853","5.02","-1.09","2.91","11","8","3","0.727","3.01","0.29","8","6","2","0.750","2.01","-1.19","14","14","0","1.000","0.00","0.55","2","4","31.94","15.80"
"1","Craig Anderson","OTT","1","60","27","23","4","0.852","4.00","-0.90","2.81","6","4","2","0.667","2.00","-0.21","10","10","0","1.000","0.00","1.01","11","9","2","0.818","2.00","-1.57","1","7","33.63","28.75"
"4","Carter Hutton","BUF","1","57.95","39","33","6","0.846","6.21","-1.52","3.65","15","10","5","0.667","5.18","-0.52","10","9","1","0.900","1.04","0.01","14","14","0","1.000","0.00","0.55","0","7","26.97","14.33"
"2","Carey Price","MTL","1","59.55","25","21","4","0.840","4.03","-1.13","2.17","11","9","2","0.818","2.02","1.29","4","3","1","0.750","1.01","-0.60","8","7","1","0.875","1.01","-0.69","0","1","31.84","19.50"
"7","Frederik Andersen","TOR","1","60","24","19","5","0.792","5.00","-2.24","2.11","7","3","4","0.429","4.00","-1.91","6","5","1","0.833","1.00","-0.39","10","10","0","1.000","0.00","0.39","0","3","33.00","11.00"
"13","Elvis Merzlikins","CBJ","1","43.666666666667","12","8","4","0.667","5.50","-2.62","0.87","2","0","2","0.000","2.75","-1.40","2","1","1","0.500","1.37","-0.80","7","6","1","0.857","1.37","-0.73","0","1","44.50","14.25"
"15","Matiss Kivlenieks","CBJ","1","16.333333333333","3","2","1","0.667","3.67","-0.66","0.24","1","1","0","1.000","0.00","0.30","0","0","0","-","0.00","0.00","1","0","1","0.000","3.67","-0.96","0","1","37.33","22.00"
