"","Player","Team","GP","TOI","Shots Against","Saves","Goals Against","SV%","GAA","GSAA","xG Against","HD Shots Against","HD Saves","HD Goals Against","HDSV%","HDGAA","HDGSAA","MD Shots Against","MD Saves","MD Goals Against","MDSV%","MDGAA","MDGSAA","LD Shots Against","LD Saves","LD Goals Against","LDSV%","LDGAA","LDGSAA","Rush Attempts Against","Rebound Attempts Against","Avg. Shot Distance","Avg. Goal Distance"
"7","Jonathan Quick","L.A","1","64.95","36","36","0","1.000","0.00","2.83","3.77","12","12","0","1.000","0.00","2.00","7","7","0","1.000","0.00","0.70","17","17","0","1.000","0.00","0.48","1","5","30.64","-"
"11","Mikko Koskinen","EDM","1","25.266666666667","10","10","0","1.000","0.00","0.79","0.75","3","3","0","1.000","0.00","0.50","4","4","0","1.000","0.00","0.40","3","3","0","1.000","0.00","0.08","0","1","22.80","-"
"12","Frederik Andersen","TOR","1","65","30","30","0","1.000","0.00","2.36","2.55","8","8","0","1.000","0.00","1.33","6","6","0","1.000","0.00","0.60","14","14","0","1.000","0.00","0.39","2","2","39.63","-"
"13","Andrei Vasilevskiy","T.B","1","60","32","32","0","1.000","0.00","2.52","2.17","6","6","0","1.000","0.00","1.00","12","12","0","1.000","0.00","1.19","13","13","0","1.000","0.00","0.36","1","2","37.19","-"
"16","Juuse Saros","NSH","1","60","33","33","0","1.000","0.00","2.59","3","10","10","0","1.000","0.00","1.67","8","8","0","1.000","0.00","0.79","10","10","0","1.000","0.00","0.28","3","4","39.67","-"
"4","Jaroslav Halak","BOS","1","63.716666666667","33","32","1","0.970","0.94","1.59","3.18","9","9","0","1.000","0.00","1.50","6","5","1","0.833","0.94","-0.40","13","13","0","1.000","0.00","0.36","2","3","36.33","41.00"
"20","Carter Hart","PHI","1","60","29","28","1","0.966","1.00","1.28","2.16","7","6","1","0.857","1.00","0.17","6","6","0","1.000","0.00","0.60","14","14","0","1.000","0.00","0.39","1","5","41.17","8.00"
"8","Alex Stalock","MIN","1","60","42","40","2","0.952","2.00","1.30","3.19","11","10","1","0.909","1.00","0.83","10","9","1","0.900","1.00","-0.01","20","20","0","1.000","0.00","0.56","0","3","33.55","10.00"
"5","Anton Khudobin","DAL","1","56.666666666667","32","30","2","0.938","2.12","0.52","1.64","4","3","1","0.750","1.06","-0.33","8","7","1","0.875","1.06","-0.21","19","19","0","1.000","0.00","0.53","1","0","39.09","18.00"
"14","Matt Murray","PIT","1","60","30","28","2","0.933","2.00","0.36","2.47","8","7","1","0.875","1.00","0.33","11","10","1","0.909","1.00","0.09","11","11","0","1.000","0.00","0.31","3","2","33.37","23.00"
"15","Chris Driedger","FLA","1","64.083333333333","28","26","2","0.929","1.87","0.20","2.11","5","4","1","0.800","0.94","-0.17","8","8","0","1.000","0.00","0.79","13","12","1","0.923","0.94","-0.64","2","3","35.50","30.00"
"1","Craig Anderson","OTT","1","60","40","37","3","0.925","3.00","0.14","3.03","6","5","1","0.833","1.00","0.00","10","9","1","0.900","1.00","-0.01","23","22","1","0.957","1.00","-0.36","1","3","38.30","35.00"
"10","Martin Jones","S.J","1","57.966666666667","27","24","3","0.889","3.11","-0.88","1.57","7","5","2","0.714","2.07","-0.83","6","6","0","1.000","0.00","0.60","11","10","1","0.909","1.04","-0.69","2","4","41.70","26.67"
"3","Corey Crawford","CHI","1","59.733333333333","24","21","3","0.875","3.01","-1.11","2.03","8","5","3","0.625","3.01","-1.67","2","2","0","1.000","0.00","0.20","14","14","0","1.000","0.00","0.39","1","2","26.42","11.33"
"17","Alex Nedeljkovic","CAR","1","60","32","28","4","0.875","4.00","-1.48","2.8","10","8","2","0.800","2.00","-0.33","10","8","2","0.800","2.00","-1.01","10","10","0","1.000","0.00","0.28","1","4","33.91","14.00"
"18","Jonas Johansson","BUF","1","57.616666666667","32","28","4","0.875","4.17","-1.48","2.52","10","7","3","0.700","3.12","-1.33","6","6","0","1.000","0.00","0.60","16","15","1","0.938","1.04","-0.55","0","5","32.06","27.25"
"9","Semyon Varlamov","NYI","1","58.1","29","25","4","0.862","4.13","-1.72","3.57","6","3","3","0.500","3.10","-2.00","9","8","1","0.889","1.03","-0.11","14","14","0","1.000","0.00","0.39","6","6","38.52","17.00"
"21","Alexandar Georgiev","NYR","1","60.483333333333","34","29","5","0.853","4.96","-2.33","3.18","9","7","2","0.778","1.98","-0.50","5","3","2","0.600","1.98","-1.50","15","14","1","0.933","0.99","-0.58","2","4","39.74","21.60"
"19","Ilya Samsonov","WSH","1","58.866666666667","39","33","6","0.846","6.12","-2.93","2.6","9","5","4","0.556","4.08","-2.50","7","6","1","0.857","1.02","-0.30","18","17","1","0.944","1.02","-0.50","2","2","41.49","17.00"
"6","Carey Price","MTL","1","60","23","19","4","0.826","4.00","-2.19","1.88","7","6","1","0.857","1.00","0.17","3","1","2","0.333","2.00","-1.70","11","10","1","0.909","1.00","-0.69","1","1","40.87","37.00"
"2","Mike Smith","EDM","1","32.816666666667","21","17","4","0.810","7.31","-2.35","1.73","7","6","1","0.857","1.83","0.17","7","5","2","0.714","3.66","-1.30","7","6","1","0.857","1.83","-0.80","0","3","28.19","28.50"
