"","Player","Team","GP","TOI","Shots Against","Saves","Goals Against","SV%","GAA","GSAA","xG Against","HD Shots Against","HD Saves","HD Goals Against","HDSV%","HDGAA","HDGSAA","MD Shots Against","MD Saves","MD Goals Against","MDSV%","MDGAA","MDGSAA","LD Shots Against","LD Saves","LD Goals Against","LDSV%","LDGAA","LDGSAA","Rush Attempts Against","Rebound Attempts Against","Avg. Shot Distance","Avg. Goal Distance"
"8","Sergei Bobrovsky","FLA","1","60","36","35","1","0.972","1.00","1.76","2.59","10","10","0","1.000","0.00","1.78","10","9","1","0.900","1.00","-0.29","14","14","0","1.000","0.00","0.25","1","1","35.94","34.00"
"3","Tuukka Rask","BOS","1","61.233333333333","29","28","1","0.966","0.98","1.23","3.38","9","8","1","0.889","0.98","0.60","4","4","0","1.000","0.00","0.28","12","12","0","1.000","0.00","0.22","1","7","42.55","19.00"
"12","Pavel Francouz","COL","1","59.533333333333","28","27","1","0.964","1.01","1.15","1.77","7","6","1","0.857","1.01","0.25","7","7","0","1.000","0.00","0.49","13","13","0","1.000","0.00","0.23","0","2","35.14","10.00"
"4","Ben Bishop","DAL","1","60","41","39","2","0.951","2.00","1.15","3.15","9","8","1","0.889","1.00","0.60","8","8","0","1.000","0.00","0.57","22","21","1","0.955","1.00","-0.60","1","5","38.34","24.50"
"1","Mike Smith","EDM","1","60.933333333333","34","32","2","0.941","1.97","0.61","4.08","12","10","2","0.833","1.97","0.14","6","6","0","1.000","0.00","0.42","13","13","0","1.000","0.00","0.23","0","7","36.00","5.50"
"10","Igor Shesterkin","NYR","1","60","40","37","3","0.925","3.00","0.07","3.56","16","14","2","0.875","2.00","0.85","13","13","0","1.000","0.00","0.92","11","10","1","0.909","1.00","-0.80","1","6","27.28","15.67"
"2","Devan Dubnyk","MIN","1","65","34","31","3","0.912","2.77","-0.39","3.13","11","10","1","0.909","0.92","0.96","8","6","2","0.750","1.85","-1.43","15","15","0","1.000","0.00","0.27","1","4","31.56","26.33"
"11","Adin Hill","ARI","1","57.783333333333","33","30","3","0.909","3.12","-0.47","3.3","10","8","2","0.800","2.08","-0.22","11","11","0","1.000","0.00","0.78","12","11","1","0.917","1.04","-0.78","2","6","27.21","20.67"
"9","John Gibson","ANA","1","58.833333333333","31","28","3","0.903","3.06","-0.62","2.1","6","3","3","0.500","3.06","-1.93","8","8","0","1.000","0.00","0.57","15","15","0","1.000","0.00","0.27","1","5","39.39","15.33"
"5","Semyon Varlamov","NYI","1","57.433333333333","29","26","3","0.897","3.13","-0.77","2.86","6","5","1","0.833","1.04","0.07","10","8","2","0.800","2.09","-1.29","11","11","0","1.000","0.00","0.20","0","6","36.00","20.00"
"6","Jacob Markstrom","VAN","1","64.633333333333","28","25","3","0.893","2.78","-0.85","2.35","9","7","2","0.778","1.86","-0.40","4","3","1","0.750","0.93","-0.72","13","13","0","1.000","0.00","0.23","2","8","40.32","16.33"
"7","Robin Lehner","CHI","1","59.35","41","35","6","0.854","6.07","-2.85","3.32","13","8","5","0.615","5.05","-2.69","10","9","1","0.900","1.01","-0.29","16","16","0","1.000","0.00","0.29","2","5","33.15","15.67"
