"","Player","Team","GP","TOI","Shots Against","Saves","Goals Against","SV%","GAA","GSAA","xG Against","HD Shots Against","HD Saves","HD Goals Against","HDSV%","HDGAA","HDGSAA","MD Shots Against","MD Saves","MD Goals Against","MDSV%","MDGAA","MDGSAA","LD Shots Against","LD Saves","LD Goals Against","LDSV%","LDGAA","LDGSAA","Rush Attempts Against","Rebound Attempts Against","Avg. Shot Distance","Avg. Goal Distance"
"5","Thomas Greiss","NYI","1","14.1","9","9","0","1.000","0.00","0.71","0.86","4","4","0","1.000","0.00","0.66","3","3","0","1.000","0.00","0.30","2","2","0","1.000","0.00","0.05","0","2","26.00","-"
"8","Semyon Varlamov","NYI","1","45.9","30","30","0","1.000","0.00","2.37","2.99","13","13","0","1.000","0.00","2.14","7","7","0","1.000","0.00","0.70","10","10","0","1.000","0.00","0.24","3","2","25.43","-"
"20","Chris Driedger","FLA","1","60","27","27","0","1.000","0.00","2.13","2.01","5","5","0","1.000","0.00","0.82","8","8","0","1.000","0.00","0.80","12","12","0","1.000","0.00","0.29","1","2","42.07","-"
"28","Alexandar Georgiev","NYR","1","59.666666666667","33","33","0","1.000","0.00","2.61","2.83","4","4","0","1.000","0.00","0.66","8","8","0","1.000","0.00","0.80","17","17","0","1.000","0.00","0.42","0","1","43.24","-"
"13","Jack Campbell","L.A","1","60","34","33","1","0.971","1.00","1.69","2.81","8","7","1","0.875","1.00","0.32","7","7","0","1.000","0.00","0.70","19","19","0","1.000","0.00","0.46","1","6","40.24","8.00"
"15","Frederik Andersen","TOR","1","61.45","30","29","1","0.967","0.98","1.37","2.3","9","8","1","0.889","0.98","0.48","7","7","0","1.000","0.00","0.70","14","14","0","1.000","0.00","0.34","1","2","34.67","8.00"
"27","David Rittich","CGY","1","60","27","26","1","0.963","1.00","1.13","2.89","12","12","0","1.000","0.00","1.98","5","4","1","0.800","1.00","-0.50","8","8","0","1.000","0.00","0.20","1","6","33.07","31.00"
"12","Carter Hutton","BUF","1","61.683333333333","43","41","2","0.953","1.95","1.40","2.1","3","2","1","0.667","0.97","-0.51","15","14","1","0.933","0.97","0.51","23","23","0","1.000","0.00","0.56","3","2","41.05","18.00"
"6","James Reimer","CAR","1","59.633333333333","38","36","2","0.947","2.01","1.00","2.82","10","9","1","0.900","1.01","0.65","17","16","1","0.941","1.01","0.71","10","10","0","1.000","0.00","0.24","2","2","33.39","18.00"
"17","Laurent Brossoit","WPG","1","58.833333333333","34","32","2","0.941","2.04","0.69","3.11","9","8","1","0.889","1.02","0.48","12","12","0","1.000","0.00","1.21","13","12","1","0.923","1.02","-0.68","0","8","28.79","27.00"
"18","Jordan Binnington","STL","1","59.966666666667","31","29","2","0.935","2.00","0.45","2.61","8","7","1","0.875","1.00","0.32","10","10","0","1.000","0.00","1.00","12","11","1","0.917","1.00","-0.71","1","4","35.29","31.50"
"9","Jacob Markstrom","VAN","1","60","30","28","2","0.933","2.00","0.37","2.47","5","4","1","0.800","1.00","-0.18","8","7","1","0.875","1.00","-0.20","14","14","0","1.000","0.00","0.34","1","3","43.27","24.50"
"4","Brian Elliott","PHI","1","60.516666666667","42","39","3","0.929","2.97","0.32","3.02","11","10","1","0.909","0.99","0.81","14","13","1","0.929","0.99","0.41","14","13","1","0.929","0.99","-0.66","1","5","32.02","21.67"
"24","Elvis Merzlikins","CBJ","1","56.616666666667","27","25","2","0.926","2.12","0.13","2.37","10","8","2","0.800","2.12","-0.35","6","6","0","1.000","0.00","0.60","10","10","0","1.000","0.00","0.24","2","0","32.33","13.00"
"26","Ilya Samsonov","WSH","1","59.366666666667","27","25","2","0.926","2.02","0.13","1.73","5","4","1","0.800","1.01","-0.18","9","8","1","0.889","1.01","-0.10","8","8","0","1.000","0.00","0.20","1","1","39.30","24.00"
"22","Marcus Hogberg","OTT","1","58.833333333333","25","23","2","0.920","2.04","-0.02","2.2","9","7","2","0.778","2.04","-0.52","4","4","0","1.000","0.00","0.40","11","11","0","1.000","0.00","0.27","1","1","37.64","10.00"
"10","Martin Jones","S.J","1","59.966666666667","23","21","2","0.913","2.00","-0.18","1.93","8","8","0","1.000","0.00","1.32","5","5","0","1.000","0.00","0.50","9","7","2","0.778","2.00","-1.78","1","3","31.39","18.50"
"7","Jonathan Bernier","DET","1","59.216666666667","32","29","3","0.906","3.04","-0.47","2.49","8","6","2","0.750","2.03","-0.68","8","8","0","1.000","0.00","0.80","14","13","1","0.929","1.01","-0.66","1","2","31.38","14.67"
"14","Philipp Grubauer","COL","1","60","29","26","3","0.897","3.00","-0.71","2.67","7","6","1","0.857","1.00","0.15","9","7","2","0.778","2.00","-1.10","12","12","0","1.000","0.00","0.29","1","3","35.34","17.00"
"21","Antti Raanta","ARI","1","58.966666666667","29","26","3","0.897","3.05","-0.71","1.69","4","3","1","0.750","1.02","-0.34","9","8","1","0.889","1.02","-0.10","14","13","1","0.929","1.02","-0.66","1","0","41.24","21.00"
"23","Juuse Saros","NSH","1","60","28","25","3","0.893","3.00","-0.79","2.69","10","7","3","0.700","3.00","-1.35","3","3","0","1.000","0.00","0.30","12","12","0","1.000","0.00","0.29","1","6","40.36","14.67"
"2","Curtis McElhinney","T.B","1","57.616666666667","24","21","3","0.875","3.12","-1.10","1.58","3","2","1","0.667","1.04","-0.51","9","7","2","0.778","2.08","-1.10","8","8","0","1.000","0.00","0.20","4","1","43.00","18.00"
"1","Mike Smith","EDM","1","59.75","38","33","5","0.868","5.02","-2.00","2.9","9","6","3","0.667","3.01","-1.52","10","8","2","0.800","2.01","-1.00","16","16","0","1.000","0.00","0.39","0","4","39.68","13.40"
"3","Corey Crawford","CHI","1","34.166666666667","15","13","2","0.867","3.51","-0.81","1.03","0","0","0","-","0.00","0.00","9","7","2","0.778","3.51","-1.10","6","6","0","1.000","0.00","0.15","1","0","30.53","21.00"
"25","Mackenzie Blackwood","N.J","1","59.866666666667","22","19","3","0.864","3.01","-1.26","1.64","3","2","1","0.667","1.00","-0.51","8","6","2","0.750","2.00","-1.20","8","8","0","1.000","0.00","0.20","2","1","39.86","19.00"
"16","Keith Kinkaid","MTL","1","60.516666666667","29","25","4","0.862","3.97","-1.71","1.54","6","4","2","0.667","1.98","-1.01","4","3","1","0.750","0.99","-0.60","18","17","1","0.944","0.99","-0.56","2","4","43.21","24.50"
"19","Matt Murray","PIT","1","60","27","22","5","0.815","5.00","-2.87","2.24","7","5","2","0.714","2.00","-0.85","8","5","3","0.625","3.00","-2.20","11","11","0","1.000","0.00","0.27","0","2","33.93","26.60"
"11","Robin Lehner","CHI","1","25.833333333333","14","9","5","0.643","11.61","-3.89","0.99","4","1","3","0.250","6.97","-2.34","7","5","2","0.714","4.65","-1.30","2","2","0","1.000","0.00","0.05","0","1","39.07","18.80"
