"","Player","Team","GP","TOI","Shots Against","Saves","Goals Against","SV%","GAA","GSAA","xG Against","HD Shots Against","HD Saves","HD Goals Against","HDSV%","HDGAA","HDGSAA","MD Shots Against","MD Saves","MD Goals Against","MDSV%","MDGAA","MDGSAA","LD Shots Against","LD Saves","LD Goals Against","LDSV%","LDGAA","LDGSAA","Rush Attempts Against","Rebound Attempts Against","Avg. Shot Distance","Avg. Goal Distance"
"11","John Gibson","ANA","1","62.5","40","39","1","0.975","0.96","2.59","3.87","15","14","1","0.933","0.96","1.40","7","7","0","1.000","0.00","0.84","17","17","0","1.000","0.00","0.37","0","5","34.33","13.00"
"3","Anton Khudobin","DAL","1","59.733333333333","39","38","1","0.974","1.00","2.50","1.99","8","8","0","1.000","0.00","1.28","8","7","1","0.875","1.00","-0.04","18","18","0","1.000","0.00","0.39","1","3","42.36","30.00"
"6","Braden Holtby","WSH","1","60","30","29","1","0.967","1.00","1.70","2.03","9","9","0","1.000","0.00","1.44","12","12","0","1.000","0.00","1.44","6","5","1","0.833","1.00","-0.87","1","0","37.57","61.00"
"13","Connor Hellebuyck","WPG","1","60","53","51","2","0.962","2.00","2.76","6.01","21","20","1","0.952","1.00","2.37","14","13","1","0.929","1.00","0.68","16","16","0","1.000","0.00","0.35","2","14","32.08","24.00"
"2","Thomas Greiss","NYI","1","59.4","35","33","2","0.943","2.02","1.14","1.99","5","4","1","0.800","1.01","-0.20","10","9","1","0.900","1.01","0.20","19","19","0","1.000","0.00","0.42","1","3","43.71","37.00"
"5","Jacob Markstrom","VAN","1","62.5","29","27","2","0.931","1.92","0.61","2.32","8","6","2","0.750","1.92","-0.72","9","9","0","1.000","0.00","1.08","10","10","0","1.000","0.00","0.22","3","1","41.62","11.50"
"8","Philipp Grubauer","COL","1","58.383333333333","29","27","2","0.931","2.06","0.61","3.11","8","6","2","0.750","2.06","-0.72","9","9","0","1.000","0.00","1.08","8","8","0","1.000","0.00","0.17","0","8","42.76","13.50"
"4","Jonathan Bernier","DET","1","27.833333333333","12","11","1","0.917","2.16","0.08","1.67","7","6","1","0.857","2.16","0.12","1","1","0","1.000","0.00","0.12","4","4","0","1.000","0.00","0.09","1","3","24.08","17.00"
"9","Petr Mrazek","CAR","1","60","32","29","3","0.906","3.00","-0.13","2.89","12","10","2","0.833","2.00","-0.08","4","3","1","0.750","1.00","-0.52","12","12","0","1.000","0.00","0.26","0","4","40.38","14.33"
"16","Mackenzie Blackwood","N.J","1","64.366666666667","31","28","3","0.903","2.80","-0.21","1.44","2","2","0","1.000","0.00","0.32","12","10","2","0.833","1.86","-0.56","16","15","1","0.938","0.93","-0.65","0","0","42.03","33.67"
"10","Jordan Binnington","STL","1","59.7","30","27","3","0.900","3.02","-0.30","2.79","10","9","1","0.900","1.01","0.60","9","7","2","0.778","2.01","-0.92","9","9","0","1.000","0.00","0.20","3","4","36.03","18.33"
"17","Carter Hart","PHI","1","65","26","23","3","0.885","2.77","-0.66","2.29","9","7","2","0.778","1.85","-0.56","7","6","1","0.857","0.92","-0.16","10","10","0","1.000","0.00","0.22","0","3","33.04","18.33"
"15","Elvis Merzlikins","CBJ","1","60.133333333333","27","23","4","0.852","3.99","-1.57","2.3","8","6","2","0.750","2.00","-0.72","11","9","2","0.818","2.00","-0.68","8","8","0","1.000","0.00","0.17","3","1","29.44","26.50"
"7","Martin Jones","S.J","1","58.483333333333","19","16","3","0.842","3.08","-1.29","1.37","4","4","0","1.000","0.00","0.64","8","6","2","0.750","2.05","-1.04","7","6","1","0.857","1.03","-0.85","2","1","33.58","30.33"
"12","Andrei Vasilevskiy","T.B","1","57.916666666667","25","21","4","0.840","4.14","-1.75","2.13","11","9","2","0.818","2.07","-0.24","4","3","1","0.750","1.04","-0.52","8","7","1","0.875","1.04","-0.83","3","2","39.08","27.50"
"14","Linus Ullmark","BUF","1","60","34","28","6","0.824","6.00","-2.95","2.92","10","6","4","0.600","4.00","-2.40","13","11","2","0.846","2.00","-0.44","9","9","0","1.000","0.00","0.20","2","3","34.68","15.83"
"1","Jimmy Howard","DET","1","30.716666666667","21","16","5","0.762","9.77","-3.11","2.59","9","5","4","0.556","7.81","-2.56","4","3","1","0.750","1.95","-0.52","6","6","0","1.000","0.00","0.13","1","4","30.71","11.00"
