"","Player","Team","GP","TOI","Shots Against","Saves","Goals Against","SV%","GAA","GSAA","xG Against","HD Shots Against","HD Saves","HD Goals Against","HDSV%","HDGAA","HDGSAA","MD Shots Against","MD Saves","MD Goals Against","MDSV%","MDGAA","MDGSAA","LD Shots Against","LD Saves","LD Goals Against","LDSV%","LDGAA","LDGSAA","Rush Attempts Against","Rebound Attempts Against","Avg. Shot Distance","Avg. Goal Distance"
"5","Martin Jones","S.J","1","60","38","36","2","0.947","2.00","1.72","2.57","12","11","1","0.917","1.00","1.46","9","8","1","0.889","1.00","0.15","13","13","0","1.000","0.00","0.17","1","5","43.26","17.00"
"6","Mikko Koskinen","EDM","1","60","52","49","3","0.942","3.00","2.09","6.63","19","17","2","0.895","2.00","1.90","9","8","1","0.889","1.00","0.15","22","22","0","1.000","0.00","0.29","0","17","31.77","24.00"
"8","John Gibson","ANA","1","59.9","33","31","2","0.939","2.00","1.23","3.02","10","8","2","0.800","2.00","0.05","8","8","0","1.000","0.00","1.02","13","13","0","1.000","0.00","0.17","0","5","35.30","16.00"
"10","Joonas Korpisalo","CBJ","1","59.933333333333","32","30","2","0.938","2.00","1.13","2.44","10","9","1","0.900","1.00","1.05","8","7","1","0.875","1.00","0.02","13","13","0","1.000","0.00","0.17","0","6","34.44","17.50"
"9","Matt Murray","PIT","1","63.95","28","26","2","0.929","1.88","0.74","2.18","4","3","1","0.750","0.94","-0.18","10","9","1","0.900","0.94","0.27","11","11","0","1.000","0.00","0.15","1","5","41.93","16.50"
"2","Ben Bishop","DAL","1","57.883333333333","35","32","3","0.914","3.11","0.43","1.72","4","3","1","0.750","1.04","-0.18","14","12","2","0.857","2.07","-0.22","15","15","0","1.000","0.00","0.20","1","2","40.17","31.00"
"7","Philipp Grubauer","COL","1","63.95","33","30","3","0.909","2.81","0.23","2.97","12","9","3","0.750","2.81","-0.54","9","9","0","1.000","0.00","1.15","9","9","0","1.000","0.00","0.12","3","7","35.12","9.00"
"12","Ilya Samsonov","WSH","1","60","32","29","3","0.906","3.00","0.13","2.01","6","4","2","0.667","2.00","-0.77","9","8","1","0.889","1.00","0.15","15","15","0","1.000","0.00","0.20","1","2","36.66","20.00"
"4","Michael Hutchinson","TOR","1","57.683333333333","32","28","4","0.875","4.16","-0.87","2.84","8","7","1","0.875","1.04","0.64","5","2","3","0.400","3.12","-2.36","18","18","0","1.000","0.00","0.24","3","3","33.06","23.00"
"11","Linus Ullmark","BUF","1","59.533333333333","30","26","4","0.867","4.03","-1.06","2.7","12","9","3","0.750","3.02","-0.54","5","5","0","1.000","0.00","0.64","12","11","1","0.917","1.01","-0.84","1","1","32.73","15.75"
"3","James Reimer","CAR","1","58.233333333333","21","17","4","0.810","4.12","-1.94","1.96","10","6","4","0.600","4.12","-1.95","6","6","0","1.000","0.00","0.76","4","4","0","1.000","0.00","0.05","1","2","26.81","16.50"
"1","Brian Elliott","PHI","1","23.05","8","6","2","0.750","5.21","-1.22","0.95","4","3","1","0.750","2.60","-0.18","2","2","0","1.000","0.00","0.25","2","1","1","0.500","2.60","-0.97","0","2","23.25","33.00"
"13","Carter Hart","PHI","1","34.533333333333","14","10","4","0.714","6.95","-2.63","0.9","1","0","1","0.000","1.74","-0.79","8","5","3","0.625","5.21","-1.98","4","4","0","1.000","0.00","0.05","0","1","36.71","23.25"
