"","Player","Team","GP","TOI","Shots Against","Saves","Goals Against","SV%","GAA","GSAA","xG Against","HD Shots Against","HD Saves","HD Goals Against","HDSV%","HDGAA","HDGSAA","MD Shots Against","MD Saves","MD Goals Against","MDSV%","MDGAA","MDGSAA","LD Shots Against","LD Saves","LD Goals Against","LDSV%","LDGAA","LDGSAA","Rush Attempts Against","Rebound Attempts Against","Avg. Shot Distance","Avg. Goal Distance"
"7","Pekka Rinne","NSH","1","60","39","38","1","0.974","1.00","2.24","2.21","7","7","0","1.000","0.00","1.23","10","10","0","1.000","0.00","0.40","19","18","1","0.947","1.00","0.06","1","2","37.92","12.00"
"13","John Gibson","ANA","1","60","38","37","1","0.974","1.00","2.16","3.23","9","9","0","1.000","0.00","1.58","15","15","0","1.000","0.00","0.60","12","11","1","0.917","1.00","-0.33","1","6","35.87","45.00"
"14","Matt Murray","PIT","1","60","28","27","1","0.964","1.00","1.33","2.05","10","9","1","0.900","1.00","0.75","7","7","0","1.000","0.00","0.28","8","8","0","1.000","0.00","0.45","0","3","33.32","11.00"
"5","Jaroslav Halak","BOS","1","60","26","25","1","0.962","1.00","1.16","2.76","5","5","0","1.000","0.00","0.88","5","5","0","1.000","0.00","0.20","16","15","1","0.938","1.00","-0.10","2","2","36.54","52.00"
"9","Jonathan Bernier","DET","1","32.083333333333","19","18","1","0.947","1.87","0.58","1.18","4","3","1","0.750","1.87","-0.30","4","4","0","1.000","0.00","0.16","9","9","0","1.000","0.00","0.50","0","0","39.79","16.00"
"18","Mackenzie Blackwood","N.J","1","65","55","52","3","0.945","2.77","1.58","4.44","17","15","2","0.882","1.85","0.98","24","23","1","0.958","0.92","-0.04","13","13","0","1.000","0.00","0.73","2","6","30.71","25.33"
"15","Connor Hellebuyck","WPG","1","60","33","31","2","0.939","2.00","0.75","2.46","9","7","2","0.778","2.00","-0.42","14","14","0","1.000","0.00","0.56","10","10","0","1.000","0.00","0.56","0","1","29.73","11.50"
"19","Alexandar Georgiev","NYR","1","58.75","33","31","2","0.939","2.04","0.75","2.97","10","9","1","0.900","1.02","0.75","6","6","0","1.000","0.00","0.24","14","13","1","0.929","1.02","-0.22","5","4","38.64","34.00"
"1","Craig Anderson","OTT","1","63.8","39","36","3","0.923","2.82","0.24","2.24","7","7","0","1.000","0.00","1.23","5","4","1","0.800","0.94","-0.80","25","23","2","0.920","1.88","-0.60","0","5","42.03","49.00"
"3","Corey Crawford","CHI","1","58.15","38","35","3","0.921","3.10","0.16","2.66","11","9","2","0.818","2.06","-0.07","8","8","0","1.000","0.00","0.32","18","17","1","0.944","1.03","0.01","0","7","36.11","29.67"
"12","Jordan Binnington","STL","1","58.266666666667","24","22","2","0.917","2.06","0.00","2.05","6","5","1","0.833","1.03","0.05","5","4","1","0.800","1.03","-0.80","11","11","0","1.000","0.00","0.62","1","5","37.17","23.00"
"6","Anton Khudobin","DAL","1","63.8","46","42","4","0.913","3.76","-0.17","3.14","13","9","4","0.692","3.76","-1.72","11","11","0","1.000","0.00","0.44","17","17","0","1.000","0.00","0.95","2","6","41.09","10.50"
"10","Carter Hutton","BUF","1","60","22","20","2","0.909","2.00","-0.17","2.45","10","9","1","0.900","1.00","0.75","2","2","0","1.000","0.00","0.08","10","9","1","0.900","1.00","-0.44","0","5","30.05","22.00"
"2","Mike Smith","EDM","1","63.433333333333","31","28","3","0.903","2.84","-0.42","2.43","8","6","2","0.750","1.89","-0.60","7","7","0","1.000","0.00","0.28","15","14","1","0.933","0.95","-0.16","0","1","35.23","29.33"
"17","Elvis Merzlikins","CBJ","1","65","26","23","3","0.885","2.77","-0.84","2.05","10","8","2","0.800","1.85","-0.25","4","4","0","1.000","0.00","0.16","11","10","1","0.909","0.92","-0.38","0","2","38.96","23.33"
"11","Frederik Andersen","TOR","1","60","36","31","5","0.861","5.00","-2.00","4.61","16","12","4","0.750","4.00","-1.19","9","8","1","0.889","1.00","-0.64","10","10","0","1.000","0.00","0.56","1","10","29.72","13.80"
"8","James Reimer","CAR","1","63.7","24","20","4","0.833","3.77","-2.00","2.45","7","4","3","0.571","2.83","-1.77","7","6","1","0.857","0.94","-0.72","10","10","0","1.000","0.00","0.56","1","5","36.17","12.25"
"16","Thatcher Demko","VAN","1","59.933333333333","28","23","5","0.821","5.01","-2.67","2.19","9","6","3","0.667","3.00","-1.42","4","4","0","1.000","0.00","0.16","13","11","2","0.846","2.00","-1.27","0","2","36.79","24.20"
"4","Jimmy Howard","DET","1","27.916666666667","16","12","4","0.750","8.60","-2.67","1.17","3","2","1","0.667","2.15","-0.47","3","2","1","0.667","2.15","-0.88","9","7","2","0.778","4.30","-1.50","0","3","33.19","33.50"
