"","Player","Team","GP","TOI","Shots Against","Saves","Goals Against","SV%","GAA","GSAA","xG Against","HD Shots Against","HD Saves","HD Goals Against","HDSV%","HDGAA","HDGSAA","MD Shots Against","MD Saves","MD Goals Against","MDSV%","MDGAA","MDGSAA","LD Shots Against","LD Saves","LD Goals Against","LDSV%","LDGAA","LDGSAA","Rush Attempts Against","Rebound Attempts Against","Avg. Shot Distance","Avg. Goal Distance"
"9","Igor Shesterkin","NYR","1","59.2","26","25","1","0.962","1.01","1.69","2.4","7","6","1","0.857","1.01","0.30","4","4","0","1.000","0.00","0.43","12","12","0","1.000","0.00","0.55","1","4","42.46","5.00"
"5","Andrei Vasilevskiy","T.B","1","59.05","31","29","2","0.935","2.03","1.21","2.75","13","12","1","0.923","1.02","1.41","6","5","1","0.833","1.02","-0.36","10","10","0","1.000","0.00","0.45","1","6","37.61","18.00"
"2","Carey Price","MTL","1","60","29","27","2","0.931","2.00","1.00","1.8","6","6","0","1.000","0.00","1.11","9","7","2","0.778","2.00","-1.04","12","12","0","1.000","0.00","0.55","1","0","42.48","23.50"
"10","Casey DeSmith","PIT","1","58.05","23","21","2","0.913","2.07","0.38","2.18","6","4","2","0.667","2.07","-0.89","6","6","0","1.000","0.00","0.64","10","10","0","1.000","0.00","0.45","0","2","34.65","9.00"
"3","Jacob Markstrom","CGY","1","65","28","25","3","0.893","2.77","-0.10","1.95","8","7","1","0.875","0.92","0.48","7","7","0","1.000","0.00","0.75","11","9","2","0.818","1.85","-1.50","2","0","34.96","25.67"
"6","Connor Hellebuyck","WPG","1","64.45","28","25","3","0.893","2.79","-0.10","3.4","9","7","2","0.778","1.86","-0.33","5","5","0","1.000","0.00","0.53","11","11","0","1.000","0.00","0.50","0","4","36.68","46.67"
"1","Jaroslav Halak","BOS","1","59.483333333333","26","23","3","0.885","3.03","-0.31","1.77","2","2","0","1.000","0.00","0.37","9","7","2","0.778","2.02","-1.04","12","11","1","0.917","1.01","-0.45","1","0","44.12","41.33"
"8","Vitek Vanecek","WSH","1","58.6","32","28","4","0.875","4.10","-0.69","2.11","3","3","0","1.000","0.00","0.56","13","10","3","0.769","3.07","-1.61","12","12","0","1.000","0.00","0.55","1","3","43.09","55.50"
"7","Juuse Saros","NSH","1","57.5","27","23","4","0.852","4.17","-1.21","3.06","14","11","3","0.786","3.13","-0.41","7","7","0","1.000","0.00","0.75","5","4","1","0.800","1.04","-0.77","2","5","24.85","17.75"
"4","Braden Holtby","VAN","1","60","40","34","6","0.850","6.00","-1.86","3","13","8","5","0.615","5.00","-2.59","9","9","0","1.000","0.00","0.96","15","14","1","0.933","1.00","-0.32","5","2","38.15","17.00"
