"","Player","Team","GP","TOI","Shots Against","Saves","Goals Against","SV%","GAA","GSAA","xG Against","HD Shots Against","HD Saves","HD Goals Against","HDSV%","HDGAA","HDGSAA","MD Shots Against","MD Saves","MD Goals Against","MDSV%","MDGAA","MDGSAA","LD Shots Against","LD Saves","LD Goals Against","LDSV%","LDGAA","LDGSAA","Rush Attempts Against","Rebound Attempts Against","Avg. Shot Distance","Avg. Goal Distance"
"5","Tuukka Rask","BOS","1","20","6","6","0","1.000","0.00","0.59","0.64","3","3","0","1.000","0.00","0.52","1","1","0","1.000","0.00","0.09","2","2","0","1.000","0.00","0.13","1","1","34.50","-"
"8","Cam Talbot","MIN","1","60","37","37","0","1.000","0.00","3.66","2.64","10","10","0","1.000","0.00","1.74","10","10","0","1.000","0.00","0.93","16","16","0","1.000","0.00","1.01","2","2","30.57","-"
"22","Casey DeSmith","PIT","1","60","36","36","0","1.000","0.00","3.56","3.75","11","11","0","1.000","0.00","1.91","7","7","0","1.000","0.00","0.65","16","16","0","1.000","0.00","1.01","0","6","39.00","-"
"25","Kevin Lankinen","CHI","1","59.916666666667","41","41","0","1.000","0.00","4.06","3.47","12","12","0","1.000","0.00","2.09","10","10","0","1.000","0.00","0.93","17","17","0","1.000","0.00","1.07","0","2","34.61","-"
"17","Juuse Saros","NSH","1","59.266666666667","21","20","1","0.952","1.01","1.08","1.06","2","2","0","1.000","0.00","0.35","7","7","0","1.000","0.00","0.65","9","8","1","0.889","1.01","-0.43","0","0","46.90","45.00"
"12","Philipp Grubauer","COL","1","60","19","18","1","0.947","1.00","0.88","1.48","6","5","1","0.833","1.00","0.04","5","5","0","1.000","0.00","0.47","7","7","0","1.000","0.00","0.44","2","4","36.42","17.00"
"11","Jack Campbell","TOR","1","64.7","31","29","2","0.935","1.85","1.07","2.52","12","10","2","0.833","1.85","0.09","5","5","0","1.000","0.00","0.47","12","12","0","1.000","0.00","0.76","4","1","37.58","12.00"
"20","Igor Shesterkin","NYR","1","60","44","41","3","0.932","3.00","1.35","2.78","9","9","0","1.000","0.00","1.57","12","9","3","0.750","3.00","-1.88","19","19","0","1.000","0.00","1.20","1","3","44.80","21.00"
"13","Anton Forsberg","OTT","1","64.7","41","38","3","0.927","2.78","1.06","4.26","19","17","2","0.895","1.85","1.30","7","6","1","0.857","0.93","-0.35","13","13","0","1.000","0.00","0.82","1","6","31.76","19.67"
"18","Alex Nedeljkovic","CAR","1","60.833333333333","36","33","3","0.917","2.96","0.56","3.54","12","11","1","0.917","0.99","1.09","10","9","1","0.900","0.99","-0.07","11","10","1","0.909","0.99","-0.31","0","5","30.67","15.67"
"6","Semyon Varlamov","NYI","1","60.35","32","29","3","0.906","2.98","0.17","2.23","4","4","0","1.000","0.00","0.70","12","11","1","0.917","0.99","0.12","16","14","2","0.875","1.99","-0.99","2","2","34.75","44.67"
"15","Andrei Vasilevskiy","T.B","1","58.933333333333","41","37","4","0.902","4.07","0.06","3.86","16","12","4","0.750","4.07","-1.22","10","10","0","1.000","0.00","0.93","13","13","0","1.000","0.00","0.82","2","6","34.32","13.00"
"7","Dustin Tokarski","BUF","1","58.616666666667","30","27","3","0.900","3.07","-0.03","2.59","5","4","1","0.800","1.02","-0.13","12","11","1","0.917","1.02","0.12","10","9","1","0.900","1.02","-0.37","6","4","40.90","36.67"
"9","Sergei Bobrovsky","FLA","1","58.116666666667","20","18","2","0.900","2.06","-0.02","1.96","5","3","2","0.600","2.06","-1.13","9","9","0","1.000","0.00","0.84","6","6","0","1.000","0.00","0.38","1","3","25.40","7.00"
"24","Jake Oettinger","DAL","1","59.666666666667","27","24","3","0.889","3.02","-0.33","2.15","7","4","3","0.571","3.02","-1.78","8","8","0","1.000","0.00","0.75","11","11","0","1.000","0.00","0.69","0","7","41.85","12.67"
"16","Joonas Korpisalo","CBJ","1","59.216666666667","33","29","4","0.879","4.05","-0.74","1.95","9","5","4","0.556","4.05","-2.43","9","9","0","1.000","0.00","0.84","12","12","0","1.000","0.00","0.76","2","1","39.70","9.50"
"19","Vitek Vanecek","WSH","1","60","24","21","3","0.875","3.00","-0.63","2.73","4","4","0","1.000","0.00","0.70","6","5","1","0.833","1.00","-0.44","13","11","2","0.846","2.00","-1.18","1","4","36.00","24.33"
"1","Marc-Andre Fleury","VGK","1","60","32","27","5","0.844","5.00","-1.83","3.6","11","9","2","0.818","2.00","-0.09","12","10","2","0.833","2.00","-0.88","9","8","1","0.889","1.00","-0.43","2","7","25.72","17.00"
"10","Calvin Pickard","DET","1","52.35","23","19","4","0.826","4.58","-1.72","1.8","9","7","2","0.778","2.29","-0.43","5","3","2","0.600","2.29","-1.53","8","8","0","1.000","0.00","0.50","0","1","30.00","19.25"
"14","Jordan Binnington","STL","1","56.566666666667","11","9","2","0.818","2.12","-0.91","0.95","1","0","1","0.000","1.06","-0.83","4","4","0","1.000","0.00","0.37","5","4","1","0.800","1.06","-0.69","2","1","43.27","23.00"
"21","Mackenzie Blackwood","N.J","1","57.766666666667","22","18","4","0.818","4.15","-1.82","2.35","6","5","1","0.833","1.04","0.04","5","4","1","0.800","1.04","-0.53","10","8","2","0.800","2.08","-1.37","1","3","30.32","27.00"
"2","Jaroslav Halak","BOS","1","40.35","21","17","4","0.810","5.95","-1.92","1.58","2","0","2","0.000","2.97","-1.65","10","9","1","0.900","1.49","-0.07","7","6","1","0.857","1.49","-0.56","0","1","38.95","19.25"
"3","Brian Elliott","PHI","1","37.233333333333","11","8","3","0.727","4.83","-1.91","0.87","4","3","1","0.750","1.61","-0.30","0","0","0","-","0.00","0.00","6","4","2","0.667","3.22","-1.62","0","1","38.82","27.67"
"4","Thomas Greiss","DET","1","7.65","7","4","3","0.571","23.53","-2.31","0.37","1","0","1","0.000","7.84","-0.83","3","2","1","0.667","7.84","-0.72","2","1","1","0.500","7.84","-0.87","1","0","33.57","19.33"
"23","Carter Hart","PHI","1","22.1","11","6","5","0.545","13.57","-3.91","1.41","4","2","2","0.500","5.43","-1.30","3","1","2","0.333","5.43","-1.72","4","3","1","0.750","2.71","-0.75","1","2","26.73","20.40"
