"","Player","Team","GP","TOI","Shots Against","Saves","Goals Against","SV%","GAA","GSAA","xG Against","HD Shots Against","HD Saves","HD Goals Against","HDSV%","HDGAA","HDGSAA","MD Shots Against","MD Saves","MD Goals Against","MDSV%","MDGAA","MDGSAA","LD Shots Against","LD Saves","LD Goals Against","LDSV%","LDGAA","LDGSAA","Rush Attempts Against","Rebound Attempts Against","Avg. Shot Distance","Avg. Goal Distance"
"3","Tuukka Rask","BOS","1","60","38","37","1","0.974","1.00","2.83","3.04","5","5","0","1.000","0.00","1.16","10","9","1","0.900","1.00","0.02","22","22","0","1.000","0.00","0.51","2","4","42.95","26.00"
"5","Mikko Koskinen","EDM","1","60","32","30","2","0.938","2.00","1.22","2.78","10","8","2","0.800","2.00","0.31","6","6","0","1.000","0.00","0.61","15","15","0","1.000","0.00","0.34","1","3","36.66","6.50"
"7","Laurent Brossoit","WPG","1","58.533333333333","25","23","2","0.920","2.05","0.52","1.76","6","5","1","0.833","1.03","0.39","7","6","1","0.857","1.03","-0.29","11","11","0","1.000","0.00","0.25","1","1","37.84","22.00"
"13","Igor Shesterkin","NYR","1","59.483333333333","25","23","2","0.920","2.02","0.52","1.26","5","4","1","0.800","1.01","0.16","3","2","1","0.667","1.01","-0.69","12","12","0","1.000","0.00","0.28","2","2","43.72","23.00"
"4","Jake Allen","STL","1","58.366666666667","34","31","3","0.912","3.08","0.42","2.22","7","7","0","1.000","0.00","1.62","8","7","1","0.875","1.03","-0.18","14","12","2","0.857","2.06","-1.68","2","5","46.97","38.33"
"12","Tristan Jarry","PIT","1","60.916666666667","30","27","3","0.900","2.95","0.02","2.25","9","6","3","0.667","2.95","-0.92","7","7","0","1.000","0.00","0.71","12","12","0","1.000","0.00","0.28","2","1","33.60","12.00"
"1","Jimmy Howard","DET","1","58.416666666667","39","35","4","0.897","4.11","-0.07","2.68","6","3","3","0.500","3.08","-1.61","12","12","0","1.000","0.00","1.22","18","17","1","0.944","1.03","-0.59","0","1","37.28","20.50"
"14","Ilya Samsonov","WSH","1","59.5","28","25","3","0.893","3.03","-0.18","2.98","13","11","2","0.846","2.02","1.01","4","3","1","0.750","1.01","-0.59","9","9","0","1.000","0.00","0.21","3","6","30.89","21.67"
"6","Petr Mrazek","CAR","1","58.666666666667","37","33","4","0.892","4.09","-0.27","3.33","14","11","3","0.786","3.07","0.24","8","7","1","0.875","1.02","-0.18","14","14","0","1.000","0.00","0.32","0","3","33.03","13.50"
"11","Marcus Hogberg","OTT","1","58.616666666667","36","32","4","0.889","4.09","-0.37","3.21","11","8","3","0.727","3.07","-0.45","9","8","1","0.889","1.02","-0.08","15","15","0","1.000","0.00","0.34","4","3","32.14","16.00"
"10","Andrei Vasilevskiy","T.B","1","60","26","23","3","0.885","3.00","-0.38","3.53","9","8","1","0.889","1.00","1.08","7","5","2","0.714","2.00","-1.29","9","9","0","1.000","0.00","0.21","2","5","33.31","27.33"
"9","Malcolm Subban","VGK","1","59.9","25","22","3","0.880","3.01","-0.48","2.77","11","8","3","0.727","3.01","-0.45","4","4","0","1.000","0.00","0.41","10","10","0","1.000","0.00","0.23","0","5","26.52","13.33"
"8","John Gibson","ANA","1","56.633333333333","22","18","4","0.818","4.24","-1.78","2.07","9","5","4","0.556","4.24","-1.92","7","7","0","1.000","0.00","0.71","5","5","0","1.000","0.00","0.11","1","1","29.05","10.00"
"2","Brian Elliott","PHI","1","60.916666666667","20","16","4","0.800","3.94","-1.99","1.65","6","4","2","0.667","1.97","-0.61","6","5","1","0.833","0.98","-0.39","8","7","1","0.875","0.98","-0.82","0","1","30.20","15.75"
