"","Player","Team","GP","TOI","Shots Against","Saves","Goals Against","SV%","GAA","GSAA","xG Against","HD Shots Against","HD Saves","HD Goals Against","HDSV%","HDGAA","HDGSAA","MD Shots Against","MD Saves","MD Goals Against","MDSV%","MDGAA","MDGSAA","LD Shots Against","LD Saves","LD Goals Against","LDSV%","LDGAA","LDGSAA","Rush Attempts Against","Rebound Attempts Against","Avg. Shot Distance","Avg. Goal Distance"
"1","Henrik Lundqvist","NYR","1","6.0666666666667","1","1","0","1.000","0.00","0.08","0.03","0","0","0","-","0.00","0.00","0","0","0","-","0.00","0.00","1","1","0","1.000","0.00","0.03","0","0","53.00","-"
"6","Alex Stalock","MIN","1","59.933333333333","26","26","0","1.000","0.00","1.98","1.92","5","5","0","1.000","0.00","0.89","3","3","0","1.000","0.00","0.21","17","17","0","1.000","0.00","0.43","0","2","37.58","-"
"12","Philipp Grubauer","COL","1","60","34","34","0","1.000","0.00","2.59","3.28","11","11","0","1.000","0.00","1.95","9","9","0","1.000","0.00","0.62","13","13","0","1.000","0.00","0.33","0","9","33.21","-"
"15","Malcolm Subban","VGK","1","20","5","5","0","1.000","0.00","0.38","0.27","2","2","0","1.000","0.00","0.35","1","1","0","1.000","0.00","0.07","2","2","0","1.000","0.00","0.05","1","1","31.40","-"
"20","Igor Shesterkin","NYR","1","53.933333333333","43","42","1","0.977","1.11","2.28","3","10","10","0","1.000","0.00","1.77","4","4","0","1.000","0.00","0.28","29","28","1","0.966","1.11","-0.27","1","4","40.09","44.00"
"16","Andrei Vasilevskiy","T.B","1","62.75","36","35","1","0.972","0.96","1.74","3.55","12","11","1","0.917","0.96","1.13","11","11","0","1.000","0.00","0.76","11","11","0","1.000","0.00","0.28","1","8","32.31","24.00"
"5","Anton Khudobin","DAL","1","60","25","24","1","0.960","1.00","0.91","1.7","5","5","0","1.000","0.00","0.89","7","6","1","0.857","1.00","-0.51","11","11","0","1.000","0.00","0.28","1","3","41.20","22.00"
"17","Matt Murray","PIT","1","62.75","38","36","2","0.947","1.91","0.90","3.65","13","12","1","0.923","0.96","1.30","14","14","0","1.000","0.00","0.97","10","9","1","0.900","0.96","-0.75","1","7","29.66","34.00"
"11","Jack Campbell","TOR","1","63.716666666667","37","35","2","0.946","1.88","0.82","2.92","8","7","1","0.875","0.94","0.42","12","11","1","0.917","0.94","-0.17","15","15","0","1.000","0.00","0.38","0","4","37.43","16.00"
"19","Marcus Hogberg","OTT","1","57.4","34","32","2","0.941","2.09","0.59","3.31","8","6","2","0.750","2.09","-0.58","9","9","0","1.000","0.00","0.62","17","17","0","1.000","0.00","0.43","2","2","33.59","17.00"
"10","Carter Hutton","BUF","1","60","29","27","2","0.931","2.00","0.21","1.93","7","5","2","0.714","2.00","-0.76","6","6","0","1.000","0.00","0.42","15","15","0","1.000","0.00","0.38","4","2","37.17","13.00"
"2","Mike Smith","EDM","1","60","41","38","3","0.927","3.00","0.13","2.53","5","5","0","1.000","0.00","0.89","9","7","2","0.778","2.00","-1.38","25","24","1","0.960","1.00","-0.37","1","2","40.41","23.00"
"22","Adin Hill","ARI","1","63.716666666667","41","38","3","0.927","2.83","0.13","2.87","10","7","3","0.700","2.83","-1.23","9","9","0","1.000","0.00","0.62","20","20","0","1.000","0.00","0.50","1","0","33.24","13.67"
"8","Semyon Varlamov","NYI","1","60","38","35","3","0.921","3.00","-0.10","2.54","9","7","2","0.778","2.00","-0.41","9","9","0","1.000","0.00","0.62","17","16","1","0.941","1.00","-0.57","0","4","41.11","24.33"
"14","Petr Mrazek","CAR","1","58.916666666667","36","33","3","0.917","3.06","-0.26","3.39","11","11","0","1.000","0.00","1.95","13","11","2","0.846","2.04","-1.10","10","9","1","0.900","1.02","-0.75","1","3","30.69","23.33"
"21","Sam Montembeault","FLA","1","59.933333333333","28","25","3","0.893","3.00","-0.87","2.05","10","9","1","0.900","1.00","0.77","5","3","2","0.600","2.00","-1.65","10","10","0","1.000","0.00","0.25","1","2","35.46","22.67"
"7","Jonathan Bernier","DET","1","59.566666666667","25","22","3","0.880","3.02","-1.09","2.71","6","5","1","0.833","1.01","0.06","6","5","1","0.833","1.01","-0.58","13","12","1","0.923","1.01","-0.67","0","4","34.28","25.33"
"18","Connor Hellebuyck","WPG","1","56.983333333333","32","28","4","0.875","4.21","-1.56","2.45","11","7","4","0.636","4.21","-2.05","12","12","0","1.000","0.00","0.83","8","8","0","1.000","0.00","0.20","2","6","33.38","13.25"
"9","Robin Lehner","CHI","1","57.9","30","26","4","0.867","4.15","-1.71","2.5","8","4","4","0.500","4.15","-2.58","6","6","0","1.000","0.00","0.42","13","13","0","1.000","0.00","0.33","2","3","38.97","6.25"
"13","Louis Domingue","N.J","1","57.583333333333","33","28","5","0.848","5.21","-2.48","3.05","12","9","3","0.750","3.13","-0.87","11","9","2","0.818","2.08","-1.24","10","10","0","1.000","0.00","0.25","1","4","30.30","21.60"
"4","Brian Elliott","PHI","1","58.783333333333","24","20","4","0.833","4.08","-2.17","2.13","6","4","2","0.667","2.04","-0.94","10","9","1","0.900","1.02","-0.31","5","4","1","0.800","1.02","-0.87","3","3","40.54","25.25"
"3","Marc-Andre Fleury","VGK","1","40","20","16","4","0.800","6.00","-2.48","2.52","6","2","4","0.333","6.00","-2.94","7","7","0","1.000","0.00","0.49","6","6","0","1.000","0.00","0.15","1","5","29.75","11.00"
