"","Player","Team","GP","TOI","Shots Against","Saves","Goals Against","SV%","GAA","GSAA","xG Against","HD Shots Against","HD Saves","HD Goals Against","HDSV%","HDGAA","HDGSAA","MD Shots Against","MD Saves","MD Goals Against","MDSV%","MDGAA","MDGSAA","LD Shots Against","LD Saves","LD Goals Against","LDSV%","LDGAA","LDGSAA","Rush Attempts Against","Rebound Attempts Against","Avg. Shot Distance","Avg. Goal Distance"
"3","Cory Schneider","N.J","1","60","34","34","0","1.000","0.00","2.88","3.32","12","12","0","1.000","0.00","2.00","9","9","0","1.000","0.00","0.58","12","12","0","1.000","0.00","0.61","3","4","33.53","-"
"6","Cam Talbot","CGY","1","60","38","38","0","1.000","0.00","3.22","2.88","7","7","0","1.000","0.00","1.17","13","13","0","1.000","0.00","0.83","16","16","0","1.000","0.00","0.82","2","1","37.42","-"
"10","Cal Petersen","L.A","1","60","43","42","1","0.977","1.00","2.65","3.92","9","9","0","1.000","0.00","1.50","19","18","1","0.947","1.00","0.22","14","14","0","1.000","0.00","0.71","1","5","31.93","50.00"
"5","Braden Holtby","WSH","1","60","40","37","3","0.925","3.00","0.39","2.34","9","8","1","0.889","1.00","0.50","7","7","0","1.000","0.00","0.45","23","21","2","0.913","2.00","-0.83","1","4","36.90","20.67"
"9","Joonas Korpisalo","CBJ","1","59.983333333333","39","36","3","0.923","3.00","0.31","2.87","8","7","1","0.875","1.00","0.33","14","12","2","0.857","2.00","-1.10","16","16","0","1.000","0.00","0.82","3","3","40.56","23.33"
"8","John Gibson","ANA","1","60","34","31","3","0.912","3.00","-0.12","2.72","12","9","3","0.750","3.00","-1.00","10","10","0","1.000","0.00","0.64","12","12","0","1.000","0.00","0.61","0","5","29.74","12.67"
"11","Sam Montembeault","FLA","1","60","28","25","3","0.893","3.00","-0.62","1.91","9","8","1","0.889","1.00","0.50","5","5","0","1.000","0.00","0.32","14","12","2","0.857","2.00","-1.29","1","1","32.64","35.00"
"12","Carter Hart","PHI","1","60","26","23","3","0.885","3.00","-0.79","3.56","15","12","3","0.800","3.00","-0.50","4","4","0","1.000","0.00","0.26","7","7","0","1.000","0.00","0.36","1","2","21.58","11.67"
"7","Louis Domingue","VAN","1","58.783333333333","34","30","4","0.882","4.08","-1.12","1.88","3","2","1","0.667","1.02","-0.50","8","7","1","0.875","1.02","-0.49","19","17","2","0.895","2.04","-1.03","1","4","46.32","28.50"
"4","Alex Stalock","MIN","1","58.916666666667","30","26","4","0.867","4.07","-1.46","2.13","5","5","0","1.000","0.00","0.83","11","8","3","0.727","3.06","-2.29","12","11","1","0.917","1.02","-0.39","1","2","41.57","36.00"
"1","Henrik Lundqvist","NYR","1","57.7","26","21","5","0.808","5.20","-2.79","4.1","14","9","5","0.643","5.20","-2.67","5","5","0","1.000","0.00","0.32","6","6","0","1.000","0.00","0.31","2","5","20.73","8.80"
"2","Marc-Andre Fleury","VGK","1","57.333333333333","17","13","4","0.765","4.19","-2.56","1.47","5","2","3","0.400","3.14","-2.17","4","4","0","1.000","0.00","0.26","6","5","1","0.833","1.05","-0.69","3","2","41.88","14.00"
