"","Player","Team","GP","TOI","Shots Against","Saves","Goals Against","SV%","GAA","GSAA","xG Against","HD Shots Against","HD Saves","HD Goals Against","HDSV%","HDGAA","HDGSAA","MD Shots Against","MD Saves","MD Goals Against","MDSV%","MDGAA","MDGSAA","LD Shots Against","LD Saves","LD Goals Against","LDSV%","LDGAA","LDGSAA","Rush Attempts Against","Rebound Attempts Against","Avg. Shot Distance","Avg. Goal Distance"
"9","Petr Mrazek","CAR","1","60","31","31","0","1.000","0.00","2.33","3.19","7","7","0","1.000","0.00","1.47","2","2","0","1.000","0.00","0.25","20","20","0","1.000","0.00","0.43","0","6","39.10","-"
"11","Andrei Vasilevskiy","T.B","1","60","34","33","1","0.971","1.00","1.56","2.28","9","9","0","1.000","0.00","1.89","5","5","0","1.000","0.00","0.62","19","18","1","0.947","1.00","-0.59","0","1","37.26","46.00"
"13","Thatcher Demko","VAN","1","60","27","26","1","0.963","1.00","1.03","1.95","5","4","1","0.800","1.00","0.05","5","5","0","1.000","0.00","0.62","11","11","0","1.000","0.00","0.24","1","5","58.19","9.00"
"8","Jack Campbell","L.A","1","57.733333333333","22","21","1","0.955","1.04","0.65","1.71","4","3","1","0.750","1.04","-0.16","6","6","0","1.000","0.00","0.74","11","11","0","1.000","0.00","0.24","0","3","42.41","17.00"
"14","David Rittich","CGY","1","60","22","21","1","0.955","1.00","0.65","1.69","5","5","0","1.000","0.00","1.05","5","4","1","0.800","1.00","-0.38","10","10","0","1.000","0.00","0.21","0","3","39.55","23.00"
"7","Darcy Kuemper","ARI","1","60","40","38","2","0.950","2.00","1.01","3.06","8","6","2","0.750","2.00","-0.32","7","7","0","1.000","0.00","0.87","21","21","0","1.000","0.00","0.45","3","4","41.93","9.00"
"2","Brian Elliott","PHI","1","57.766666666667","37","35","2","0.946","2.08","0.78","1.48","1","1","0","1.000","0.00","0.21","7","6","1","0.857","1.04","-0.13","24","23","1","0.958","1.04","-0.48","0","3","49.24","33.50"
"4","Pekka Rinne","NSH","1","59.55","35","33","2","0.943","2.02","0.63","2.78","7","5","2","0.714","2.02","-0.53","9","9","0","1.000","0.00","1.11","17","17","0","1.000","0.00","0.36","3","6","33.37","19.00"
"10","Frederik Andersen","TOR","1","60","29","27","2","0.931","2.00","0.18","2.07","5","4","1","0.800","1.00","0.05","6","6","0","1.000","0.00","0.74","17","16","1","0.941","1.00","-0.64","4","1","38.14","25.00"
"12","Connor Hellebuyck","WPG","1","57.883333333333","35","31","4","0.886","4.15","-1.37","2","4","2","2","0.500","2.07","-1.16","6","4","2","0.667","2.07","-1.26","20","20","0","1.000","0.00","0.43","0","3","44.94","16.50"
"3","Devan Dubnyk","MIN","1","59.6","34","30","4","0.882","4.03","-1.44","2.64","4","2","2","0.500","2.01","-1.16","13","12","1","0.923","1.01","0.61","17","16","1","0.941","1.01","-0.64","1","2","36.79","17.00"
"1","Marc-Andre Fleury","VGK","1","60","39","34","5","0.872","5.00","-2.07","2.88","12","8","4","0.667","4.00","-1.48","6","5","1","0.833","1.00","-0.26","17","17","0","1.000","0.00","0.36","2","3","43.72","13.20"
"5","Carey Price","MTL","1","57.683333333333","22","19","3","0.864","3.12","-1.35","1.92","5","5","0","1.000","0.00","1.05","7","4","3","0.571","3.12","-2.13","7","7","0","1.000","0.00","0.15","0","3","44.09","32.67"
"6","Jonathan Bernier","DET","1","60","32","27","5","0.844","5.00","-2.59","2.05","5","3","2","0.600","2.00","-0.95","5","3","2","0.600","2.00","-1.38","22","21","1","0.955","1.00","-0.53","0","3","38.94","24.40"
