"","Player","Team","GP","TOI","Shots Against","Saves","Goals Against","SV%","GAA","GSAA","xG Against","HD Shots Against","HD Saves","HD Goals Against","HDSV%","HDGAA","HDGSAA","MD Shots Against","MD Saves","MD Goals Against","MDSV%","MDGAA","MDGSAA","LD Shots Against","LD Saves","LD Goals Against","LDSV%","LDGAA","LDGSAA","Rush Attempts Against","Rebound Attempts Against","Avg. Shot Distance","Avg. Goal Distance"
"7","Chris Driedger","FLA","1","60","27","26","1","0.963","1.00","0.76","2.19","5","5","0","1.000","0.00","0.64","4","4","0","1.000","0.00","0.26","17","16","1","0.941","1.00","-0.49","1","4","40.48","43.00"
"2","Jonathan Quick","L.A","1","60","22","21","1","0.955","1.00","0.43","2.01","4","4","0","1.000","0.00","0.51","9","9","0","1.000","0.00","0.58","8","7","1","0.875","1.00","-0.76","0","1","32.64","46.00"
"8","Connor Hellebuyck","WPG","1","60","38","36","2","0.947","2.00","0.48","3.25","13","11","2","0.846","2.00","-0.34","11","11","0","1.000","0.00","0.71","12","12","0","1.000","0.00","0.36","0","5","32.82","8.50"
"9","Linus Ullmark","BUF","1","65","35","33","2","0.943","1.85","0.28","2.36","8","7","1","0.875","0.92","0.02","4","3","1","0.750","0.92","-0.74","20","20","0","1.000","0.00","0.60","0","2","41.89","20.50"
"6","Jordan Binnington","STL","1","57.483333333333","34","32","2","0.941","2.09","0.22","2.31","8","8","0","1.000","0.00","1.02","7","6","1","0.857","1.04","-0.55","18","17","1","0.944","1.04","-0.46","0","4","38.74","26.00"
"4","Mikko Koskinen","EDM","1","62.216666666667","48","45","3","0.938","2.89","0.13","4.71","19","17","2","0.895","1.93","0.43","14","13","1","0.929","0.96","-0.10","14","14","0","1.000","0.00","0.42","5","9","29.06","18.00"
"3","Braden Holtby","WSH","1","65","26","24","2","0.923","1.85","-0.30","1.67","5","5","0","1.000","0.00","0.64","9","7","2","0.778","1.85","-1.42","11","11","0","1.000","0.00","0.33","0","0","36.54","29.50"
"1","Marc-Andre Fleury","VGK","1","62.166666666667","24","22","2","0.917","1.93","-0.43","1.77","7","5","2","0.714","1.93","-1.11","4","4","0","1.000","0.00","0.26","11","11","0","1.000","0.00","0.33","2","2","38.33","15.00"
"10","Pavel Francouz","COL","1","58.65","35","32","3","0.914","3.07","-0.72","2.68","11","9","2","0.818","2.05","-0.60","8","8","0","1.000","0.00","0.51","12","11","1","0.917","1.02","-0.64","2","6","41.74","27.33"
"5","Darcy Kuemper","ARI","1","58.566666666667","33","30","3","0.909","3.07","-0.85","3.06","14","11","3","0.786","3.07","-1.21","8","8","0","1.000","0.00","0.51","11","11","0","1.000","0.00","0.33","0","6","29.48","8.33"
