"","Player","Team","Position","GP","TOI","Goals","Total Assists","First Assists","Second Assists","Total Points","IPP","Shots","SH%","ixG","iCF","iFF","iSCF","iHDCF","Rush Attempts","Rebounds Created","PIM","Total Penalties","Minor","Major","Misconduct","Penalties Drawn","Giveaways","Takeaways","Hits","Hits Taken","Shots Blocked","Faceoffs Won","Faceoffs Lost","Faceoffs %"
"248","Patrik Laine","WPG","R","1","3.4166666666667","3","0","0","0","3","100.00","4","75.00","0.63","4","4","3","3","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","-"
"9","Patrice Bergeron","BOS","C","1","2.5333333333333","1","1","0","1","2","100.00","2","50.00","0.2","2","2","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","3","2","60.00"
"13","Blake Wheeler","WPG","R","1","3.25","0","2","1","1","2","66.67","0","-","0","1","0","1","0","0","0","5","1","0","1","0","0","0","0","0","0","0","0","1","0.00"
"32","Claude Giroux","PHI","C","1","4.2333333333333","1","1","1","0","2","100.00","1","100.00","0.23","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","2","2","50.00"
"61","Jake Gardiner","CAR","D","1","1.8166666666667","0","2","2","0","2","100.00","0","-","0.02","3","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"92","Erik Haula","CAR","L","1","2.2166666666667","1","1","0","1","2","100.00","1","100.00","0.1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","100.00"
"133","Sean Couturier","PHI","C","1","4.2333333333333","1","1","0","1","2","100.00","2","50.00","0.28","4","2","2","1","0","0","0","0","0","0","0","0","0","0","0","1","0","3","2","60.00"
"136","Oscar Klefbom","EDM","D","1","4.5","0","2","0","2","2","100.00","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","-"
"201","David Pastrnak","BOS","R","1","2.7666666666667","0","2","2","0","2","100.00","1","0.00","0.06","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0.00"
"214","Kyle Connor","WPG","L","1","3.25","0","2","1","1","2","66.67","0","-","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"270","Neal Pionk","WPG","D","1","4.0666666666667","0","2","1","1","2","66.67","1","0.00","0.04","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"10","Joe Pavelski","DAL","C","1","4.9666666666667","0","1","0","1","1","100.00","2","0.00","0.29","2","2","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","1","3","25.00"
"12","Evgeni Malkin","PIT","C","1","1.5","0","1","0","1","1","100.00","1","0.00","0.14","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"19","Sidney Crosby","PIT","C","1","1.5","1","0","0","0","1","100.00","2","50.00","0.41","3","2","3","1","1","2","0","0","0","0","0","0","0","0","0","0","0","0","3","0.00"
"21","T.J. Oshie","WSH","R","1","3.2","1","0","0","0","1","100.00","1","100.00","0.07","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0.00"
"30","Milan Lucic","CGY","L","1","1.0833333333333","1","0","0","0","1","100.00","1","100.00","0.03","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"33","Derick Brassard","NYI","C","1","0.55","1","0","0","0","1","100.00","1","100.00","0.13","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"34","Phil Kessel","ARI","R","1","4.4333333333333","1","0","0","0","1","100.00","2","50.00","0.13","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"35","Nicklas Backstrom","WSH","C","1","4.5666666666667","0","1","0","1","1","100.00","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0.00"
"38","Jamie Benn","DAL","L","1","4.7166666666667","1","0","0","0","1","100.00","2","50.00","0.39","3","3","3","3","0","0","0","0","0","0","0","0","0","0","0","0","0","2","3","40.00"
"47","Mikael Backlund","CGY","C","1","1.0833333333333","0","1","1","0","1","100.00","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"49","Jakub Voracek","PHI","R","1","3.8666666666667","0","1","0","1","1","50.00","0","-","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"54","Wayne Simmonds","N.J","R","1","3.6666666666667","0","1","1","0","1","100.00","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","100.00"
"59","Josh Bailey","NYI","R","1","0.55","0","1","1","0","1","100.00","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"74","Kyle Palmieri","N.J","R","1","4.45","0","1","0","1","1","100.00","1","0.00","0.25","2","1","2","2","1","2","0","0","0","0","0","0","0","0","0","1","0","0","0","-"
"76","Alex Chiasson","EDM","R","1","3.95","1","0","0","0","1","50.00","2","50.00","0.42","2","2","2","2","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","-"
"123","Blake Coleman","N.J","C","1","3.1333333333333","1","0","0","0","1","100.00","1","100.00","0.26","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"127","Boone Jenner","CBJ","C","1","3.1","0","1","1","0","1","100.00","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","2","33.33"
"129","Ryan Nugent-Hopkins","EDM","C","1","3.95","0","1","1","0","1","50.00","1","0.00","0.04","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"140","Torey Krug","BOS","D","1","2.7666666666667","0","1","0","1","1","50.00","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","-"
"147","Colton Parayko","STL","D","1","1.2666666666667","1","0","0","0","1","100.00","2","50.00","0.26","4","4","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"166","Mattias Janmark","DAL","C","1","3.45","0","1","1","0","1","100.00","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"179","Seth Jones","CBJ","D","1","3.1","1","0","0","0","1","100.00","1","100.00","0.06","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"191","Leon Draisaitl","EDM","C","1","4.15","1","0","0","0","1","50.00","2","50.00","0.23","3","2","2","0","0","1","0","0","0","0","0","0","1","0","0","0","0","4","1","80.00"
"194","Jakub Vrana","WSH","L","1","3.2833333333333","0","1","1","0","1","100.00","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"200","Jared McCann","PIT","C","1","0.66666666666667","0","1","1","0","1","100.00","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"218","Connor McDavid","EDM","C","1","4.5","0","1","1","0","1","100.00","2","0.00","0.21","5","2","2","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"219","Vince Dunn","STL","D","1","1.1833333333333","0","1","1","0","1","100.00","0","-","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"222","Travis Konecny","PHI","R","1","4.2333333333333","0","1","1","0","1","50.00","0","-","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","-"
"230","Anthony Beauvillier","NYI","L","1","0.68333333333333","0","1","0","1","1","100.00","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"235","Jake DeBrusk","BOS","L","1","2.25","1","0","0","0","1","50.00","1","100.00","0.13","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"251","Dillon Dube","CGY","C","1","1.0833333333333","0","1","0","1","1","100.00","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"264","Robert Thomas","STL","C","1","1.3","0","1","0","1","1","100.00","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","-"
