"","Player","Team","Position","GP","TOI","Goals","Total Assists","First Assists","Second Assists","Total Points","IPP","Shots","SH%","ixG","iCF","iFF","iSCF","iHDCF","Rush Attempts","Rebounds Created","PIM","Total Penalties","Minor","Major","Misconduct","Penalties Drawn","Giveaways","Takeaways","Hits","Hits Taken","Shots Blocked","Faceoffs Won","Faceoffs Lost","Faceoffs %"
"5","Alex Ovechkin","WSH","L","1","0.38333333333333","1","0","0","0","1","100.00","1","100.00","0.07","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"14","Jordan Staal","CAR","C","1","2.3","1","0","0","0","1","100.00","1","100.00","0.14","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","66.67"
"19","Patrick Kane","CHI","R","1","6.15","0","1","0","1","1","100.00","1","0.00","0.06","2","1","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"22","Alec Martinez","VGK","D","1","1.4833333333333","0","1","0","1","1","100.00","2","0.00","0.11","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"23","Lars Eller","WSH","C","1","0.38333333333333","0","1","0","1","1","100.00","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"41","Vincent Trocheck","CAR","C","1","2.65","0","1","1","0","1","100.00","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"46","Dougie Hamilton","CAR","D","1","2.5833333333333","0","1","0","1","1","100.00","0","-","0.04","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"52","Tom Wilson","WSH","R","1","0.38333333333333","0","1","1","0","1","100.00","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"56","Chandler Stephenson","VGK","C","1","1.45","1","0","0","0","1","100.00","1","100.00","0.09","2","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0.00"
"71","Seth Jones","CBJ","D","1","4.3333333333333","0","1","1","0","1","100.00","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","-"
"74","Alex Tuch","VGK","R","1","1.65","0","1","1","0","1","100.00","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"81","Dylan Strome","CHI","C","1","6.9","0","1","1","0","1","100.00","1","0.00","0.13","1","1","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","1","3","25.00"
"83","Jack Roslovic","CBJ","C","1","4.3333333333333","0","1","0","1","1","100.00","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0.00"
"88","Alex DeBrincat","CHI","L","1","6.5333333333333","1","0","0","0","1","100.00","2","50.00","0.57","3","3","3","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"89","Patrik Laine","CBJ","R","1","4.8833333333333","1","0","0","0","1","100.00","2","50.00","0.07","4","2","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","-"
"1","Duncan Keith","CHI","D","1","5.2666666666667","0","0","0","0","0","0.00","1","0.00","0.02","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"2","Jeff Carter","L.A","C","1","3.6666666666667","0","0","0","0","0","-","5","0.00","1.16","6","6","6","4","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"3","Dustin Brown","L.A","R","1","4.25","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","-"
"4","Joe Pavelski","DAL","C","1","3.2666666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","1","50.00"
"6","Blake Comeau","DAL","L","1","0.23333333333333","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"7","Anze Kopitar","L.A","C","1","4.4333333333333","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","2","60.00"
