"","Player","Team","Position","GP","TOI","Goals","Total Assists","First Assists","Second Assists","Total Points","IPP","Shots","SH%","ixG","iCF","iFF","iSCF","iHDCF","Rush Attempts","Rebounds Created","PIM","Total Penalties","Minor","Major","Misconduct","Penalties Drawn","Giveaways","Takeaways","Hits","Hits Taken","Shots Blocked","Faceoffs Won","Faceoffs Lost","Faceoffs %"
"2","Carl Soderberg","ARI","C","1","1.25","1","0","0","0","1","100.00","1","100.00","0.14","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0.00"
"3","Alex Goligoski","ARI","D","1","1.0166666666667","0","1","0","1","1","100.00","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"5","Keith Yandle","FLA","D","1","2.9166666666667","0","1","1","0","1","100.00","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"9","Evgenii Dadonov","FLA","R","1","2.7166666666667","0","1","0","1","1","100.00","1","0.00","0.36","3","2","3","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"14","Mike Hoffman","FLA","C","1","3.8","1","0","0","0","1","100.00","2","50.00","0.16","4","3","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0.00"
"17","Jeff Skinner","BUF","C","1","1.6333333333333","0","1","1","0","1","100.00","1","0.00","0.06","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"31","Sam Reinhart","BUF","C","1","1.5","0","1","0","1","1","100.00","0","-","0.02","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","100.00"
"36","Jack Eichel","BUF","C","1","1.6333333333333","1","0","0","0","1","100.00","1","100.00","0.07","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","100.00"
"39","Conor Garland","ARI","R","1","1.25","0","1","1","0","1","100.00","1","0.00","0.09","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"1","Loui Eriksson","VAN","L","1","0.11666666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
