"","Player","Team","Position","GP","TOI","Goals","Total Assists","First Assists","Second Assists","Total Points","IPP","Shots","SH%","ixG","iCF","iFF","iSCF","iHDCF","Rush Attempts","Rebounds Created","PIM","Total Penalties","Minor","Major","Misconduct","Penalties Drawn","Giveaways","Takeaways","Hits","Hits Taken","Shots Blocked","Faceoffs Won","Faceoffs Lost","Faceoffs %"
"120","Cale Makar","COL","D","1","5.7333333333333","0","3","2","1","3","100.00","2","0.00","0.08","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"30","John Tavares","TOR","C","1","3.2666666666667","1","1","1","0","2","100.00","2","50.00","0.23","3","3","2","0","0","0","0","0","0","0","0","0","0","0","0","1","0","3","0","100.00"
"33","Nazem Kadri","COL","C","1","5.3","1","1","0","1","2","66.67","1","100.00","0.18","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","3","2","60.00"
"76","Andre Burakovsky","COL","L","1","2.3666666666667","1","1","0","1","2","100.00","1","100.00","0.08","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"78","Nathan MacKinnon","COL","C","1","5.3833333333333","1","1","1","0","2","66.67","4","25.00","0.3","5","4","3","1","0","2","0","0","0","0","0","0","0","0","0","0","0","1","2","33.33"
"6","Sidney Crosby","PIT","C","1","5.7166666666667","1","0","0","0","1","100.00","2","50.00","0.18","2","2","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","3","3","50.00"
"8","Claude Giroux","PHI","C","1","4.4666666666667","0","1","0","1","1","100.00","0","-","0.07","1","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","3","0","100.00"
"18","Jakub Voracek","PHI","R","1","4.6833333333333","0","1","1","0","1","100.00","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"43","Zach Hyman","TOR","L","1","2.6166666666667","1","0","0","0","1","100.00","1","100.00","0.22","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"45","Bryan Rust","PIT","R","1","5.7166666666667","0","1","0","1","1","100.00","0","-","0.19","2","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"72","Jake Guentzel","PIT","L","1","5.7166666666667","0","1","1","0","1","100.00","2","0.00","0.08","3","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"83","William Nylander","TOR","R","1","4","0","1","0","1","1","50.00","0","-","0","1","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","-"
"90","Devon Toews","COL","D","1","2.35","1","0","0","0","1","50.00","1","100.00","0.06","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"96","Mikko Rantanen","COL","R","1","5.3833333333333","1","0","0","0","1","33.33","2","50.00","0.4","2","2","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"97","Travis Konecny","PHI","R","1","4.6833333333333","1","0","0","0","1","100.00","1","100.00","0.15","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"98","Dylan Strome","CHI","C","1","4.4666666666667","0","1","1","0","1","100.00","2","0.00","0.25","3","3","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","3","2","60.00"
"99","Thomas Chabot","OTT","D","1","6.8666666666667","1","0","0","0","1","100.00","1","100.00","0.08","2","1","2","0","0","1","0","0","0","0","0","0","1","0","0","0","1","0","0","-"
"109","Alex DeBrincat","CHI","L","1","5.6166666666667","1","0","0","0","1","100.00","1","100.00","0.13","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"111","Samuel Girard","COL","D","1","3.5666666666667","0","1","1","0","1","50.00","2","0.00","0.05","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"119","Josh Norris","OTT","C","1","5.8333333333333","0","1","0","1","1","100.00","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","3","25.00"
"122","Drake Batherson","OTT","R","1","5.4","0","1","1","0","1","100.00","2","0.00","0.1","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"127","Adam Boqvist","CHI","D","1","4.3833333333333","0","1","0","1","1","100.00","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"1","Joe Thornton","TOR","C","1","3.0333333333333","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","-"
"2","Jason Spezza","TOR","C","1","2.6166666666667","0","0","0","0","0","0.00","0","-","0","1","0","0","0","0","0","2","1","1","0","0","0","0","0","0","0","0","1","1","50.00"
"3","Duncan Keith","CHI","D","1","2.55","0","0","0","0","0","-","1","0.00","0.05","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"4","Eric Staal","BUF","C","1","3.4166666666667","0","0","0","0","0","-","1","0.00","0.15","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0.00"
"5","Evgeni Malkin","PIT","C","1","5.7166666666667","0","0","0","0","0","0.00","0","-","0.04","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","-"
"7","Kris Letang","PIT","D","1","5.7166666666667","0","0","0","0","0","0.00","0","-","0","0","0","0","0","0","0","2","1","1","0","0","0","0","0","1","0","0","0","0","-"
"9","Artem Anisimov","OTT","C","1","2.3166666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"10","Alex Killorn","T.B","L","1","4.2166666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"11","Ian Cole","COL","D","1","1.25","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"12","Pat Maroon","T.B","L","1","1.2333333333333","0","0","0","0","0","-","1","0.00","0.13","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"13","James van Riemsdyk","PHI","L","1","3.4666666666667","0","0","0","0","0","-","1","0.00","0.09","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","-"
"14","David Perron","STL","L","1","2.6","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","-"
"15","Patrick Kane","CHI","R","1","5.55","0","0","0","0","0","0.00","1","0.00","0.03","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"16","Evgenii Dadonov","OTT","R","1","6.1166666666667","0","0","0","0","0","0.00","0","-","0.11","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"17","Ryan McDonagh","T.B","D","1","1.3666666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"19","Jake Muzzin","TOR","D","1","0.033333333333333","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"20","Wayne Simmonds","TOR","R","1","3.6333333333333","0","0","0","0","0","-","1","0.00","0.14","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","-"
"21","Steven Stamkos","T.B","C","1","4.4666666666667","0","0","0","0","0","-","2","0.00","0.12","2","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","50.00"
"22","Derek Stepan","OTT","C","1","2.6","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0.00"
"23","Marco Scandella","STL","D","1","0.23333333333333","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"24","TJ Brodie","TOR","D","1","2.8","0","0","0","0","0","0.00","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"25","Matt Calvert","COL","L","1","1.4666666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
