"","Player","Team","Position","GP","TOI","Goals","Total Assists","First Assists","Second Assists","Total Points","IPP","Shots","SH%","ixG","iCF","iFF","iSCF","iHDCF","Rush Attempts","Rebounds Created","PIM","Total Penalties","Minor","Major","Misconduct","Penalties Drawn","Giveaways","Takeaways","Hits","Hits Taken","Shots Blocked","Faceoffs Won","Faceoffs Lost","Faceoffs %"
"171","Leon Draisaitl","EDM","C","1","3.85","0","2","1","1","2","100.00","2","0.00","0.14","2","2","1","1","0","2","0","0","0","0","0","0","0","0","0","0","0","3","1","75.00"
"174","Kevin Fiala","MIN","L","1","5.0333333333333","0","2","1","1","2","100.00","4","0.00","0.25","5","4","3","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"9","Eric Staal","MIN","C","1","5.0333333333333","0","1","1","0","1","50.00","0","-","0.39","2","2","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","4","1","80.00"
"10","Ryan Suter","MIN","D","1","5.15","0","1","0","1","1","50.00","1","0.00","0.02","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"11","Zach Parise","MIN","L","1","5.0333333333333","1","0","0","0","1","50.00","1","100.00","0.22","2","2","2","1","0","0","0","0","0","0","0","0","0","0","0","1","0","3","0","100.00"
"13","Evgeni Malkin","PIT","C","1","5.8833333333333","1","0","0","0","1","100.00","1","100.00","0.46","6","2","3","2","0","1","2","1","1","0","0","0","2","0","0","0","0","0","0","-"
"21","Sidney Crosby","PIT","C","1","5.8833333333333","0","1","1","0","1","100.00","1","0.00","0.07","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","5","1","83.33"
"23","Kris Letang","PIT","D","1","5.8833333333333","0","1","0","1","1","100.00","0","-","0.06","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"38","Jamie Benn","DAL","L","1","2.5","1","0","0","0","1","100.00","1","100.00","0.24","2","2","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","100.00"
"40","Pat Maroon","T.B","L","1","2.1166666666667","0","1","0","1","1","100.00","1","0.00","0.03","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","-"
"49","Wayne Simmonds","N.J","R","1","1.7333333333333","0","1","0","1","1","100.00","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0.00"
"61","Jared Spurgeon","MIN","D","1","5.15","1","0","0","0","1","50.00","1","100.00","0.27","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
