"","Player","Team","Position","GP","TOI","Goals","Total Assists","First Assists","Second Assists","Total Points","IPP","Shots","SH%","ixG","iCF","iFF","iSCF","iHDCF","Rush Attempts","Rebounds Created","PIM","Total Penalties","Minor","Major","Misconduct","Penalties Drawn","Giveaways","Takeaways","Hits","Hits Taken","Shots Blocked","Faceoffs Won","Faceoffs Lost","Faceoffs %"
"22","John Tavares","TOR","C","1","4.3833333333333","2","0","0","0","2","100.00","2","100.00","0.27","2","2","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","3","2","60.00"
"86","Auston Matthews","TOR","C","1","4.6666666666667","0","2","1","1","2","100.00","1","0.00","0.08","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","50.00"
"9","Joe Pavelski","DAL","C","1","5.9333333333333","1","0","0","0","1","100.00","1","100.00","0.42","2","2","2","1","0","0","0","0","0","0","0","0","0","0","1","0","0","2","2","50.00"
"15","Adam Henrique","ANA","C","1","3.8666666666667","1","0","0","0","1","100.00","1","100.00","0.3","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","3","1","75.00"
"23","Chris Kreider","NYR","L","1","1.7","1","0","0","0","1","100.00","1","100.00","0.16","2","1","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"31","Zach Hyman","TOR","L","1","2.8666666666667","0","1","0","1","1","100.00","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","-"
"32","Tyler Seguin","DAL","C","1","5.8833333333333","0","1","1","0","1","100.00","3","0.00","0.2","6","3","3","1","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","100.00"
"33","John Klingberg","DAL","D","1","5.65","0","1","0","1","1","100.00","2","0.00","0.05","3","2","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"37","Mika Zibanejad","NYR","C","1","1.7","0","1","0","1","1","100.00","1","0.00","0.15","1","1","1","1","0","0","0","0","0","0","0","0","1","0","0","0","0","1","1","50.00"
"77","Ondrej Kase","ANA","R","1","3.8","0","1","1","0","1","100.00","1","0.00","0.27","2","1","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0.00"
"81","Mitchell Marner","TOR","R","1","4.8","0","1","1","0","1","50.00","1","0.00","0.07","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"84","Troy Terry","ANA","R","1","3.9166666666667","0","1","0","1","1","100.00","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"98","Kaapo Kakko","NYR","R","1","0.96666666666667","0","1","1","0","1","100.00","1","0.00","0.16","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"1","Jason Spezza","TOR","C","1","3.8333333333333","0","0","0","0","0","0.00","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","100.00"
"2","Valtteri Filppula","DET","C","1","1.6333333333333","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"3","Trevor Daley","DET","D","1","1.2","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"4","Eric Staal","MIN","C","1","2.0333333333333","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","50.00"
"5","Ryan Suter","MIN","D","1","2.5","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"6","Zach Parise","MIN","L","1","2.0333333333333","0","0","0","0","0","-","1","0.00","0.1","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"7","Ryan Getzlaf","ANA","C","1","1.3666666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","2","1","1","0","0","0","0","0","0","0","0","1","0","100.00"
"8","Corey Perry","DAL","R","1","3.4","0","0","0","0","0","0.00","0","-","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","-"
"10","Alexander Radulov","DAL","R","1","4.0833333333333","0","0","0","0","0","0.00","1","0.00","0.17","2","2","2","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","-"
"11","Blake Comeau","DAL","L","1","0.13333333333333","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"12","Nick Foligno","CBJ","L","1","3.8666666666667","0","0","0","0","0","-","2","0.00","0.32","2","2","2","2","0","1","0","0","0","0","0","0","0","0","1","0","0","2","1","66.67"
"13","Jamie Benn","DAL","L","1","4.7333333333333","0","0","0","0","0","0.00","3","0.00","0.3","3","3","1","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0.00"
"14","Jake Muzzin","TOR","D","1","0.91666666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"16","Gustav Nyquist","CBJ","C","1","1.75","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"17","Derek Grant","ANA","C","1","0.46666666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","100.00"
"18","Cam Atkinson","CBJ","R","1","3.9333333333333","0","0","0","0","0","-","2","0.00","0.17","2","2","2","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","-"
"19","Jared Spurgeon","MIN","D","1","2.0333333333333","0","0","0","0","0","-","1","0.00","0.03","2","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"20","Marcus Johansson","BUF","L","1","1.1666666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"21","Jakob Silfverberg","ANA","R","1","1.4833333333333","0","0","0","0","0","-","1","0.00","0.07","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"24","Tyson Barrie","TOR","D","1","3.7","0","0","0","0","0","0.00","1","0.00","0.13","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","-"
"25","Mats Zuccarello","MIN","R","1","2.0333333333333","0","0","0","0","0","-","0","-","0.08","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
