"","Player","Team","Position","GP","TOI","Goals","Total Assists","First Assists","Second Assists","Total Points","IPP","Shots","SH%","ixG","iCF","iFF","iSCF","iHDCF","Rush Attempts","Rebounds Created","PIM","Total Penalties","Minor","Major","Misconduct","Penalties Drawn","Giveaways","Takeaways","Hits","Hits Taken","Shots Blocked","Faceoffs Won","Faceoffs Lost","Faceoffs %"
"3","Eric Staal","BUF","C","1","3.1666666666667","0","1","1","0","1","50.00","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0.00"
"7","Joe Pavelski","DAL","C","1","1.7","1","0","0","0","1","100.00","1","100.00","0.22","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"8","Alex Ovechkin","WSH","L","1","4.2","0","1","0","1","1","100.00","0","-","0.12","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"10","Blake Wheeler","WPG","R","1","4.0833333333333","0","1","1","0","1","100.00","0","-","0.1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"29","Jeff Petry","MTL","D","1","1.2833333333333","0","1","0","1","1","100.00","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"45","John Carlson","WSH","D","1","4.2","0","1","1","0","1","100.00","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"46","Roman Josi","NSH","D","1","3.8833333333333","0","1","1","0","1","100.00","0","-","0.08","3","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"52","Alex Chiasson","EDM","R","1","5.45","1","0","0","0","1","100.00","1","100.00","0.12","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"59","Tomas Tatar","MTL","L","1","1.1833333333333","1","0","0","0","1","100.00","1","100.00","0.14","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"60","Tyson Barrie","EDM","D","1","6.35","0","1","0","1","1","50.00","0","-","0","1","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"66","Justin Dowling","DAL","C","1","1.7","0","1","1","0","1","100.00","1","0.00","0.21","3","3","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"74","Taylor Hall","BUF","L","1","4.9833333333333","0","1","1","0","1","100.00","1","0.00","0.14","1","1","1","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0.00"
"76","Mikael Granlund","NSH","C","1","3.0833333333333","1","0","0","0","1","100.00","2","50.00","0.39","2","2","2","2","0","1","2","1","1","0","0","0","0","0","0","0","0","0","1","0.00"
"91","Ryan Nugent-Hopkins","EDM","C","1","8.45","0","1","1","0","1","50.00","1","0.00","0.12","2","2","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"94","Mark Scheifele","WPG","C","1","4.0833333333333","0","1","0","1","1","100.00","1","0.00","0.06","2","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","1","50.00"
"101","Colin Miller","BUF","D","1","1.7","0","1","0","1","1","100.00","1","0.00","0.06","2","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"108","Tom Wilson","WSH","R","1","2.8666666666667","1","0","0","0","1","100.00","1","100.00","0.13","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"118","Nikita Gusev","N.J","L","1","3.6166666666667","0","1","1","0","1","100.00","2","0.00","0.1","3","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"129","Miles Wood","N.J","L","1","2.9666666666667","1","0","0","0","1","100.00","1","100.00","0.14","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"150","Sam Reinhart","BUF","R","1","5.4","1","0","0","0","1","100.00","2","50.00","0.2","2","2","2","1","0","0","0","0","0","0","0","0","1","0","0","0","0","1","2","33.33"
