"","Player","Team","Position","GP","TOI","Goals","Total Assists","First Assists","Second Assists","Total Points","IPP","Shots","SH%","ixG","iCF","iFF","iSCF","iHDCF","Rush Attempts","Rebounds Created","PIM","Total Penalties","Minor","Major","Misconduct","Penalties Drawn","Giveaways","Takeaways","Hits","Hits Taken","Shots Blocked","Faceoffs Won","Faceoffs Lost","Faceoffs %"
"4","Duncan Keith","CHI","D","1","2.4666666666667","1","1","0","1","2","100.00","1","100.00","0.03","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"38","Gabriel Landeskog","COL","L","1","4.35","0","2","1","1","2","100.00","1","0.00","0.05","2","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","50.00"
"89","Alex DeBrincat","CHI","L","1","2.5333333333333","0","2","1","1","2","100.00","0","-","0.12","1","1","1","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","-"
"103","Cale Makar","COL","D","1","4.1666666666667","0","2","1","1","2","100.00","0","-","0.04","1","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","-"
"1","Joe Thornton","S.J","C","1","2.95","0","1","1","0","1","100.00","0","-","0.08","2","1","2","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","-"
"13","Jonathan Toews","CHI","C","1","2.3333333333333","0","1","1","0","1","50.00","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","2","0","100.00"
"17","Patrick Kane","CHI","R","1","2.65","1","0","0","0","1","50.00","2","50.00","0.2","2","2","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"19","Alex Pietrangelo","STL","D","1","1.9","1","0","0","0","1","100.00","2","50.00","0.25","3","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"23","Ryan O'Reilly","STL","C","1","1.9","0","1","0","1","1","100.00","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","50.00"
"26","Evander Kane","S.J","L","1","3.3","1","0","0","0","1","100.00","1","100.00","0.17","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","66.67"
"27","Brayden Schenn","STL","C","1","1.6666666666667","0","1","1","0","1","100.00","1","0.00","0.13","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","-"
"44","Vladislav Namestnikov","COL","C","1","2.2","1","0","0","0","1","50.00","1","100.00","0.04","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"80","Timo Meier","S.J","R","1","2.95","0","1","0","1","1","100.00","1","0.00","0.08","3","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"87","Matt Roy","L.A","D","1","0.21666666666667","0","1","0","1","1","100.00","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"93","Tyson Jost","COL","C","1","2.3833333333333","1","0","0","0","1","50.00","1","100.00","0.07","1","1","1","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","-"
"101","Gabriel Vilardi","L.A","C","1","1.8666666666667","1","0","0","0","1","100.00","2","50.00","0.13","2","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","50.00"
"105","Sean Walker","L.A","D","1","1.4166666666667","0","1","1","0","1","100.00","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"2","Ron Hainsey","OTT","D","1","0.16666666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"3","Alexander Steen","STL","L","1","1.0333333333333","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"5","Dustin Brown","L.A","R","1","4.9833333333333","0","0","0","0","0","-","3","0.00","0.8","3","3","3","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"6","Ryan Getzlaf","ANA","C","1","0.43333333333333","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0.00"
"7","Brent Burns","S.J","D","1","2.8666666666667","0","0","0","0","0","0.00","1","0.00","0.1","2","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","-"
"8","Bobby Ryan","OTT","R","1","1.8166666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"9","Anze Kopitar","L.A","C","1","4.9833333333333","0","0","0","0","0","-","1","0.00","0.11","2","2","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","6","3","66.67"
"10","James Neal","EDM","L","1","0.48333333333333","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"11","Marc-Edouard Vlasic","S.J","D","1","0.7","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"12","Erik Johnson","COL","D","1","3.85","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"14","Ian Cole","COL","D","1","0.18333333333333","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"15","Brendan Smith","NYR","D","1","0.25","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"16","David Perron","STL","L","1","1.9","0","0","0","0","0","0.00","1","0.00","0.18","3","2","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"18","Drew Doughty","L.A","D","1","5.4333333333333","0","0","0","0","0","-","3","0.00","0.34","5","5","1","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","-"
"20","Mikkel Boedker","OTT","L","1","0.16666666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"21","Michael Del Zotto","ANA","D","1","0.43333333333333","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"22","Adam Henrique","ANA","C","1","1.5666666666667","0","0","0","0","0","-","1","0.00","0.33","1","1","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0.00"
"24","Alex Chiasson","EDM","R","1","1.5166666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
