"","Player","Team","Position","GP","TOI","Goals","Total Assists","First Assists","Second Assists","Total Points","IPP","Shots","SH%","ixG","iCF","iFF","iSCF","iHDCF","Rush Attempts","Rebounds Created","PIM","Total Penalties","Minor","Major","Misconduct","Penalties Drawn","Giveaways","Takeaways","Hits","Hits Taken","Shots Blocked","Faceoffs Won","Faceoffs Lost","Faceoffs %"
"65","Elias Lindholm","CGY","C","1","4.1333333333333","0","2","1","1","2","100.00","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","2","1","66.67"
"66","Sean Monahan","CGY","C","1","3.9666666666667","1","1","0","1","2","100.00","2","50.00","0.24","3","2","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","50.00"
"86","Matthew Tkachuk","CGY","L","1","4.1333333333333","1","1","1","0","2","100.00","1","100.00","0.07","2","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"22","Mikael Backlund","CGY","C","1","1.6666666666667","1","0","0","0","1","100.00","2","50.00","0.63","3","2","2","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"85","Derek Ryan","CGY","C","1","1.6666666666667","0","1","1","0","1","100.00","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"1","Joe Thornton","S.J","C","1","1.5333333333333","0","0","0","0","0","-","0","-","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"2","Patrick Marleau","S.J","L","1","2.4333333333333","0","0","0","0","0","-","1","0.00","0.08","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","100.00"
"3","Valtteri Filppula","DET","C","1","2.5","0","0","0","0","0","-","1","0.00","0.1","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","100.00"
"4","Trevor Daley","DET","D","1","0.15","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"5","Frans Nielsen","DET","C","1","2.55","0","0","0","0","0","-","0","-","0.3","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"6","Brent Burns","S.J","D","1","5.2333333333333","0","0","0","0","0","-","1","0.00","0.31","2","2","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"7","Corey Perry","DAL","R","1","2.75","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"8","Joe Pavelski","DAL","C","1","3.5166666666667","0","0","0","0","0","-","0","-","0","3","0","3","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","50.00"
"9","Mark Giordano","CGY","D","1","4.45","0","0","0","0","0","0.00","1","0.00","0.05","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","-"
"10","Mike Green","DET","D","1","2.5666666666667","0","0","0","0","0","-","0","-","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"11","Blake Comeau","DAL","L","1","0.5","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
