"","Player","Team","Position","GP","TOI","Goals","Total Assists","First Assists","Second Assists","Total Points","IPP","Shots","SH%","ixG","iCF","iFF","iSCF","iHDCF","Rush Attempts","Rebounds Created","PIM","Total Penalties","Minor","Major","Misconduct","Penalties Drawn","Giveaways","Takeaways","Hits","Hits Taken","Shots Blocked","Faceoffs Won","Faceoffs Lost","Faceoffs %"
"3","Eric Staal","MIN","C","1","2.5666666666667","0","1","0","1","1","100.00","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","1","75.00"
"5","Zach Parise","MIN","L","1","2.3166666666667","0","1","1","0","1","100.00","1","0.00","0.31","1","1","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"6","Ryan Getzlaf","ANA","C","1","4.6","1","0","0","0","1","100.00","1","100.00","0.25","2","1","2","1","0","0","0","0","0","0","0","0","1","0","0","0","0","3","0","100.00"
"16","Claude Giroux","PHI","C","1","2.6166666666667","1","0","0","0","1","100.00","1","100.00","0.13","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","100.00"
"19","Jakub Voracek","PHI","R","1","2.9333333333333","0","1","1","0","1","100.00","1","0.00","0.03","1","1","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","-"
"23","Justin Schultz","PIT","D","1","3.55","0","1","0","1","1","100.00","0","-","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"33","Jason Zucker","PIT","L","1","1.4","1","0","0","0","1","100.00","1","100.00","0.14","1","1","1","1","0","0","2","1","1","0","0","1","0","0","0","0","0","0","0","-"
"76","Kevin Fiala","MIN","L","1","2.6","1","0","0","0","1","100.00","2","50.00","0.38","2","2","2","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","-"
"77","Sonny Milano","ANA","L","1","4.6333333333333","0","1","0","1","1","100.00","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","2","0","0","0","-"
"82","Marcus Pettersson","PIT","D","1","2.4833333333333","0","1","1","0","1","100.00","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"91","Travis Konecny","PHI","R","1","2.6166666666667","0","1","0","1","1","100.00","1","0.00","0.36","2","2","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"101","Sam Steel","ANA","C","1","4.5","0","1","1","0","1","100.00","1","0.00","0.06","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","100.00"
"1","Patrick Marleau","PIT","C","1","2.4833333333333","0","0","0","0","0","0.00","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0.00"
"2","Justin Williams","CAR","R","1","2.7666666666667","0","0","0","0","0","-","2","0.00","0.6","4","3","4","3","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"4","Ryan Suter","MIN","D","1","2.3833333333333","0","0","0","0","0","0.00","0","-","0","1","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"7","Evgeni Malkin","PIT","C","1","4.5833333333333","0","0","0","0","0","-","0","-","0.18","5","2","5","0","0","0","2","1","1","0","0","0","0","0","0","0","0","0","0","-"
"8","Sidney Crosby","PIT","C","1","4.5833333333333","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","100.00"
"9","Jack Johnson","PIT","D","1","0.25","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"10","Matt Niskanen","PHI","D","1","1.7","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","-"
"11","Kris Letang","PIT","D","1","4.0166666666667","0","0","0","0","0","-","0","-","0.02","2","1","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","-"
"12","Nathan Gerbe","CBJ","C","1","1.25","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","-"
"13","Patric Hornqvist","PIT","R","1","4.2666666666667","0","0","0","0","0","-","2","0.00","0.21","2","2","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"14","Nick Foligno","CBJ","L","1","1.8833333333333","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0.00"
"15","Erik Johnson","COL","D","1","0.05","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"17","Jordan Staal","CAR","C","1","0.1","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","100.00"
"18","James van Riemsdyk","PHI","L","1","2.3333333333333","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"20","Wayne Simmonds","BUF","R","1","0.75","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"21","Jake Gardiner","CAR","D","1","3.1666666666667","0","0","0","0","0","-","0","-","0.06","2","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","-"
"22","Michael Del Zotto","ANA","D","1","3.85","0","0","0","0","0","0.00","0","-","0.07","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"24","Adam Henrique","ANA","C","1","4.8333333333333","0","0","0","0","0","-","3","0.00","0.49","3","3","2","2","0","1","2","1","1","0","0","0","1","0","0","1","0","4","0","100.00"
"25","Gustav Nyquist","CBJ","C","1","1.8833333333333","0","0","0","0","0","-","0","-","0.04","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"26","Greg Pateryn","MIN","D","1","0.033333333333333","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"27","Jared Spurgeon","MIN","D","1","2.5666666666667","0","0","0","0","0","0.00","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"28","Marcus Johansson","BUF","L","1","0.75","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"29","Jakob Silfverberg","ANA","R","1","4.5","0","0","0","0","0","-","0","-","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"30","Marcus Foligno","MIN","L","1","0.1","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"31","David Savard","CBJ","D","1","2.1166666666667","0","0","0","0","0","-","0","-","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"32","Mats Zuccarello","MIN","R","1","2.4333333333333","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","-"
"34","Kevin Hayes","PHI","C","1","1.7","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","100.00"
"35","Jeff Skinner","BUF","L","1","0.75","0","0","0","0","0","-","1","0.00","0.06","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"36","Nino Niederreiter","CAR","R","1","2.8166666666667","0","0","0","0","0","-","0","-","0.23","2","2","2","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"37","Bryan Rust","PIT","R","1","4.5833333333333","0","0","0","0","0","-","0","-","0.06","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"38","Joonas Donskoi","COL","R","1","0.18333333333333","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"39","Jesper Fast","NYR","R","1","0.066666666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"40","Ryan Dzingel","CAR","C","1","2.8166666666667","0","0","0","0","0","-","1","0.00","0.1","2","2","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","-"
"41","Josh Manson","ANA","D","1","0.15","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"42","Vincent Trocheck","CAR","C","1","2.8166666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0.00"
"43","Boone Jenner","CBJ","C","1","2.1166666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","100.00"
"44","Joel Edmundson","CAR","D","1","0.31666666666667","0","0","0","0","0","-","1","0.00","0.15","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"45","Matt Nieto","COL","L","1","0.15","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"46","Gabriel Landeskog","COL","L","1","3.75","0","0","0","0","0","-","2","0.00","0.13","2","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","33.33"
"47","Ryan Strome","NYR","C","1","4.7166666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","-"
"48","Mika Zibanejad","NYR","C","1","5.4333333333333","0","0","0","0","0","-","2","0.00","0.12","2","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","50.00"
"49","Sean Couturier","PHI","C","1","3.25","0","0","0","0","0","0.00","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","-"
"50","Jonas Brodin","MIN","D","1","0.1","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
