"","Player","Team","Position","GP","TOI","Goals","Total Assists","First Assists","Second Assists","Total Points","IPP","Shots","SH%","ixG","iCF","iFF","iSCF","iHDCF","Rush Attempts","Rebounds Created","PIM","Total Penalties","Minor","Major","Misconduct","Penalties Drawn","Giveaways","Takeaways","Hits","Hits Taken","Shots Blocked","Faceoffs Won","Faceoffs Lost","Faceoffs %"
"8","Patrick Kane","CHI","R","1","4.2666666666667","0","1","0","1","1","100.00","0","-","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","-"
"10","John Tavares","TOR","C","1","2.2666666666667","0","1","1","0","1","100.00","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","66.67"
"34","Mitchell Marner","TOR","R","1","2.2666666666667","0","1","0","1","1","100.00","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","-"
"37","Auston Matthews","TOR","C","1","2.2666666666667","1","0","0","0","1","100.00","1","100.00","0.12","3","1","2","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","-"
"41","Alex DeBrincat","CHI","L","1","4.1666666666667","1","0","0","0","1","100.00","2","50.00","0.55","3","3","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"46","Kirby Dach","CHI","C","1","3.4833333333333","0","1","1","0","1","100.00","2","0.00","0.51","2","2","2","2","0","2","0","0","0","0","0","0","0","0","0","2","0","0","0","-"
"1","Jason Spezza","TOR","C","1","0.75","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"2","Duncan Keith","CHI","D","1","1.9666666666667","0","0","0","0","0","-","0","-","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"3","Patrice Bergeron","BOS","C","1","4.6333333333333","0","0","0","0","0","-","1","0.00","0.11","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","2","71.43"
"4","David Krejci","BOS","C","1","0.98333333333333","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"5","Marc Staal","NYR","D","1","0.33333333333333","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"6","Brad Marchand","BOS","L","1","4.8166666666667","0","0","0","0","0","-","2","0.00","0.12","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"7","Jonathan Toews","CHI","C","1","3.9","0","0","0","0","0","0.00","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","3","2","60.00"
