"","Player","Team","Position","GP","TOI","Goals","Total Assists","First Assists","Second Assists","Total Points","IPP","Shots","SH%","ixG","iCF","iFF","iSCF","iHDCF","Rush Attempts","Rebounds Created","PIM","Total Penalties","Minor","Major","Misconduct","Penalties Drawn","Giveaways","Takeaways","Hits","Hits Taken","Shots Blocked","Faceoffs Won","Faceoffs Lost","Faceoffs %"
"11","Sidney Crosby","PIT","C","1","15.183333333333","0","2","1","1","2","100.00","1","0.00","0.14","2","2","1","1","0","0","0","0","0","0","0","0","0","0","0","1","0","15","7","68.18"
"14","Kris Letang","PIT","D","1","17.95","0","2","1","1","2","100.00","2","0.00","0.06","7","3","0","0","0","0","0","0","0","0","0","0","1","0","1","1","0","0","0","-"
"77","Sam Lafferty","PIT","C","1","8.3166666666667","2","0","0","0","2","100.00","3","66.67","0.16","3","3","2","1","0","0","0","0","0","0","0","0","0","1","0","0","2","3","2","60.00"
"97","Zach Aston-Reese","PIT","C","1","11.6","1","1","1","0","2","100.00","4","25.00","0.37","4","4","2","2","0","0","0","0","0","0","0","0","0","0","1","3","4","1","0","100.00"
"2","Patrick Marleau","S.J","C","1","13.566666666667","0","1","0","1","1","100.00","0","-","0.07","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0.00"
"6","Dustin Brown","L.A","L","1","13.316666666667","1","0","0","0","1","100.00","1","100.00","0.22","5","4","2","1","0","0","2","1","1","0","0","0","0","0","3","3","0","0","0","-"
"10","Paul Stastny","VGK","C","1","14.033333333333","0","1","0","1","1","100.00","1","0.00","0.08","2","2","1","0","0","0","0","0","0","0","0","0","0","0","3","0","0","10","6","62.50"
"12","Anze Kopitar","L.A","C","1","13.083333333333","0","1","1","0","1","100.00","1","0.00","0.03","1","1","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","9","5","64.29"
"20","Mathieu Perreault","WPG","C","1","12.416666666667","1","0","0","0","1","100.00","1","100.00","0.08","2","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","-"
"22","Logan Couture","S.J","C","1","13","0","1","1","0","1","100.00","2","0.00","0.13","2","2","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","6","9","40.00"
"24","Max Pacioretty","VGK","L","1","14.166666666667","0","1","1","0","1","100.00","2","0.00","0.08","6","4","1","0","0","0","0","0","0","0","0","0","0","0","0","2","1","0","0","-"
"28","Erik Karlsson","S.J","D","1","19.6","0","1","0","1","1","100.00","1","0.00","0.03","2","2","0","0","0","0","0","0","0","0","0","0","2","1","0","0","1","0","0","-"
"29","Justin Schultz","PIT","D","1","16.183333333333","0","1","0","1","1","33.33","1","0.00","0.04","2","2","0","0","0","0","0","0","0","0","0","0","2","0","0","3","1","0","0","-"
"31","TJ Brodie","CGY","D","1","18.516666666667","0","1","1","0","1","100.00","1","0.00","0.01","2","1","0","0","0","0","0","0","0","0","0","0","0","3","0","1","1","0","0","-"
"34","Dmitry Kulikov","WPG","D","1","14.883333333333","0","1","0","1","1","100.00","3","0.00","0.08","7","4","1","0","0","0","0","0","0","0","0","0","1","0","1","0","1","0","0","-"
"36","Reilly Smith","VGK","R","1","13.483333333333","1","0","0","0","1","100.00","4","25.00","0.16","5","5","2","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","-"
"46","Mark Stone","VGK","R","1","13.216666666667","1","0","0","0","1","100.00","3","33.33","0.24","4","4","3","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","-"
"50","William Karlsson","VGK","C","1","14.116666666667","0","1","1","0","1","100.00","0","-","0.04","1","1","1","0","0","0","0","0","0","0","0","0","1","0","2","3","0","6","8","42.86"
"54","Tomas Hertl","S.J","C","1","16.333333333333","0","1","1","0","1","100.00","0","-","0.05","2","1","1","0","0","0","2","1","1","0","0","0","0","0","0","0","0","11","5","68.75"
"55","Teddy Blueger","PIT","C","1","12.116666666667","0","1","1","0","1","100.00","2","0.00","0.26","3","2","2","1","0","1","0","0","0","0","0","0","1","0","0","0","0","3","5","37.50"
"56","Joseph Blandisi","PIT","C","1","8.0166666666667","0","1","1","0","1","50.00","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","3","0.00"
"60","Jake Guentzel","PIT","C","1","16","1","0","0","0","1","50.00","1","100.00","0.07","1","1","1","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","-"
"66","Elias Lindholm","CGY","C","1","15.75","1","0","0","0","1","100.00","1","100.00","0.08","3","2","2","0","0","0","0","0","0","0","0","0","2","0","0","0","1","8","5","61.54"
"74","Adrian Kempe","L.A","L","1","10.383333333333","0","1","0","1","1","inf","0","-","0.02","2","1","1","1","1","0","0","0","0","0","0","0","0","0","1","0","0","2","8","20.00"
"75","Marcus Pettersson","PIT","D","1","15.083333333333","0","1","0","1","1","33.33","1","0.00","0.04","3","1","0","0","0","1","0","0","0","0","0","0","2","0","0","4","0","0","0","-"
"78","Kevin Labanc","S.J","R","1","13.233333333333","1","0","0","0","1","100.00","3","33.33","0.19","4","3","3","1","0","0","0","0","0","0","0","0","1","0","0","1","1","0","0","-"
"83","Timo Meier","S.J","R","1","14.95","1","0","0","0","1","100.00","2","50.00","0.16","3","2","1","1","0","0","0","0","0","0","0","0","2","2","0","1","0","0","0","-"
"85","Austin Wagner","L.A","L","1","11.9","1","0","0","0","1","100.00","2","50.00","0.08","3","3","1","0","0","0","0","0","0","0","0","0","1","0","4","3","0","0","0","-"
"86","Jack Roslovic","WPG","C","1","11.383333333333","0","1","1","0","1","100.00","3","0.00","0.08","5","4","1","0","1","0","0","0","0","0","0","1","1","1","2","1","0","3","5","37.50"
"90","Dominik Simon","PIT","C","1","15","1","0","0","0","1","50.00","1","100.00","0.21","1","1","1","1","0","0","2","1","1","0","0","0","0","0","1","0","0","0","0","-"
"93","Brandon Tanev","PIT","L","1","11.15","0","1","0","1","1","100.00","2","0.00","0.08","3","2","1","0","0","1","0","0","0","0","0","0","0","0","3","2","2","0","0","-"
"101","Alex Iafallo","L.A","L","1","12.566666666667","0","1","0","1","1","100.00","1","0.00","0.21","2","2","2","2","0","0","0","0","0","0","0","0","0","1","0","1","1","1","0","100.00"
"103","Sean Walker","L.A","D","1","17.416666666667","0","1","1","0","1","inf","4","0.00","0.09","6","4","2","0","0","0","0","0","0","0","0","0","1","0","1","3","0","0","0","-"
"1","Joe Thornton","S.J","C","1","12.033333333333","0","0","0","0","0","-","1","0.00","0.01","1","1","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","3","2","60.00"
"3","Deryk Engelland","VGK","D","1","14.5","0","0","0","0","0","0.00","0","-","0.02","1","1","0","0","0","0","0","0","0","0","0","0","1","0","2","1","1","0","0","-"
"4","Ilya Kovalchuk","L.A","L","1","12.983333333333","0","0","0","0","0","-","1","0.00","0.12","4","2","2","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"5","Jeff Carter","L.A","C","1","13.55","0","0","0","0","0","-","5","0.00","0.62","8","8","4","4","1","2","2","1","1","0","0","0","0","0","2","1","1","4","7","36.36"
"7","Brent Burns","S.J","D","1","21.45","0","0","0","0","0","0.00","1","0.00","0.85","4","3","1","1","1","1","2","1","1","0","0","1","3","1","1","0","1","0","0","-"
"8","Mark Giordano","CGY","D","1","19.966666666667","0","0","0","0","0","0.00","2","0.00","0.09","5","3","0","0","0","0","0","0","0","0","0","1","0","2","0","2","0","0","0","-"
"9","Blake Wheeler","WPG","R","1","14.216666666667","0","0","0","0","0","-","2","0.00","0.28","4","3","3","1","0","0","0","0","0","0","0","0","2","0","0","1","2","0","2","0.00"
"13","Marc-Edouard Vlasic","S.J","D","1","19.433333333333","0","0","0","0","0","0.00","0","-","0.01","2","1","0","0","0","0","0","0","0","0","0","0","2","1","0","1","2","0","0","-"
"15","Ryan Reaves","VGK","R","1","10.8","0","0","0","0","0","-","4","0.00","0.38","4","4","3","3","1","0","0","0","0","0","0","1","1","1","6","4","1","0","0","-"
"16","Patric Hornqvist","PIT","R","1","13.833333333333","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"17","Trevor Lewis","L.A","C","1","12.166666666667","0","0","0","0","0","-","1","0.00","0.06","2","2","1","0","0","1","0","0","0","0","0","0","1","0","2","1","1","0","1","0.00"
"18","Milan Lucic","CGY","L","1","9.8166666666667","0","0","0","0","0","-","1","0.00","0.03","1","1","0","0","0","0","0","0","0","0","0","0","1","0","3","1","0","1","0","100.00"
"19","Michael Frolik","CGY","R","1","12.85","0","0","0","0","0","-","2","0.00","0.05","3","2","1","0","0","0","0","0","0","0","0","1","0","2","1","1","0","0","2","0.00"
"21","Mark Letestu","WPG","C","1","8.25","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","4","33.33"
"23","Mikael Backlund","CGY","C","1","14.433333333333","0","0","0","0","0","-","5","0.00","0.57","8","6","6","4","0","2","0","0","0","0","0","1","0","0","0","0","0","4","9","30.77"
"25","Alec Martinez","L.A","D","1","16.566666666667","0","0","0","0","0","-","1","0.00","0.03","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","-"
"26","Nick Holden","VGK","D","1","20.65","0","0","0","0","0","0.00","0","-","0.02","1","1","0","0","0","0","0","0","0","0","0","0","2","0","4","3","1","0","0","-"
"27","Drew Doughty","L.A","D","1","17.583333333333","0","0","0","0","0","-","1","0.00","0.01","1","1","0","0","0","0","0","0","0","0","0","0","1","0","4","0","0","0","0","-"
"30","Travis Hamonic","CGY","D","1","16","0","0","0","0","0","-","4","0.00","0.03","5","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","-"
"32","Kyle Clifford","L.A","L","1","11.583333333333","0","0","0","0","0","0.00","0","-","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","4","1","0","0","0","-"
"33","Evander Kane","S.J","L","1","15.866666666667","0","0","0","0","0","0.00","0","-","0.04","2","1","0","0","0","0","0","0","0","0","0","0","1","0","1","2","0","1","0","100.00"
"35","Brayden McNabb","VGK","D","1","16.95","0","0","0","0","0","-","1","0.00","0.05","1","1","1","0","0","0","0","0","0","0","0","0","0","0","2","1","2","0","0","-"
"37","Brian Dumoulin","PIT","D","1","18.583333333333","0","0","0","0","0","0.00","1","0.00","0.03","5","2","1","0","0","0","0","0","0","0","0","1","0","0","1","3","1","0","0","-"
"38","Cody Eakin","VGK","C","1","11.583333333333","0","0","0","0","0","-","1","0.00","0.21","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","2","0","7","2","77.78"
"39","Gabriel Bourque","WPG","L","1","9.0333333333333","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","-"
"40","Brenden Dillon","S.J","D","1","19.416666666667","0","0","0","0","0","0.00","2","0.00","0.01","3","2","0","0","0","0","2","1","1","0","0","0","0","1","2","1","1","0","0","-"
"41","Tyler Toffoli","L.A","C","1","13","0","0","0","0","0","-","1","0.00","0.11","1","1","1","1","0","1","0","0","0","0","0","0","0","0","1","1","0","0","0","-"
"42","Jon Merrill","VGK","D","1","20.283333333333","0","0","0","0","0","0.00","1","0.00","0.02","5","4","0","0","0","1","0","0","0","0","0","1","0","0","0","4","2","0","0","-"
"43","Erik Gudbranson","PIT","D","1","12.366666666667","0","0","0","0","0","-","1","0.00","0.01","2","1","0","0","0","0","2","1","1","0","0","0","0","0","1","1","0","0","0","-"
"44","Tim Heed","S.J","D","1","8.85","0","0","0","0","0","-","1","0.00","0.01","3","1","0","0","0","0","0","0","0","0","0","0","1","1","0","1","0","0","0","-"
"45","Anthony Bitetto","WPG","D","1","15.05","0","0","0","0","0","0.00","0","-","0","2","1","0","0","0","0","0","0","0","0","0","0","1","1","4","4","0","0","0","-"
"47","Johnny Gaudreau","CGY","L","1","16.25","0","0","0","0","0","0.00","1","0.00","0.1","3","2","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","-"
"48","Tobias Rieder","CGY","C","1","10.716666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","-"
"49","Adam Lowry","WPG","L","1","9.6","0","0","0","0","0","-","0","-","0.05","1","1","1","0","0","0","0","0","0","0","0","0","0","0","1","0","1","2","3","40.00"
"51","Mark Scheifele","WPG","C","1","15.216666666667","0","0","0","0","0","-","1","0.00","0.26","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","1","1","7","10","41.18"
"52","Jonathan Marchessault","VGK","C","1","14.916666666667","0","0","0","0","0","0.00","1","0.00","0.25","4","2","3","1","0","0","2","1","1","0","0","0","0","0","1","0","0","1","0","100.00"
"53","Barclay Goodrow","S.J","C","1","12.633333333333","0","0","0","0","0","-","1","0.00","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","2","1","1","0","1","0.00"
"57","Ben Hutton","L.A","D","1","17.266666666667","0","0","0","0","0","-","3","0.00","0.04","5","3","1","0","0","0","0","0","0","0","0","0","1","0","0","1","2","0","0","-"
"58","Joakim Ryan","L.A","D","1","16.3","0","0","0","0","0","0.00","2","0.00","0.06","4","4","1","0","0","1","2","1","1","0","0","1","0","0","0","1","2","0","0","-"
"59","Tucker Poolman","WPG","D","1","16.966666666667","0","0","0","0","0","-","2","0.00","0.05","2","2","0","0","0","0","0","0","0","0","0","0","1","1","2","2","0","0","0","-"
"61","Andrew Copp","WPG","C","1","13.05","0","0","0","0","0","-","0","-","0.05","2","1","2","0","0","0","0","0","0","0","0","0","0","0","3","0","0","8","3","72.73"
"62","Shea Theodore","VGK","D","1","16.233333333333","0","0","0","0","0","-","2","0.00","0.09","5","4","1","0","0","1","0","0","0","0","0","1","2","0","1","1","0","0","0","-"
"63","Valentin Zykov","VGK","L","1","11.4","0","0","0","0","0","-","0","-","0","2","0","1","0","0","0","0","0","0","0","0","0","1","0","1","2","0","0","0","-"
"64","Carl Dahlstrom","WPG","D","1","15.133333333333","0","0","0","0","0","-","1","0.00","0.05","4","2","1","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","-"
"65","William Carrier","VGK","L","1","10.216666666667","0","0","0","0","0","-","1","0.00","0.29","4","4","2","0","0","2","2","1","1","0","0","0","0","0","1","2","0","0","0","-"
"67","Sean Monahan","CGY","C","1","15.516666666667","0","0","0","0","0","0.00","2","0.00","0.16","4","3","3","1","0","0","0","0","0","0","0","0","1","0","2","0","0","6","4","60.00"
"68","Josh Morrissey","WPG","D","1","16.85","0","0","0","0","0","-","1","0.00","0","2","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","-"
"69","Melker Karlsson","S.J","C","1","12.366666666667","0","0","0","0","0","-","1","0.00","0.17","2","2","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","-"
"70","Tomas Nosek","VGK","L","1","10.7","0","0","0","0","0","-","3","0.00","0.17","4","4","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","8","4","66.67"
"71","Sam Bennett","CGY","C","1","9.4833333333333","0","0","0","0","0","-","1","0.00","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","3","4","42.86"
"72","Nikolaj Ehlers","WPG","L","1","13.133333333333","0","0","0","0","0","-","1","0.00","0.01","3","1","0","0","0","0","0","0","0","0","0","2","0","0","0","1","2","0","0","-"
"73","Jared McCann","PIT","C","1","12.466666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","2","0","2","7","5","58.33"
"76","Michael Amadio","L.A","C","1","12.733333333333","0","0","0","0","0","0.00","3","0.00","0.4","5","4","3","1","0","1","0","0","0","0","0","0","1","0","3","2","0","3","9","25.00"
"79","Andrew Mangiapane","CGY","L","1","10.45","0","0","0","0","0","-","0","-","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","-"
"80","Noah Hanifin","CGY","D","1","17.533333333333","0","0","0","0","0","-","0","-","0.01","2","1","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","0","0","-"
"81","Rasmus Andersson","CGY","D","1","15.166666666667","0","0","0","0","0","-","2","0.00","0.1","4","3","1","0","0","0","2","1","1","0","0","0","0","0","1","0","1","0","0","-"
"82","Kyle Connor","WPG","L","1","11.583333333333","0","0","0","0","0","-","2","0.00","0.09","2","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0.00"
"84","Oliver Kylington","CGY","D","1","11.783333333333","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","-"
"87","John Marino","PIT","D","1","14.8","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","2","1","1","0","0","0","2","0","2","2","1","0","0","-"
"88","Austin Czarnik","CGY","C","1","8.3833333333333","0","0","0","0","0","-","1","0.00","0.02","2","1","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","-"
"89","Derek Ryan","CGY","C","1","12.15","0","0","0","0","0","-","3","0.00","0.14","3","3","2","1","0","0","0","0","0","0","0","0","1","0","0","0","2","2","2","50.00"
"91","Mason Appleton","WPG","C","1","11.633333333333","0","0","0","0","0","0.00","0","-","0","0","0","0","0","0","0","2","1","1","0","0","0","0","0","0","1","1","0","0","-"
"92","Matt Roy","L.A","D","1","14.7","0","0","0","0","0","0.00","4","0.00","0.26","4","4","1","1","0","0","0","0","0","0","0","0","1","0","3","0","0","0","0","-"
"94","Matthew Tkachuk","CGY","L","1","14.833333333333","0","0","0","0","0","-","4","0.00","0.31","4","4","3","2","0","0","0","0","0","0","0","0","0","2","0","1","0","0","0","-"
"95","Patrik Laine","WPG","R","1","12.333333333333","0","0","0","0","0","-","2","0.00","0.05","2","2","1","0","0","1","0","0","0","0","0","1","1","0","4","1","2","0","1","0.00"
"96","Dylan Gambrell","S.J","C","1","8.7","0","0","0","0","0","-","1","0.00","0.04","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","5","6","45.45"
"98","Nicolas Hague","VGK","D","1","11.95","0","0","0","0","0","0.00","0","-","0","0","0","0","0","0","0","2","1","1","0","0","0","0","0","0","1","1","0","0","-"
"99","Mario Ferraro","S.J","D","1","10.5","0","0","0","0","0","-","2","0.00","0.04","4","4","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","-"
"100","Cody Glass","VGK","C","1","11.466666666667","0","0","0","0","0","-","1","0.00","0.06","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","100.00"
"102","Neal Pionk","WPG","D","1","15.766666666667","0","0","0","0","0","-","4","0.00","0.06","6","4","1","0","0","0","0","0","0","0","0","1","0","0","0","2","0","0","0","-"
"104","Adam Johnson","PIT","C","1","6.2666666666667","0","0","0","0","0","0.00","0","-","0","1","0","0","0","0","0","2","1","1","0","0","0","0","0","0","0","1","0","0","-"
"105","Lukas Radil","S.J","C","1","8.2666666666667","0","0","0","0","0","-","0","-","0","1","0","1","0","1","0","0","0","0","0","0","0","0","1","2","1","1","0","0","-"
"106","Dominik Kahun","PIT","C","1","11.616666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","2","1","1","0","0","0","1","0","0","1","0","0","0","-"
"107","Blake Lizotte","L.A","C","1","13.566666666667","0","0","0","0","0","-","1","0.00","0.05","1","1","1","0","0","0","0","0","0","0","0","1","0","0","0","4","0","1","3","25.00"
"108","Lean Bergmann","S.J","C","1","6.6666666666667","0","0","0","0","0","-","0","-","0.03","1","1","1","0","0","0","0","0","0","0","0","0","0","1","1","0","1","0","0","-"
