"","Player","Team","Position","GP","TOI","Goals","Total Assists","First Assists","Second Assists","Total Points","IPP","Shots","SH%","ixG","iCF","iFF","iSCF","iHDCF","Rush Attempts","Rebounds Created","PIM","Total Penalties","Minor","Major","Misconduct","Penalties Drawn","Giveaways","Takeaways","Hits","Hits Taken","Shots Blocked","Faceoffs Won","Faceoffs Lost","Faceoffs %"
"333","Mikko Rantanen","COL","R","1","11.216666666667","3","0","0","0","3","100.00","3","100.00","0.42","6","5","4","1","0","0","0","0","0","0","0","0","0","3","0","2","0","1","0","100.00"
"58","Ian Cole","COL","D","1","16.466666666667","1","1","0","1","2","100.00","2","50.00","0.06","3","2","1","0","0","0","0","0","0","0","0","1","0","0","1","1","0","0","0","-"
"93","Roman Josi","NSH","D","1","16.916666666667","0","2","1","1","2","100.00","4","0.00","0.08","5","4","0","0","0","0","0","0","0","0","0","1","0","0","1","1","0","0","0","-"
"112","Victor Hedman","T.B","D","1","21.55","0","2","2","0","2","50.00","3","0.00","0.6","7","5","3","0","0","0","0","0","0","0","0","0","1","1","2","3","0","0","0","-"
"126","Marcus Foligno","MIN","L","1","11.683333333333","1","1","1","0","2","100.00","3","33.33","0.16","3","3","2","1","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","-"
"128","Craig Smith","NSH","R","1","8.7833333333333","1","1","1","0","2","100.00","2","50.00","0.22","2","2","1","1","0","0","2","1","1","0","0","0","1","1","0","0","0","1","0","100.00"
"184","Rocco Grimaldi","NSH","R","1","11.383333333333","1","1","1","0","2","100.00","5","20.00","0.46","5","5","4","2","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"224","Chandler Stephenson","VGK","C","1","17.7","1","1","1","0","2","100.00","1","100.00","0.08","2","2","1","1","0","0","2","1","1","0","0","0","0","2","3","2","0","3","4","42.86"
"232","Teddy Blueger","PIT","C","1","14.916666666667","0","2","2","0","2","100.00","2","0.00","0.21","3","3","1","1","0","1","0","0","0","0","0","0","0","0","0","1","2","2","4","33.33"
"265","Artturi Lehkonen","MTL","L","1","13.366666666667","2","0","0","0","2","100.00","2","100.00","0.27","4","3","3","2","0","0","0","0","0","0","0","0","1","2","1","1","1","1","0","100.00"
"268","Nathan MacKinnon","COL","C","1","15.716666666667","0","2","1","1","2","66.67","1","0.00","0.05","3","2","1","0","0","0","0","0","0","0","0","0","1","1","1","1","0","5","3","62.50"
"273","Bo Horvat","VAN","C","1","18.2","0","2","1","1","2","100.00","0","-","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","1","0","0","13","9","59.09"
"289","Leon Draisaitl","EDM","C","1","18.933333333333","1","1","1","0","2","100.00","2","50.00","0.73","4","3","2","0","0","1","2","1","1","0","0","0","2","0","1","2","0","14","7","66.67"
"299","Nick Schmaltz","ARI","C","1","11.65","0","2","1","1","2","100.00","1","0.00","0.02","1","1","0","0","0","0","0","0","0","0","0","0","0","2","0","1","1","0","1","0.00"
"344","Zach Werenski","CBJ","D","1","22.766666666667","2","0","0","0","2","100.00","5","40.00","0.19","10","8","2","0","0","0","0","0","0","0","0","0","1","0","2","1","0","0","0","-"
"350","Mitchell Marner","TOR","R","1","19.933333333333","0","2","2","0","2","100.00","2","0.00","0.14","2","2","1","1","0","1","0","0","0","0","0","0","2","1","0","1","0","0","0","-"
"375","Luke Kunin","MIN","C","1","11.683333333333","1","1","0","1","2","100.00","4","25.00","0.25","5","4","3","1","0","2","4","1","1","0","0","0","0","0","0","2","1","2","2","50.00"
"376","Auston Matthews","TOR","C","1","21.766666666667","1","1","0","1","2","100.00","4","25.00","0.33","9","6","4","2","0","0","0","0","0","0","0","0","1","2","2","1","0","7","2","77.78"
"389","Samuel Girard","COL","D","1","18.583333333333","0","2","1","1","2","100.00","1","0.00","0.02","4","1","0","0","0","0","0","0","0","0","0","0","0","1","0","2","1","0","0","-"
"396","Nicolas Hague","VGK","D","1","15.766666666667","0","2","1","1","2","66.67","6","0.00","0.13","7","7","2","0","0","2","2","1","1","0","0","0","0","0","1","4","0","0","0","-"
"2","Joe Thornton","S.J","C","1","13.966666666667","0","1","1","0","1","100.00","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","4","6","40.00"
"10","Alexander Steen","STL","L","1","14.083333333333","0","1","0","1","1","100.00","1","0.00","0.07","3","1","2","0","0","1","0","0","0","0","0","1","0","0","1","2","0","0","0","-"
"17","Loui Eriksson","VAN","L","1","14.716666666667","0","1","1","0","1","50.00","2","0.00","0.14","3","2","2","1","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","-"
"20","Brad Richardson","ARI","C","1","11.45","1","0","0","0","1","100.00","1","100.00","0.01","1","1","1","0","1","0","0","0","0","0","0","0","0","0","2","1","0","3","7","30.00"
"22","Evgeni Malkin","PIT","C","1","18.15","0","1","1","0","1","100.00","3","0.00","0.36","7","5","4","2","0","2","0","0","0","0","0","1","2","1","0","4","1","10","13","43.48"
"26","Alex Goligoski","ARI","D","1","17.133333333333","0","1","0","1","1","50.00","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","2","1","0","0","-"
"29","Paul Stastny","VGK","C","1","13.833333333333","1","0","0","0","1","100.00","4","25.00","0.29","6","5","6","1","0","1","0","0","0","0","0","0","0","1","0","0","1","5","8","38.46"
"30","Jack Johnson","PIT","D","1","16.733333333333","0","1","0","1","1","100.00","1","0.00","0.05","3","2","1","0","0","0","2","1","1","0","0","0","0","0","2","1","2","0","0","-"
"40","Ryan Reaves","VGK","R","1","11.2","1","0","0","0","1","50.00","2","50.00","0.41","2","2","1","1","0","0","0","0","0","0","0","0","0","2","5","3","1","0","0","-"
"45","Nick Foligno","CBJ","L","1","14.95","0","1","0","1","1","100.00","0","-","0","0","0","0","0","0","0","2","1","1","0","0","0","1","0","5","2","0","2","0","100.00"
"53","Artem Anisimov","OTT","C","1","9.9833333333333","0","1","1","0","1","100.00","0","-","0.33","3","1","3","1","0","2","0","0","0","0","0","0","0","0","0","0","0","2","3","40.00"
"55","Alex Killorn","T.B","L","1","11.383333333333","1","0","0","0","1","100.00","2","50.00","0.17","3","2","0","0","0","0","0","0","0","0","0","0","1","0","1","1","0","0","0","-"
"59","Justin Braun","PHI","D","1","12.316666666667","1","0","0","0","1","50.00","2","50.00","0.09","3","2","1","0","0","0","0","0","0","0","0","0","3","1","1","3","0","0","0","-"
"60","Kevin Shattenkirk","T.B","D","1","17.083333333333","1","0","0","0","1","100.00","2","50.00","0.05","3","2","2","0","0","0","2","1","1","0","0","0","0","0","1","1","1","0","0","-"
"68","Colton Sceviour","FLA","C","1","9.1166666666667","0","1","1","0","1","100.00","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"69","David Perron","STL","L","1","16.316666666667","0","1","1","0","1","100.00","1","0.00","0.03","3","1","0","0","0","0","0","0","0","0","0","1","1","0","5","1","1","0","0","-"
"72","Evgenii Dadonov","FLA","R","1","10.85","1","0","0","0","1","100.00","3","33.33","0.34","3","3","3","1","0","0","0","0","0","0","0","0","1","0","0","3","0","0","0","-"
"87","Tyler Myers","VAN","D","1","19.3","1","0","0","0","1","100.00","1","100.00","0.03","1","1","0","0","0","0","0","0","0","0","0","0","0","1","3","2","2","0","0","-"
"88","Erik Karlsson","S.J","D","1","18.3","0","1","0","1","1","50.00","4","0.00","0.1","4","4","1","0","0","0","0","0","0","0","0","0","1","0","2","3","1","0","0","-"
"94","Derek Stepan","ARI","C","1","12.583333333333","0","1","1","0","1","100.00","1","0.00","0.1","2","2","2","0","0","0","0","0","0","0","0","0","1","0","0","0","0","10","11","47.62"
