"","Player","Team","Position","GP","TOI","Goals","Total Assists","First Assists","Second Assists","Total Points","IPP","Shots","SH%","ixG","iCF","iFF","iSCF","iHDCF","Rush Attempts","Rebounds Created","PIM","Total Penalties","Minor","Major","Misconduct","Penalties Drawn","Giveaways","Takeaways","Hits","Hits Taken","Shots Blocked","Faceoffs Won","Faceoffs Lost","Faceoffs %"
"11","Anze Kopitar","L.A","C","1","16.233333333333","0","2","2","0","2","100.00","4","0.00","0.32","5","5","4","2","1","1","0","0","0","0","0","0","1","0","1","0","0","15","8","65.22"
"12","Brad Marchand","BOS","L","1","11.883333333333","0","2","2","0","2","100.00","0","-","0","0","0","0","0","0","0","4","2","2","0","0","0","3","0","1","2","0","0","1","0.00"
"17","Brandon Sutter","VAN","C","1","11.733333333333","1","1","0","1","2","100.00","1","100.00","0.28","1","1","0","0","0","0","2","1","1","0","0","0","0","0","0","0","0","0","1","0.00"
"41","Johnny Gaudreau","CGY","L","1","19.5","0","2","1","1","2","100.00","4","0.00","0.51","9","7","8","2","0","2","0","0","0","0","0","0","1","0","0","0","0","0","0","-"
"60","Kurtis MacDermid","L.A","D","1","10.633333333333","1","1","0","1","2","66.67","1","100.00","0.06","2","2","1","0","1","0","0","0","0","0","0","1","0","0","3","0","1","0","0","-"
"65","Elias Lindholm","CGY","C","1","17.116666666667","2","0","0","0","2","100.00","2","100.00","0.25","2","2","2","1","0","0","0","0","0","0","0","1","0","0","1","0","0","1","1","50.00"
"71","David Pastrnak","BOS","R","1","12.816666666667","2","0","0","0","2","66.67","4","50.00","0.31","4","4","3","2","2","0","0","0","0","0","0","0","2","2","1","0","0","1","0","100.00"
"4","Jeff Carter","L.A","C","1","14.283333333333","1","0","0","0","1","100.00","2","50.00","0.49","6","6","5","2","1","1","0","0","0","0","0","0","0","0","0","2","1","9","6","60.00"
"5","Dustin Brown","L.A","R","1","11.683333333333","0","1","1","0","1","100.00","1","0.00","0.22","2","2","2","2","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","-"
"7","Patrice Bergeron","BOS","C","1","11.866666666667","1","0","0","0","1","50.00","1","100.00","0.98","2","2","2","1","0","0","0","0","0","0","0","0","0","0","0","1","0","5","7","41.67"
"13","Trevor Lewis","L.A","C","1","9.4","0","1","1","0","1","100.00","1","0.00","0.03","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"19","Mikael Backlund","CGY","C","1","17.116666666667","1","0","0","0","1","100.00","6","16.67","0.63","7","7","5","3","0","2","0","0","0","0","0","0","1","0","0","0","0","12","8","60.00"
"25","Marco Scandella","MTL","D","1","13.35","0","1","1","0","1","100.00","1","0.00","0.01","3","1","0","0","0","0","0","0","0","0","0","0","0","0","1","2","0","0","0","-"
"30","Antoine Roussel","VAN","L","1","9.2833333333333","0","1","1","0","1","100.00","1","0.00","0.07","1","1","1","0","0","0","0","0","0","0","0","0","0","1","2","2","0","0","0","-"
"35","Tyler Toffoli","L.A","R","1","17.183333333333","1","0","0","0","1","50.00","4","25.00","0.47","5","5","2","1","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","-"
"43","Sean Kuraly","BOS","C","1","10.85","0","1","1","0","1","100.00","1","0.00","0.07","1","1","0","0","0","0","0","0","0","0","0","0","0","1","2","0","1","6","5","54.55"
