"","Player","Team","Position","GP","TOI","Goals","Total Assists","First Assists","Second Assists","Total Points","IPP","Shots","SH%","ixG","iCF","iFF","iSCF","iHDCF","Rush Attempts","Rebounds Created","PIM","Total Penalties","Minor","Major","Misconduct","Penalties Drawn","Giveaways","Takeaways","Hits","Hits Taken","Shots Blocked","Faceoffs Won","Faceoffs Lost","Faceoffs %"
"60","Nazem Kadri","COL","C","1","11.55","2","2","2","0","4","100.00","5","40.00","0.22","7","6","1","1","0","2","0","0","0","0","0","1","1","0","0","0","0","10","6","62.50"
"49","Adam Henrique","ANA","C","1","10.866666666667","1","2","0","2","3","100.00","2","50.00","0.12","3","3","2","1","0","1","0","0","0","0","0","0","0","0","0","1","1","7","7","50.00"
"32","Jamie Benn","DAL","L","1","18.983333333333","1","1","1","0","2","100.00","3","33.33","0.14","5","3","1","1","0","0","0","0","0","0","0","0","0","1","0","3","0","3","4","42.86"
"141","Andre Burakovsky","COL","L","1","12.133333333333","1","1","1","0","2","66.67","2","50.00","0.45","4","3","3","2","1","0","0","0","0","0","0","0","2","2","0","0","0","0","0","-"
"168","Brandon Montour","BUF","D","1","16.216666666667","0","2","1","1","2","100.00","0","-","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","-"
"172","Devon Toews","COL","D","1","20.45","0","2","0","2","2","40.00","2","0.00","0.12","3","3","2","1","0","0","0","0","0","0","0","0","0","3","0","0","1","0","0","-"
"199","Troy Terry","ANA","R","1","14.833333333333","1","1","1","0","2","100.00","2","50.00","0.17","3","2","3","1","0","0","0","0","0","0","0","1","0","0","0","3","1","0","0","-"
"212","Samuel Girard","COL","D","1","19.15","1","1","0","1","2","66.67","3","33.33","0.06","5","3","1","0","0","0","0","0","0","0","0","0","0","1","0","3","1","0","0","-"
"3","Ryan Suter","MIN","D","1","13.25","0","1","1","0","1","50.00","0","-","0","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"6","Patrice Bergeron","BOS","C","1","13.016666666667","0","1","0","1","1","100.00","1","0.00","0.06","3","1","2","0","0","0","2","1","1","0","0","0","0","0","3","1","1","7","7","50.00"
"7","Joe Pavelski","DAL","C","1","17.316666666667","0","1","0","1","1","50.00","0","-","0","0","0","0","0","0","0","2","1","1","0","0","0","1","1","0","1","0","8","7","53.33"
"8","Alex Ovechkin","WSH","L","1","14.15","0","1","0","1","1","100.00","1","0.00","0.75","5","4","1","0","0","0","0","0","0","0","0","0","1","1","4","1","0","0","0","-"
"10","Alexander Radulov","DAL","R","1","14.766666666667","1","0","0","0","1","50.00","5","20.00","0.38","6","6","4","3","0","0","0","0","0","0","0","1","0","2","0","0","1","0","0","-"
"11","Travis Zajac","N.J","C","1","16.016666666667","0","1","0","1","1","100.00","2","0.00","0.13","2","2","1","1","0","0","0","0","0","0","0","0","1","0","3","3","0","7","11","38.89"
"17","Marc Staal","DET","D","1","14.35","0","1","0","1","1","100.00","0","-","0.1","1","1","1","0","0","1","0","0","0","0","0","1","0","0","1","0","0","0","0","-"
"18","T.J. Oshie","WSH","R","1","16.066666666667","1","0","0","0","1","100.00","1","100.00","0.3","3","2","2","1","0","0","0","0","0","0","0","0","0","1","0","1","3","0","1","0.00"
"25","Kyle Okposo","BUF","R","1","12.333333333333","0","1","0","1","1","100.00","2","0.00","0.22","2","2","2","1","0","0","0","0","0","0","0","0","0","0","1","1","0","2","0","100.00"
"34","Nick Bonino","MIN","C","1","9.7833333333333","0","1","0","1","1","100.00","1","0.00","0.06","1","1","1","1","1","0","0","0","0","0","0","0","0","1","0","0","0","2","2","50.00"
"37","Pat Maroon","T.B","L","1","11.35","0","1","1","0","1","100.00","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","-"
"51","Matt Calvert","COL","L","1","12.133333333333","0","1","0","1","1","100.00","0","-","0","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"54","Jared Spurgeon","MIN","D","1","15.266666666667","1","0","0","0","1","50.00","2","50.00","0.12","3","3","2","1","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","-"
"66","Sami Vatanen","N.J","D","1","11.816666666667","1","0","0","0","1","100.00","2","50.00","0.07","4","4","0","0","0","0","2","1","1","0","0","0","0","0","0","1","0","0","0","-"
"74","Mats Zuccarello","MIN","R","1","12.266666666667","1","0","0","0","1","100.00","3","33.33","0.26","3","3","3","2","0","0","0","0","0","0","0","0","0","1","0","0","1","1","0","100.00"
"76","Evgeny Kuznetsov","WSH","C","1","16.366666666667","0","1","1","0","1","100.00","3","0.00","0.14","4","4","1","1","0","1","0","0","0","0","0","0","0","0","1","0","0","2","6","25.00"
"85","Jeff Skinner","BUF","L","1","12.533333333333","1","0","0","0","1","100.00","2","50.00","0.11","2","2","2","1","0","0","2","1","1","0","0","1","1","1","0","2","0","0","0","-"
"90","Joonas Donskoi","COL","R","1","11.683333333333","0","1","0","1","1","50.00","1","0.00","0.05","2","1","2","0","1","0","0","0","0","0","0","0","1","1","0","0","1","0","0","-"
"95","Ondrej Palat","T.B","L","1","18.116666666667","0","1","1","0","1","100.00","0","-","0","0","0","0","0","0","0","2","1","1","0","0","0","0","1","2","2","0","0","0","-"
"96","Tobias Rieder","BUF","L","1","9.6833333333333","1","0","0","0","1","100.00","3","33.33","0.16","3","3","2","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","-"
"102","Brandon Saad","COL","L","1","11.55","0","1","1","0","1","50.00","1","0.00","0.14","3","3","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","100.00"
"103","Gabriel Landeskog","COL","L","1","15.683333333333","0","1","1","0","1","100.00","2","0.00","0.42","7","5","4","2","0","2","0","0","0","0","0","0","0","0","4","2","0","4","4","50.00"
"104","Dougie Hamilton","CAR","D","1","17.383333333333","0","1","0","1","1","100.00","8","0.00","0.21","14","11","2","0","0","0","2","1","1","0","0","0","0","0","1","0","0","0","0","-"
"113","Ryan Murray","N.J","D","1","15.383333333333","0","1","0","1","1","100.00","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","3","1","0","0","-"
"124","Damon Severson","N.J","D","1","17.816666666667","0","1","1","0","1","100.00","1","0.00","0.06","2","2","1","0","0","0","0","0","0","0","0","0","1","0","3","0","0","0","0","-"
"128","Ben Hutton","ANA","D","1","16.55","0","1","1","0","1","100.00","0","-","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","3","0","0","-"
"136","Carson Soucy","MIN","D","1","11.85","0","1","1","0","1","100.00","0","-","0","0","0","0","0","0","0","10","2","0","2","0","3","0","0","3","1","0","0","0","-"
"143","Ryan Hartman","MIN","R","1","12.916666666667","1","0","0","0","1","100.00","2","50.00","0.23","2","2","2","1","0","0","0","0","0","0","0","0","1","0","0","0","0","4","8","33.33"
"156","Pierre-Edouard Bellemare","COL","C","1","11.916666666667","1","0","0","0","1","100.00","2","50.00","0.76","3","3","2","1","0","0","0","0","0","0","0","0","0","1","1","1","0","5","4","55.56"
"160","Kevin Fiala","MIN","L","1","11.4","0","1","0","1","1","100.00","2","0.00","0.16","2","2","2","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0.00"
"162","Dylan Larkin","DET","C","1","14.683333333333","0","1","1","0","1","50.00","2","0.00","0.09","3","2","3","1","0","1","0","0","0","0","0","1","0","0","0","0","0","4","8","33.33"
"164","Robby Fabbri","DET","C","1","12.233333333333","1","0","0","0","1","100.00","2","50.00","0.19","3","2","3","2","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","-"
"165","Kasperi Kapanen","PIT","R","1","13.283333333333","0","1","0","1","1","100.00","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","2","0","0","0","-"
"171","Brayden Point","T.B","C","1","20.283333333333","1","0","0","0","1","100.00","4","25.00","0.4","4","4","4","3","1","0","0","0","0","0","0","0","0","0","0","1","0","5","6","45.45"
"174","Danton Heinen","ANA","L","1","12.016666666667","1","0","0","0","1","100.00","2","50.00","0.13","2","2","2","0","0","0","0","0","0","0","0","0","0","0","1","0","2","0","0","-"
"178","Jordan Greenway","MIN","L","1","14.833333333333","0","1","1","0","1","100.00","1","0.00","0.12","2","2","2","1","0","1","2","1","1","0","0","1","0","0","0","1","0","1","2","33.33"
"179","Jakub Zboril","BOS","D","1","12.316666666667","0","1","1","0","1","100.00","1","0.00","0.01","2","1","0","0","0","0","0","0","0","0","0","0","0","0","1","4","0","0","0","-"
"181","Mikko Rantanen","COL","R","1","15.733333333333","1","0","0","0","1","100.00","3","33.33","0.45","5","4","4","1","0","0","2","1","1","0","0","1","0","2","2","2","0","0","0","-"
"182","Sebastian Aho","CAR","C","1","13.266666666667","1","0","0","0","1","100.00","2","50.00","0.1","2","2","1","1","0","0","0","0","0","0","0","0","0","0","0","2","0","7","4","63.64"
"188","Mathieu Joseph","T.B","R","1","9.8333333333333","1","0","0","0","1","100.00","3","33.33","0.2","3","3","2","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0.00"
