"","Player","Team","Position","GP","TOI","Goals","Total Assists","First Assists","Second Assists","Total Points","IPP","Shots","SH%","ixG","iCF","iFF","iSCF","iHDCF","Rush Attempts","Rebounds Created","PIM","Total Penalties","Minor","Major","Misconduct","Penalties Drawn","Giveaways","Takeaways","Hits","Hits Taken","Shots Blocked","Faceoffs Won","Faceoffs Lost","Faceoffs %"
"65","Zack Kassian","EDM","R","1","15.683333333333","1","2","1","1","3","100.00","3","33.33","0.54","4","4","4","4","1","1","2","1","1","0","0","0","1","1","1","1","0","0","0","-"
"44","Patrick Kane","CHI","R","1","13.916666666667","2","0","0","0","2","100.00","3","66.67","0.34","7","4","5","2","0","1","0","0","0","0","0","0","0","3","0","0","0","0","0","-"
"45","Evgenii Dadonov","FLA","R","1","15.983333333333","0","2","2","0","2","100.00","1","0.00","0.09","1","1","1","1","0","0","0","0","0","0","0","0","0","0","4","3","0","0","0","-"
"110","Sean Couturier","PHI","C","1","17.266666666667","0","2","0","2","2","100.00","2","0.00","0.26","5","3","4","1","1","1","0","0","0","0","0","0","0","0","0","0","0","1","1","50.00"
"169","Leon Draisaitl","EDM","C","1","15.366666666667","0","2","1","1","2","100.00","2","0.00","0.09","3","2","2","1","0","0","0","0","0","0","0","0","1","1","0","0","0","2","3","40.00"
"171","William Nylander","TOR","C","1","15.116666666667","2","0","0","0","2","100.00","3","66.67","0.18","3","3","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0.00"
"191","Connor McDavid","EDM","C","1","14.783333333333","2","0","0","0","2","100.00","3","66.67","0.47","4","4","4","2","0","0","4","2","2","0","0","0","0","0","0","0","0","3","2","60.00"
"193","Travis Konecny","PHI","C","1","16.1","1","1","1","0","2","100.00","1","100.00","0.3","3","2","2","1","0","1","0","0","0","0","0","0","3","1","1","1","1","1","2","33.33"
"194","Dylan Strome","CHI","C","1","13.566666666667","0","2","0","2","2","100.00","0","-","0.1","1","1","1","1","0","0","2","1","1","0","0","0","1","0","0","1","0","4","3","57.14"
"211","Auston Matthews","TOR","C","1","16.683333333333","0","2","2","0","2","100.00","7","0.00","0.51","10","9","8","2","0","2","0","0","0","0","0","0","0","1","0","1","2","6","7","46.15"
"216","Alex DeBrincat","CHI","R","1","13.166666666667","0","2","2","0","2","100.00","3","0.00","0.33","4","4","4","1","0","0","0","0","0","0","0","0","0","0","1","1","0","1","0","100.00"
"1","Zdeno Chara","BOS","D","1","20.683333333333","0","1","0","1","1","100.00","3","0.00","0.05","3","3","1","0","0","0","0","0","0","0","0","0","2","1","1","0","1","0","0","-"
"9","Brian Boyle","FLA","C","1","10.95","1","0","0","0","1","100.00","3","33.33","0.25","4","4","3","3","0","0","2","1","1","0","0","0","0","2","2","2","0","11","2","84.62"
"27","Keith Yandle","FLA","D","1","18.233333333333","0","1","1","0","1","50.00","0","-","0.01","4","2","0","0","0","1","0","0","0","0","0","0","2","0","0","0","0","0","0","-"
"29","Ryan Reaves","VGK","R","1","9.7666666666667","0","1","0","1","1","100.00","1","0.00","0.07","2","1","2","0","0","0","0","0","0","0","0","0","0","0","5","1","0","0","0","-"
"32","Brad Marchand","BOS","C","1","17.966666666667","1","0","0","0","1","100.00","3","33.33","0.21","5","4","3","1","0","0","0","0","0","0","0","2","1","0","0","1","0","0","1","0.00"
"35","Jonathan Toews","CHI","C","1","13.683333333333","0","1","1","0","1","100.00","0","-","0","0","0","0","0","0","0","2","1","1","0","0","0","0","0","0","1","0","10","7","58.82"
"46","Max Pacioretty","VGK","L","1","16.15","1","0","0","0","1","100.00","2","50.00","0.23","5","4","4","1","0","0","0","0","0","0","0","0","1","0","0","2","0","0","0","-"
"56","Adam Henrique","ANA","C","1","10.266666666667","0","1","0","1","1","100.00","1","0.00","0.09","2","2","1","1","1","1","0","0","0","0","0","1","0","1","0","0","0","5","4","55.56"
"59","Mike Hoffman","FLA","C","1","13.583333333333","0","1","0","1","1","100.00","2","0.00","0.15","5","5","2","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","-"
"62","Jakob Silfverberg","ANA","R","1","10.016666666667","0","1","1","0","1","100.00","1","0.00","0.19","3","3","3","1","0","0","0","0","0","0","0","1","0","1","0","1","0","0","0","-"
"64","Calvin de Haan","CHI","D","1","16.033333333333","0","1","0","1","1","100.00","3","0.00","0.04","3","3","0","0","0","1","0","0","0","0","0","0","1","0","2","2","1","0","0","-"
"67","Chris Kreider","NYR","C","1","14.6","0","1","0","1","1","50.00","2","0.00","0.22","4","3","2","2","0","0","0","0","0","0","0","0","1","0","3","1","0","2","4","33.33"
"69","Reilly Smith","VGK","R","1","14.866666666667","0","1","1","0","1","100.00","2","0.00","0.22","2","2","1","1","0","0","2","1","1","0","0","0","0","1","0","1","0","0","0","-"
"77","Charlie Coyle","BOS","C","1","15.733333333333","0","1","1","0","1","100.00","0","-","0.05","2","2","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","-"
"95","Andrew Shaw","CHI","C","1","10.183333333333","0","1","1","0","1","100.00","1","0.00","0.06","2","1","2","0","0","0","0","0","0","0","0","0","0","0","1","2","0","1","3","25.00"
"97","Adam Lowry","WPG","L","1","14.233333333333","0","1","0","1","1","100.00","1","0.00","0.01","2","1","1","1","0","0","0","0","0","0","0","0","0","0","2","1","0","10","2","83.33"
"103","Brandon Saad","CHI","L","1","13.066666666667","1","0","0","0","1","100.00","2","50.00","0.19","3","2","2","2","0","0","0","0","0","0","0","0","0","1","1","1","1","1","0","100.00"
"106","Ryan Nugent-Hopkins","EDM","C","1","14.166666666667","1","0","0","0","1","100.00","4","25.00","0.47","6","5","5","2","1","1","0","0","0","0","0","0","0","1","0","1","0","4","2","66.67"
"108","Ryan Strome","NYR","C","1","14.666666666667","0","1","1","0","1","100.00","1","0.00","0.05","1","1","1","0","0","0","4","2","2","0","0","0","1","0","0","1","0","1","6","14.29"
"109","Mark Scheifele","WPG","C","1","18.3","1","0","0","0","1","100.00","3","33.33","0.19","3","3","3","1","0","0","0","0","0","0","0","0","0","1","2","1","1","13","7","65.00"
"116","Rickard Rakell","ANA","R","1","10.65","1","0","0","0","1","100.00","3","33.33","0.39","3","3","3","1","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","-"
"117","Jonathan Marchessault","VGK","C","1","14.4","1","0","0","0","1","100.00","1","100.00","0.05","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","100.00"
"121","Brady Skjei","NYR","D","1","20.516666666667","1","0","0","0","1","100.00","3","33.33","0.14","3","3","1","0","0","0","0","0","0","0","0","0","1","1","5","4","2","0","0","-"
"127","Radek Faksa","DAL","C","1","14.533333333333","1","0","0","0","1","100.00","3","33.33","0.18","4","4","2","2","0","1","0","0","0","0","0","0","0","0","1","4","0","3","12","20.00"
"128","Matt Grzelcyk","BOS","D","1","18.483333333333","0","1","1","0","1","100.00","1","0.00","0.1","2","2","2","0","0","0","0","0","0","0","0","0","1","1","2","2","1","0","0","-"
"129","Esa Lindell","DAL","D","1","18.083333333333","0","1","1","0","1","100.00","1","0.00","0.01","1","1","0","0","0","0","0","0","0","0","0","0","1","0","0","2","1","0","0","-"
"132","Damon Severson","N.J","D","1","18.866666666667","0","1","1","0","1","100.00","0","-","0","1","0","1","0","0","0","0","0","0","0","0","1","0","0","0","1","2","0","0","-"
"133","Dominic Toninato","FLA","C","1","7.4333333333333","1","0","0","0","1","100.00","1","100.00","0.25","1","1","1","1","0","0","7","2","1","1","0","0","1","0","3","0","0","3","2","60.00"
"145","MacKenzie Weegar","FLA","D","1","8.0666666666667","0","1","0","1","1","50.00","1","0.00","0.07","2","1","1","0","0","1","0","0","0","0","0","0","0","0","2","0","1","0","0","-"
"147","Tucker Poolman","WPG","D","1","19.283333333333","0","1","1","0","1","100.00","2","0.00","0.08","4","4","2","0","0","1","0","0","0","0","0","0","2","0","0","1","3","0","0","-"
"150","Pavel Buchnevich","NYR","L","1","17.65","0","1","1","0","1","50.00","0","-","0","1","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","1","0","0","-"
"151","Mattias Janmark","DAL","C","1","11.966666666667","1","0","0","0","1","100.00","1","100.00","0.06","1","1","1","0","0","0","0","0","0","0","0","0","0","1","0","3","0","0","0","-"
