"","Player","Team","Position","GP","TOI","TOI/GP","Goals/60","Total Assists/60","First Assists/60","Second Assists/60","Total Points/60","IPP","Shots/60","SH%","ixG/60","iCF/60","iFF/60","iSCF/60","iHDCF/60","Rush Attempts/60","Rebounds Created/60","PIM/60","Total Penalties/60","Minor/60","Major/60","Misconduct/60","Penalties Drawn/60","Giveaways/60","Takeaways/60","Hits/60","Hits Taken/60","Shots Blocked/60","Faceoffs Won/60","Faceoffs Lost/60","Faceoffs %"
"350","Yegor Sharangovich","N.J","C","1","14.6","14.6","0","0","0","0","0","0.00","16.44","0.00","2.33","16.44","16.44","16.44","8.22","0","0","0","0","0","0","0","4.11","0","4.11","0","0","0","8.22","0","410.96"
"351","Dylan Cozens","BUF","C","1","15.183333333333","15.183333333333","0","0","0","0","0","-","0","-","0.18","7.9","3.95","3.95","0","0","0","0","0","0","0","0","0","0","0","3.95","0","0","3.95","0","395.17"
"352","Nils Hoglander","VAN","L","1","14.85","14.85","0","0","0","0","0","0.00","8.08","0.00","0.81","12.12","12.12","8.08","4.04","0","0","0","0","0","0","0","0","0","4.04","0","20.2","0","0","0","-"
"353","Jack Hughes","N.J","C","1","14.716666666667","14.716666666667","4.08","0","0","0","4.08","100.00","8.15","50.00","0.93","16.31","16.31","12.23","0","0","8.15","0","0","0","0","0","0","8.15","8.15","4.08","0","0","20.39","28.54","169.88"
"354","Ilya Mikheyev","TOR","R","1","10.416666666667","10.416666666667","0","5.76","5.76","0","5.76","100.00","11.52","0.00","0.85","17.28","11.52","5.76","5.76","0","0","0","0","0","0","0","0","0","0","17.28","0","0","0","0","-"
"355","Joel Kiviranta","DAL","L","1","10.966666666667","10.966666666667","0","0","0","0","0","-","5.47","0.00","0.06","5.47","5.47","0","0","0","0","0","0","0","0","0","5.47","5.47","0","10.94","5.47","0","0","0","-"
"356","Marc Michaelis","VAN","L","1","12.266666666667","12.266666666667","0","0","0","0","0","-","4.89","0.00","0.71","9.78","9.78","4.89","0","0","0","0","0","0","0","0","0","0","4.89","4.89","4.89","4.89","0","0","-"
"357","Alexis Lafrenière","NYR","L","1","12.633333333333","12.633333333333","4.75","4.75","4.75","0","9.5","100.00","4.75","100.00","0.26","9.5","4.75","0","0","0","0","0","0","0","0","0","0","0","0","0","4.75","0","0","0","-"
"358","Tim Stützle","OTT","L","1","12.666666666667","12.666666666667","0","0","0","0","0","-","0","-","0","9.47","0","4.74","0","0","0","0","0","0","0","0","0","4.74","0","0","0","4.74","0","0","-"
"359","Mathias Brome","DET","L","1","9.95","9.95","0","0","0","0","0","-","0","-","0.14","12.06","12.06","0","0","0","0","0","0","0","0","0","0","0","12.06","0","0","0","0","0","-"
"360","Artem Zub","OTT","D","1","18.916666666667","18.916666666667","0","0","0","0","0","0.00","0","-","0.03","3.17","3.17","0","0","0","0","0","0","0","0","0","0","6.34","0","0","9.52","0","0","0","-"
