"","Player","Team","Position","GP","TOI","TOI/GP","Goals/60","Total Assists/60","First Assists/60","Second Assists/60","Total Points/60","IPP","Shots/60","SH%","ixG/60","iCF/60","iFF/60","iSCF/60","iHDCF/60","Rush Attempts/60","Rebounds Created/60","PIM/60","Total Penalties/60","Minor/60","Major/60","Misconduct/60","Penalties Drawn/60","Giveaways/60","Takeaways/60","Hits/60","Hits Taken/60","Shots Blocked/60","Faceoffs Won/60","Faceoffs Lost/60","Faceoffs %"
"123","Vincent Trocheck","CAR","C","1","12.716666666667","12.716666666667","0","9.44","0","9.44","9.44","100.00","0","-","0","4.72","0","4.72","0","0","0","9.44","4.72","4.72","0","0","0","9.44","0","0","4.72","0","51.9","37.75","273.16"
"160","Filip Forsberg","NSH","L","1","17.95","17.95","3.34","6.69","0","6.69","10.03","100.00","13.37","25.00","0.84","20.06","16.71","10.03","3.34","0","3.34","0","0","0","0","0","0","6.69","0","6.69","0","0","0","3.34","0.00"
"285","Kevin Rooney","NYR","C","1","11.55","11.55","0","5.19","0","5.19","5.19","100.00","5.19","0.00","0.09","5.19","5.19","0","0","0","0","0","0","0","0","0","0","0","0","5.19","0","5.19","15.58","41.56","141.68"
"177","Connor Brown","OTT","R","1","11.716666666667","11.716666666667","0","5.12","0","5.12","5.12","100.00","5.12","0.00","0.41","10.24","10.24","0","0","0","0","0","0","0","0","0","5.12","0","0","5.12","0","5.12","10.24","0","512.09"
"243","Oskar Lindblom","PHI","L","1","12.3","12.3","0","9.76","4.88","4.88","9.76","100.00","9.76","0.00","0.87","14.63","14.63","9.76","4.88","0","4.88","0","0","0","0","0","0","0","0","0","4.88","0","0","0","-"
"233","Nicolas Aube-Kubel","PHI","R","1","12.483333333333","12.483333333333","0","9.61","4.81","4.81","9.61","100.00","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","19.23","9.61","0","0","0","-"
"47","Sam Gagner","DET","C","1","12.933333333333","12.933333333333","0","4.64","0","4.64","4.64","100.00","0","-","0.06","9.28","4.64","4.64","0","0","0","0","0","0","0","0","0","4.64","0","0","4.64","4.64","9.28","13.92","185.57"
"206","Elias Lindholm","CGY","C","1","12.966666666667","12.966666666667","0","4.63","0","4.63","4.63","33.33","0","-","0","4.63","0","4.63","0","0","0","0","0","0","0","0","0","0","4.63","4.63","0","0","18.51","32.39","168.26"
"35","Cal Clutterbuck","NYI","R","1","13.216666666667","13.216666666667","0","4.54","0","4.54","4.54","50.00","9.08","0.00","0.69","13.62","13.62","13.62","4.54","0","0","0","0","0","0","0","0","9.08","0","22.7","0","4.54","0","0","-"
"135","Ryan Strome","NYR","C","1","13.35","13.35","0","4.49","0","4.49","4.49","50.00","0","-","0.08","4.49","4.49","0","0","0","4.49","0","0","0","0","0","0","0","8.99","4.49","4.49","0","13.48","22.47","168.54"
"38","Jordan Staal","CAR","C","1","13.8","13.8","4.35","4.35","0","4.35","8.7","100.00","4.35","100.00","0.92","4.35","4.35","4.35","4.35","0","0","8.7","4.35","4.35","0","0","0","8.7","4.35","8.7","0","0","43.48","30.43","255.75"
"62","Josh Bailey","NYI","R","1","14.016666666667","14.016666666667","0","4.28","0","4.28","4.28","100.00","8.56","0.00","0.31","12.84","8.56","8.56","0","0","0","0","0","0","0","0","0","0","0","4.28","4.28","8.56","0","0","-"
"207","Sean Monahan","CGY","C","1","14.2","14.2","4.23","4.23","0","4.23","8.45","100.00","4.23","100.00","0.18","4.23","4.23","4.23","0","0","0","8.45","4.23","4.23","0","0","0","8.45","4.23","0","0","0","21.13","16.9","234.74"
"272","Gabriel Carlsson","CBJ","D","1","14.7","14.7","0","4.08","0","4.08","4.08","50.00","0","-","0.07","8.16","4.08","0","0","0","0","0","0","0","0","0","0","0","0","0","12.24","4.08","0","0","-"
"261","Travis Konecny","PHI","R","1","15.016666666667","15.016666666667","0","4","0","4","4","100.00","4","0.00","0.34","11.99","11.99","7.99","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","-"
"263","Mathew Barzal","NYI","C","1","15.116666666667","15.116666666667","0","3.97","0","3.97","3.97","50.00","11.91","0.00","0.8","11.91","11.91","11.91","3.97","0","0","0","0","0","0","0","0","3.97","0","3.97","0","0","7.94","19.85","113.40"
"253","Kyle Connor","WPG","L","1","15.533333333333","15.533333333333","0","3.86","0","3.86","3.86","100.00","11.59","0.00","1.12","15.45","11.59","15.45","11.59","0","0","0","0","0","0","0","0","3.86","7.73","0","19.31","0","0","0","-"
"204","Jonathan Drouin","MTL","L","1","16.483333333333","16.483333333333","0","7.28","3.64","3.64","7.28","100.00","7.28","0.00","0.23","10.92","7.28","3.64","0","0","3.64","7.28","3.64","3.64","0","0","0","7.28","3.64","14.56","3.64","3.64","0","0","-"
"12","Evgeni Malkin","PIT","C","1","16.933333333333","16.933333333333","0","3.54","0","3.54","3.54","50.00","14.17","0.00","1.46","14.17","14.17","14.17","10.63","0","0","0","0","0","0","0","0","0","3.54","0","3.54","0","14.17","17.72","157.48"
"139","Dougie Hamilton","CAR","D","1","17.5","17.5","0","3.43","0","3.43","3.43","50.00","6.86","0.00","0.11","13.71","6.86","6.86","0","3.43","3.43","0","0","0","0","0","0","3.43","0","0","6.86","10.29","0","0","-"
"252","Rasmus Andersson","CGY","D","1","17.583333333333","17.583333333333","0","3.41","0","3.41","3.41","25.00","10.24","0.00","0.25","17.06","17.06","0","0","0","0","6.82","3.41","3.41","0","0","0","0","0","0","3.41","3.41","0","0","-"
"220","Sam Reinhart","BUF","R","1","17.733333333333","17.733333333333","0","3.38","0","3.38","3.38","100.00","0","-","0.05","3.38","3.38","0","0","0","0","0","0","0","0","0","0","0","0","0","3.38","0","0","0","-"
"181","Nate Schmidt","VAN","D","1","17.8","17.8","0","3.37","0","3.37","3.37","50.00","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.37","6.74","0","0","-"
"219","Aaron Ekblad","FLA","D","1","18.4","18.4","0","6.52","3.26","3.26","6.52","100.00","9.78","0.00","0.86","19.57","16.3","9.78","3.26","0","3.26","0","0","0","0","0","0","0","0","0","3.26","0","0","0","-"
"87","David Savard","CBJ","D","1","18.5","18.5","0","3.24","0","3.24","3.24","50.00","0","-","0.03","3.24","3.24","0","0","0","0","0","0","0","0","0","0","0","0","6.49","6.49","6.49","0","0","-"
"10","Joe Pavelski","DAL","C","1","18.766666666667","18.766666666667","0","3.2","0","3.2","3.2","100.00","3.2","0.00","0.29","15.99","9.59","6.39","3.2","0","0","0","0","0","0","0","0","0","0","0","0","3.2","19.18","19.18","159.86"
"11","Mark Giordano","CGY","D","1","19.016666666667","19.016666666667","0","3.16","0","3.16","3.16","33.33","3.16","0.00","0.17","9.47","6.31","0","0","0","0","0","0","0","0","0","0","0","0","3.16","3.16","9.47","0","0","-"
"36","Jeff Petry","MTL","D","1","19.366666666667","19.366666666667","0","3.1","0","3.1","3.1","100.00","6.2","0.00","0.1","18.59","12.39","0","0","0","0","0","0","0","0","0","0","9.29","0","6.2","9.29","3.1","0","0","-"
"189","Jake Guentzel","PIT","L","1","19.833333333333","19.833333333333","0","3.03","0","3.03","3.03","100.00","3.03","0.00","0.33","6.05","3.03","6.05","3.03","0","0","6.05","3.03","3.03","0","0","0","3.03","0","0","12.1","0","0","0","-"
"144","Connor Murphy","CHI","D","1","21.25","21.25","0","2.82","0","2.82","2.82","100.00","8.47","0.00","0.18","19.76","14.12","0","0","0","2.82","0","0","0","0","0","2.82","0","0","5.65","25.41","5.65","0","0","-"
"328","Neal Pionk","WPG","D","1","21.65","21.65","0","2.77","0","2.77","2.77","50.00","5.54","0.00","0.04","11.09","5.54","0","0","0","2.77","0","0","0","0","0","0","8.31","0","11.09","11.09","2.77","0","0","-"
"116","John Klingberg","DAL","D","1","21.733333333333","21.733333333333","0","2.76","0","2.76","2.76","100.00","0","-","0.06","5.52","2.76","2.76","0","0","0","0","0","0","0","0","0","5.52","0","2.76","2.76","0","0","0","-"
"66","Roman Josi","NSH","D","1","23.4","23.4","0","2.56","0","2.56","2.56","33.33","2.56","0.00","0.17","10.26","7.69","5.13","0","0","0","10.26","5.13","5.13","0","0","0","0","0","0","10.26","0","0","0","-"
"84","Mattias Ekholm","NSH","D","1","24.983333333333","24.983333333333","2.4","2.4","0","2.4","4.8","66.67","9.61","25.00","0.32","26.42","14.41","4.8","0","0","2.4","0","0","0","0","0","0","4.8","4.8","0","0","0","0","0","-"
"1","Joe Thornton","TOR","C","1","9.7166666666667","9.7166666666667","0","0","0","0","0","-","0","-","0","6.17","0","6.17","0","0","0","0","0","0","0","0","0","6.17","0","0","0","0","0","0","-"
"2","Jason Spezza","TOR","C","1","13.55","13.55","0","0","0","0","0","-","0","-","0","4.43","0","4.43","0","0","0","0","0","0","0","0","0","4.43","0","4.43","0","0","22.14","8.86","316.29"
"3","Duncan Keith","CHI","D","1","21.633333333333","21.633333333333","0","0","0","0","0","0.00","11.09","0.00","0.86","13.87","11.09","5.55","5.55","0","2.77","0","0","0","0","0","0","2.77","2.77","0","8.32","5.55","0","0","-"
"4","Eric Staal","BUF","C","1","14.833333333333","14.833333333333","0","0","0","0","0","-","8.09","0.00","0.48","16.18","12.13","8.09","0","0","0","0","0","0","0","0","0","0","0","0","0","4.04","8.09","20.22","115.57"
"5","Braydon Coburn","OTT","D","1","15.533333333333","15.533333333333","0","0","0","0","0","-","3.86","0.00","0.18","7.73","3.86","3.86","0","0","0","0","0","0","0","0","3.86","0","0","0","0","0","0","0","-"
"6","Corey Perry","MTL","R","1","10.633333333333","10.633333333333","5.64","0","0","0","5.64","100.00","11.29","50.00","0.64","16.93","16.93","5.64","0","0","0","0","0","0","0","0","0","5.64","0","11.29","5.64","5.64","0","0","-"
"7","Shea Weber","MTL","D","1","18.583333333333","18.583333333333","0","0","0","0","0","0.00","16.14","0.00","0.33","16.14","16.14","0","0","0","0","6.46","3.23","3.23","0","0","0","6.46","6.46","3.23","0","9.69","0","0","-"
"8","Brad Richardson","NSH","R","1","11","11","0","5.45","5.45","0","5.45","100.00","10.91","0.00","0.46","10.91","10.91","5.45","0","0","0","0","0","0","0","0","0","0","0","0","0","0","43.64","0","545.45"
"9","Nate Thompson","WPG","C","1","8.35","8.35","0","0","0","0","0","0.00","7.19","0.00","1.85","7.19","7.19","7.19","7.19","0","0","0","0","0","0","0","0","0","0","0","0","0","7.19","21.56","179.64"
"13","Blake Wheeler","WPG","R","1","20.116666666667","20.116666666667","0","2.98","2.98","0","2.98","50.00","14.91","0.00","0.8","14.91","14.91","11.93","5.97","2.98","0","0","0","0","0","0","0","0","0","2.98","8.95","0","0","0","-"
"14","Travis Zajac","N.J","C","1","11.4","11.4","0","0","0","0","0","-","5.26","0.00","0.09","5.26","5.26","0","0","0","0","0","0","0","0","0","0","0","5.26","5.26","5.26","0","36.84","15.79","368.42"
"15","Blake Comeau","DAL","L","1","14.85","14.85","0","0","0","0","0","0.00","4.04","0.00","0.21","24.24","4.04","12.12","0","0","0","0","0","0","0","0","0","0","0","20.2","4.04","0","4.04","0","404.04"
"16","Carl Soderberg","CHI","C","1","13.633333333333","13.633333333333","0","0","0","0","0","-","4.4","0.00","0.1","8.8","4.4","4.4","0","0","0","0","0","0","0","0","4.4","0","0","8.8","4.4","0","13.2","35.21","120.03"
"17","Andrej Sekera","DAL","D","1","10.8","10.8","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","11.11","5.56","5.56","0","0","0","0","0","11.11","5.56","0","0","0","-"
"18","Alexander Edler","VAN","D","1","19.566666666667","19.566666666667","0","3.07","3.07","0","3.07","50.00","12.27","0.00","0.28","21.47","12.27","3.07","0","0","0","6.13","3.07","3.07","0","0","0","0","0","6.13","6.13","6.13","0","0","-"
"19","Paul Stastny","WPG","C","1","20.85","20.85","5.76","0","0","0","5.76","100.00","8.63","66.67","1.13","14.39","11.51","11.51","8.63","0","0","0","0","0","0","0","2.88","2.88","0","0","0","0","5.76","5.76","143.88"
"20","Sidney Crosby","PIT","C","1","19.016666666667","19.016666666667","0","3.16","3.16","0","3.16","100.00","15.78","0.00","1.19","15.78","15.78","12.62","9.47","0","6.31","0","0","0","0","0","0","0","0","3.16","6.31","3.16","37.86","31.55","172.10"
"21","Bobby Ryan","DET","R","1","13.45","13.45","0","0","0","0","0","-","8.92","0.00","0.98","13.38","13.38","8.92","4.46","0","0","0","0","0","0","0","4.46","0","0","8.92","4.46","0","0","0","-"
"22","Jack Johnson","NYR","D","1","14.516666666667","14.516666666667","0","0","0","0","0","-","4.13","0.00","0.05","4.13","4.13","0","0","0","0","0","0","0","0","0","0","4.13","0","0","0","4.13","0","0","-"
"23","Marc Staal","DET","D","1","18.083333333333","18.083333333333","0","0","0","0","0","-","0","-","0","3.32","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.32","0","0","-"
"24","Andrew Cogliano","DAL","C","1","11.15","11.15","0","0","0","0","0","-","0","-","0.51","10.76","10.76","5.38","5.38","0","0","0","0","0","0","0","5.38","0","5.38","5.38","0","5.38","0","0","-"
"25","Kris Letang","PIT","D","1","22.266666666667","22.266666666667","2.69","0","0","0","2.69","50.00","5.39","50.00","0.16","10.78","8.08","0","0","0","0","0","0","0","0","0","0","5.39","0","0","10.78","0","0","0","-"
"26","Keith Yandle","FLA","D","1","13.333333333333","13.333333333333","0","0","0","0","0","-","4.5","0.00","0.29","18","9","0","0","0","0","0","0","0","0","0","0","4.5","0","0","0","0","0","0","-"
"27","Darren Helm","DET","L","1","11.016666666667","11.016666666667","0","0","0","0","0","-","10.89","0.00","0.6","16.34","10.89","10.89","5.45","0","0","0","0","0","0","0","0","5.45","0","16.34","0","0","0","0","-"
"28","Anton Stralman","FLA","D","1","11.616666666667","11.616666666667","0","0","0","0","0","-","0","-","0.1","5.16","5.16","0","0","0","0","0","0","0","0","0","0","5.16","0","0","5.16","10.33","0","0","-"
"29","Patric Hornqvist","FLA","R","1","13.233333333333","13.233333333333","0","4.53","4.53","0","4.53","100.00","13.6","0.00","2.08","13.6","13.6","9.07","9.07","0","0","0","0","0","0","0","0","0","0","4.53","4.53","0","0","0","-"
"30","Andy Greene","NYI","D","1","17.75","17.75","0","0","0","0","0","0.00","0","-","0","3.38","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.38","0","0","-"
"31","Nick Foligno","CBJ","L","1","13.383333333333","13.383333333333","0","4.48","4.48","0","4.48","50.00","0","-","0","4.48","0","4.48","0","0","0","0","0","0","0","0","8.97","4.48","0","4.48","4.48","0","0","0","-"
"32","Kyle Okposo","BUF","R","1","11.8","11.8","0","0","0","0","0","0.00","0","-","0.2","5.08","5.08","5.08","0","0","0","0","0","0","0","0","0","0","0","10.17","0","0","0","5.08","0.00"
"33","Trevor Lewis","WPG","C","1","7.0833333333333","7.0833333333333","0","0","0","0","0","0.00","16.94","0.00","1.01","16.94","16.94","8.47","8.47","0","0","0","0","0","0","0","0","0","8.47","8.47","0","0","0","0","-"
"34","Milan Lucic","CGY","L","1","13.6","13.6","0","0","0","0","0","-","8.82","0.00","0.44","8.82","8.82","8.82","0","0","0","0","0","0","0","0","0","8.82","4.41","26.47","4.41","0","0","0","-"
"37","Claude Giroux","PHI","C","1","12.533333333333","12.533333333333","9.57","4.79","4.79","0","14.36","100.00","19.15","50.00","2.35","23.94","23.94","19.15","14.36","0","0","0","0","0","0","0","0","0","4.79","0","14.36","0","33.51","28.72","257.77"
"39","Artem Anisimov","OTT","C","1","13.633333333333","13.633333333333","0","0","0","0","0","-","8.8","0.00","0.68","17.6","17.6","17.6","0","0","0","0","0","0","0","0","0","0","4.4","4.4","0","0","8.8","22","125.74"
"40","Mathieu Perreault","WPG","L","1","8.8833333333333","8.8833333333333","6.75","0","0","0","6.75","100.00","6.75","100.00","0.63","13.51","6.75","6.75","6.75","0","0","0","0","0","0","0","0","0","0","6.75","6.75","0","0","6.75","0.00"
"41","Alex Killorn","T.B","L","1","20","20","3","0","0","0","3","50.00","9","33.33","0.3","9","9","3","0","0","0","0","0","0","0","0","0","0","0","6","0","3","0","0","-"
"42","Jamie Benn","DAL","L","1","18.95","18.95","0","3.17","3.17","0","3.17","100.00","0","-","0.12","6.33","3.17","3.17","0","0","0","0","0","0","0","0","0","3.17","3.17","0","3.17","0","3.17","9.5","79.16"
"43","Justin Braun","PHI","D","1","19.533333333333","19.533333333333","0","0","0","0","0","0.00","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.07","6.14","0","0","0","0","-"
"44","Pat Maroon","T.B","L","1","8.1333333333333","8.1333333333333","0","0","0","0","0","-","7.38","0.00","0.51","7.38","7.38","7.38","0","0","0","0","0","0","0","0","0","14.75","0","14.75","7.38","0","0","0","-"
"45","James van Riemsdyk","PHI","L","1","15.9","15.9","0","0","0","0","0","-","3.77","0.00","0.15","3.77","3.77","0","0","0","0","0","0","0","0","0","0","0","0","0","11.32","0","0","0","-"
"46","Paul Byron","MTL","L","1","11.316666666667","11.316666666667","0","0","0","0","0","-","10.6","0.00","1.42","10.6","10.6","10.6","10.6","0","0","0","0","0","0","0","0","0","5.3","10.6","0","0","5.3","0","530.19"
"48","P.K. Subban","N.J","D","1","15.983333333333","15.983333333333","0","0","0","0","0","-","3.75","0.00","0.14","15.02","7.51","3.75","0","0","0","0","0","0","0","0","0","7.51","0","0","3.75","3.75","0","0","-"
"49","Riley Nash","CBJ","C","1","13.216666666667","13.216666666667","0","0","0","0","0","0.00","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4.54","0","18.16","22.7","201.77"
"50","Brendan Smith","NYR","D","1","16.85","16.85","3.56","0","0","0","3.56","33.33","3.56","100.00","0.14","10.68","7.12","0","0","0","0","0","0","0","0","0","3.56","3.56","0","3.56","21.36","3.56","0","0","-"
"51","Brandon Sutter","VAN","C","1","14.966666666667","14.966666666667","0","0","0","0","0","-","4.01","0.00","0.06","4.01","4.01","0","0","0","0","0","0","0","0","0","0","0","4.01","0","4.01","8.02","28.06","20.04","233.85"
"52","Patrick Kane","CHI","R","1","21.05","21.05","0","2.85","2.85","0","2.85","100.00","11.4","0.00","0.63","25.65","17.1","14.25","2.85","0","0","0","0","0","0","0","0","2.85","5.7","0","2.85","0","0","0","-"
"53","Evgenii Dadonov","OTT","R","1","13.083333333333","13.083333333333","0","0","0","0","0","-","4.59","0.00","0.19","9.17","4.59","9.17","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"54","Mikael Backlund","CGY","C","1","16.466666666667","16.466666666667","0","0","0","0","0","-","7.29","0.00","0.37","14.57","10.93","0","0","3.64","0","14.57","3.64","3.64","0","0","0","0","0","0","0","0","47.37","21.86","249.31"
"55","Ryan McDonagh","T.B","D","1","24.4","24.4","0","0","0","0","0","-","2.46","0.00","0.07","7.38","2.46","2.46","0","0","0","0","0","0","0","0","0","4.92","0","7.38","2.46","12.3","0","0","-"
"56","Jakub Voracek","PHI","R","1","15.4","15.4","0","0","0","0","0","-","11.69","0.00","0.94","15.58","15.58","11.69","3.9","0","0","0","0","0","0","0","0","0","7.79","3.9","7.79","0","0","0","-"
"57","Jake Muzzin","TOR","D","1","19.733333333333","19.733333333333","0","0","0","0","0","0.00","6.08","0.00","0.21","9.12","9.12","3.04","0","0","0","0","0","0","0","0","0","0","0","3.04","3.04","3.04","0","0","-"
"58","Jay Beagle","VAN","C","1","8.6","8.6","0","0","0","0","0","-","6.98","0.00","0.48","6.98","6.98","6.98","0","0","0","13.95","6.98","6.98","0","0","0","0","0","0","0","0","0","0","-"
"59","Steven Stamkos","T.B","C","1","16.933333333333","16.933333333333","3.54","0","0","0","3.54","100.00","10.63","33.33","0.75","14.17","10.63","10.63","0","0","0","0","0","0","0","0","3.54","0","0","3.54","7.09","0","21.26","10.63","236.22"
"60","Zach Bogosian","TOR","D","1","12.633333333333","12.633333333333","0","0","0","0","0","-","0","-","0","9.5","0","0","0","0","0","0","0","0","0","0","0","0","0","4.75","0","4.75","0","0","-"
"61","Luke Schenn","T.B","D","1","9.9833333333333","9.9833333333333","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","12.02","6.01","0","12.02","0","0","0","-"
"63","Tyler Myers","VAN","D","1","18.566666666667","18.566666666667","0","0","0","0","0","-","6.46","0.00","0.09","16.16","6.46","3.23","0","0","0","0","0","0","0","0","0","0","0","3.23","0","0","0","0","-"
"64","Michael Del Zotto","CBJ","D","1","13.1","13.1","0","0","0","0","0","0.00","0","-","0.04","4.58","4.58","0","0","0","0","0","0","0","0","0","0","0","0","9.16","4.58","4.58","0","0","-"
"65","Jordan Eberle","NYI","R","1","14.683333333333","14.683333333333","4.09","4.09","4.09","0","8.17","100.00","4.09","100.00","1.45","8.17","8.17","8.17","4.09","0","0","0","0","0","0","0","4.09","4.09","4.09","0","8.17","0","0","0","-"
"67","Travis Hamonic","VAN","D","1","18.533333333333","18.533333333333","0","0","0","0","0","-","12.95","0.00","0.28","19.42","16.19","3.24","0","0","0","0","0","0","0","0","0","0","3.24","3.24","12.95","3.24","0","0","-"
"68","TJ Brodie","TOR","D","1","19.866666666667","19.866666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.02","3.02","12.08","0","0","-"
"69","Mark Borowiecki","NSH","D","1","11.3","11.3","0","0","0","0","0","0.00","5.31","0.00","0.14","10.62","10.62","0","0","0","0","10.62","5.31","5.31","0","0","0","0","0","5.31","5.31","5.31","0","0","-"
"70","Matt Martin","NYI","L","1","11.033333333333","11.033333333333","10.88","0","0","0","10.88","100.00","27.19","40.00","2.75","27.19","27.19","21.75","10.88","0","5.44","0","0","0","0","0","0","0","0","5.44","0","5.44","0","0","-"
"71","Cam Atkinson","CBJ","R","1","15.483333333333","15.483333333333","0","0","0","0","0","-","7.75","0.00","0.13","7.75","7.75","0","0","0","3.88","7.75","3.88","3.88","0","0","0","0","0","3.88","3.88","0","0","0","-"
"72","Jordie Benn","VAN","D","1","14.816666666667","14.816666666667","0","0","0","0","0","-","4.05","0.00","0.59","12.15","12.15","4.05","4.05","0","0","0","0","0","0","0","0","0","0","0","8.1","4.05","0","0","-"
"73","Antoine Roussel","VAN","L","1","9.2666666666667","9.2666666666667","0","0","0","0","0","-","0","-","0","12.95","0","6.47","0","0","0","0","0","0","0","0","0","0","0","25.9","0","6.47","0","0","-"
"74","Tyler Johnson","T.B","C","1","12.45","12.45","0","0","0","0","0","-","9.64","0.00","0.31","9.64","9.64","4.82","0","0","0","0","0","0","0","0","0","0","4.82","14.46","0","4.82","9.64","9.64","240.96"
"75","Kyle Palmieri","N.J","R","1","11.366666666667","11.366666666667","0","0","0","0","0","-","21.11","0.00","2.04","36.95","36.95","26.39","5.28","0","10.56","10.56","5.28","5.28","0","0","0","0","5.28","0","5.28","0","0","0","-"
"76","John Tavares","TOR","C","1","18.716666666667","18.716666666667","0","0","0","0","0","-","9.62","0.00","1.1","22.44","16.03","16.03","3.21","0","3.21","0","0","0","0","0","0","0","0","0","9.62","0","19.23","19.23","160.28"
"77","Victor Hedman","T.B","D","1","23.8","23.8","0","2.52","2.52","0","2.52","50.00","5.04","0.00","0.31","17.65","5.04","10.08","2.52","0","0","0","0","0","0","0","0","2.52","0","0","5.04","15.13","0","0","-"
"78","Matt Duchene","NSH","C","1","12.15","12.15","0","0","0","0","0","0.00","19.75","0.00","2.35","29.63","29.63","19.75","9.88","0","0","0","0","0","0","0","0","4.94","0","0","4.94","4.94","29.63","19.75","296.30"
"79","Calvin de Haan","CHI","D","1","18.7","18.7","0","0","0","0","0","-","0","-","0.07","9.63","3.21","6.42","0","0","0","0","0","0","0","0","0","3.21","0","12.83","3.21","16.04","0","0","-"
"80","Dmitry Kulikov","N.J","D","1","17.2","17.2","0","0","0","0","0","-","3.49","0.00","0.09","10.47","6.98","3.49","3.49","0","0","0","0","0","0","0","0","13.95","0","10.47","3.49","0","0","0","-"
"81","Nick Leddy","NYI","D","1","19.35","19.35","0","0","0","0","0","-","3.1","0.00","0.2","9.3","6.2","6.2","0","0","0","0","0","0","0","0","0","3.1","0","0","0","9.3","0","0","-"
"82","Chris Kreider","NYR","L","1","10.383333333333","10.383333333333","11.56","0","0","0","11.56","100.00","23.11","50.00","3.04","34.67","28.89","23.11","11.56","0","0","0","0","0","0","0","0","0","0","0","0","5.78","5.78","11.56","192.62"
"83","Tomas Tatar","MTL","L","1","15.05","15.05","0","0","0","0","0","-","3.99","0.00","0.34","7.97","3.99","3.99","0","0","0","0","0","0","0","0","0","0","0","3.99","7.97","7.97","0","0","-"
"85","Sami Vatanen","N.J","D","1","15.316666666667","15.316666666667","0","3.92","3.92","0","3.92","100.00","3.92","0.00","0.05","11.75","3.92","0","0","0","0","0","0","0","0","0","0","11.75","3.92","3.92","0","0","0","0","-"
"86","Casey Cizikas","NYI","C","1","12.016666666667","12.016666666667","0","9.99","9.99","0","9.99","100.00","9.99","0.00","0.41","9.99","9.99","4.99","4.99","0","0","0","0","0","0","0","0","0","0","0","14.98","0","24.97","9.99","356.65"
"88","Cody Eakin","BUF","C","1","10.416666666667","10.416666666667","0","5.76","5.76","0","5.76","100.00","11.52","0.00","0.83","11.52","11.52","11.52","5.76","0","5.76","0","0","0","0","0","0","5.76","5.76","17.28","5.76","0","28.8","23.04","320.00"
"89","Ben Chiarot","MTL","D","1","20.916666666667","20.916666666667","0","0","0","0","0","-","2.87","0.00","0.03","5.74","2.87","0","0","0","0","0","0","0","0","0","0","5.74","0","2.87","8.61","0","0","0","-"
"90","Erik Haula","NSH","L","1","12.533333333333","12.533333333333","0","0","0","0","0","-","4.79","0.00","0.24","4.79","4.79","0","0","0","0","0","0","0","0","0","0","0","0","4.79","4.79","0","4.79","4.79","239.36"
"91","Anders Lee","NYI","L","1","13.933333333333","13.933333333333","0","4.31","4.31","0","4.31","50.00","4.31","0.00","0.23","8.61","8.61","4.31","0","0","4.31","8.61","4.31","4.31","0","0","4.31","0","0","4.31","8.61","0","4.31","0","430.62"
"92","Justin Dowling","DAL","C","1","6.5166666666667","6.5166666666667","0","0","0","0","0","-","9.21","0.00","0.93","18.41","9.21","9.21","9.21","0","0","0","0","0","0","0","0","0","0","9.21","0","0","18.41","0","920.72"
"93","Radko Gudas","FLA","D","1","20.95","20.95","0","0","0","0","0","0.00","8.59","0.00","0.18","11.46","11.46","0","0","0","0","0","0","0","0","0","2.86","0","0","11.46","0","0","0","0","-"
"94","Christopher Tanev","CGY","D","1","19.233333333333","19.233333333333","0","0","0","0","0","0.00","3.12","0.00","0.04","3.12","3.12","0","0","0","0","0","0","0","0","0","0","3.12","0","0","6.24","3.12","0","0","-"
"95","Calle Jarnkrok","NSH","C","1","12.233333333333","12.233333333333","0","0","0","0","0","-","4.9","0.00","0.11","4.9","4.9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4.9","0.00"
"96","Justin Holl","TOR","D","1","19.883333333333","19.883333333333","0","0","0","0","0","0.00","0","-","0.24","6.04","3.02","6.04","0","0","0","6.04","3.02","3.02","0","0","3.02","0","6.04","0","6.04","3.02","0","0","-"
"97","Tyler Toffoli","MTL","C","1","18.35","18.35","3.27","0","0","0","3.27","50.00","9.81","33.33","1.03","13.08","13.08","9.81","6.54","0","0","0","0","0","0","0","0","3.27","3.27","6.54","3.27","0","0","3.27","0.00"
"98","Patrik Nemeth","DET","D","1","14.416666666667","14.416666666667","0","0","0","0","0","-","0","-","0","8.32","0","4.16","0","0","0","0","0","0","0","0","0","0","0","4.16","12.49","4.16","0","0","-"
"99","Jon Merrill","DET","D","1","18.516666666667","18.516666666667","0","0","0","0","0","-","6.48","0.00","0.12","6.48","6.48","0","0","0","0","0","0","0","0","0","3.24","3.24","0","3.24","0","6.48","0","0","-"
