"","Player","Team","Position","GP","TOI","Goals","Total Assists","First Assists","Second Assists","Total Points","IPP","Shots","SH%","ixG","iCF","iFF","iSCF","iHDCF","Rush Attempts","Rebounds Created","PIM","Total Penalties","Minor","Major","Misconduct","Penalties Drawn","Giveaways","Takeaways","Hits","Hits Taken","Shots Blocked","Faceoffs Won","Faceoffs Lost","Faceoffs %"
"6","Blake Wheeler","WPG","R","1","15.683333333333","0","2","1","1","2","100.00","3","0.00","0.23","4","3","2","2","0","0","0","0","0","0","0","0","0","1","1","2","0","0","0","-"
"9","Paul Stastny","WPG","C","1","11.8","0","2","2","0","2","100.00","0","-","0.1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","1","0","0","6","4","60.00"
"50","Craig Smith","BOS","C","1","14.016666666667","1","1","0","1","2","100.00","2","50.00","0.19","4","3","3","1","1","0","0","0","0","0","0","0","0","0","0","4","0","0","0","-"
"54","Charlie Coyle","BOS","C","1","12.65","1","1","1","0","2","100.00","2","50.00","0.19","3","2","3","1","0","0","2","1","1","0","0","1","0","1","1","1","0","4","3","57.14"
"71","Mark Scheifele","WPG","C","1","16.383333333333","1","1","0","1","2","100.00","3","33.33","0.81","5","4","4","1","0","0","0","0","0","0","0","2","0","1","0","2","0","8","7","53.33"
"97","Nick Paul","OTT","L","1","13.1","1","1","1","0","2","100.00","2","50.00","0.04","3","2","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","2","1","66.67"
"98","Andrew Copp","WPG","C","1","12.766666666667","2","0","0","0","2","100.00","6","33.33","1.3","10","8","8","7","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"102","Jonathan Drouin","MTL","L","1","10.3","1","1","0","1","2","100.00","2","50.00","0.2","3","2","3","2","1","0","0","0","0","0","0","0","0","0","1","1","0","0","0","-"
"120","Kyle Connor","WPG","L","1","16.5","1","1","1","0","2","100.00","1","100.00","0.14","3","2","3","1","0","0","0","0","0","0","0","0","1","1","1","1","1","0","0","-"
"162","Robert Thomas","STL","C","1","11.583333333333","0","2","2","0","2","100.00","1","0.00","0.03","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","2","0","6","0","100.00"
"172","Eric Robinson","CBJ","L","1","12.166666666667","1","1","0","1","2","100.00","3","33.33","0.25","4","3","2","0","1","0","0","0","0","0","0","0","0","1","5","1","0","0","0","-"
"3","Corey Perry","MTL","R","1","13.733333333333","1","0","0","0","1","100.00","4","25.00","0.4","5","4","4","2","1","0","2","1","1","0","0","0","0","1","0","1","1","0","0","-"
"4","Patrice Bergeron","BOS","C","1","13.383333333333","0","1","1","0","1","100.00","2","0.00","0.09","3","2","2","1","0","1","0","0","0","0","0","0","0","0","2","0","1","9","7","56.25"
"11","Nathan Gerbe","CBJ","C","1","9.1166666666667","0","1","0","1","1","100.00","1","0.00","0.04","2","2","0","0","0","0","2","1","1","0","0","0","1","0","2","0","1","0","0","-"
"12","Brad Marchand","BOS","L","1","13.333333333333","1","0","0","0","1","100.00","3","33.33","0.25","5","4","2","1","1","1","0","0","0","0","0","0","1","0","1","0","0","0","1","0.00"
"13","Nick Foligno","CBJ","L","1","11.8","1","0","0","0","1","100.00","1","100.00","0.26","2","2","2","1","0","0","0","0","0","0","0","0","0","0","3","0","1","4","1","80.00"
"17","Artem Anisimov","OTT","C","1","13.233333333333","0","1","1","0","1","50.00","1","0.00","0.04","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","2","1","1","4","20.00"
