"","Player","Team","Position","GP","TOI","Goals","Total Assists","First Assists","Second Assists","Total Points","IPP","Shots","SH%","ixG","iCF","iFF","iSCF","iHDCF","Rush Attempts","Rebounds Created","PIM","Total Penalties","Minor","Major","Misconduct","Penalties Drawn","Giveaways","Takeaways","Hits","Hits Taken","Shots Blocked","Faceoffs Won","Faceoffs Lost","Faceoffs %"
"291","Jason Robertson","DAL","L","1","12.316666666667","0","4","3","1","4","100.00","2","0.00","0.14","3","2","2","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","-"
"13","Travis Zajac","N.J","C","1","12.316666666667","0","3","1","2","3","100.00","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","2","1","12","7","63.16"
"19","Sidney Crosby","PIT","C","1","17.45","1","1","1","0","2","100.00","1","100.00","0.16","5","2","1","0","0","0","2","1","1","0","0","0","1","2","0","2","0","7","9","43.75"
"67","Tyler Johnson","T.B","C","1","11.466666666667","1","1","1","0","2","100.00","3","33.33","0.23","3","3","3","1","0","0","0","0","0","0","0","1","0","0","1","0","0","1","1","50.00"
"92","Evgeny Kuznetsov","WSH","C","1","11.333333333333","0","2","2","0","2","100.00","1","0.00","0.03","1","1","1","0","0","0","0","0","0","0","0","0","0","2","0","0","0","5","8","38.46"
"103","Taylor Hall","BUF","L","1","16.583333333333","0","2","1","1","2","100.00","4","0.00","0.49","5","4","4","3","0","1","0","0","0","0","0","1","0","0","0","1","0","0","0","-"
"121","Blake Coleman","T.B","C","1","12.4","1","1","1","0","2","100.00","1","100.00","0.08","3","2","1","0","0","0","0","0","0","0","0","0","0","1","0","2","0","0","0","-"
"168","MacKenzie Weegar","FLA","D","1","19.816666666667","0","2","2","0","2","200.00","0","-","0.04","2","1","1","0","0","0","0","0","0","0","0","0","1","0","0","1","2","0","0","-"
"196","Sam Reinhart","BUF","R","1","16.883333333333","2","0","0","0","2","100.00","2","100.00","0.22","3","3","2","1","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","-"
"201","Jakub Vrana","WSH","L","1","10.15","2","0","0","0","2","100.00","2","100.00","0.17","4","3","4","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","-"
"226","Erik Cernak","T.B","D","1","17.566666666667","1","1","0","1","2","100.00","3","33.33","0.09","5","4","2","0","0","1","5","1","0","1","0","0","0","0","1","1","0","0","0","-"
"230","Roope Hintz","DAL","L","1","11.216666666667","1","1","1","0","2","66.67","1","100.00","0.19","2","2","2","1","0","0","0","0","0","0","0","0","1","0","1","0","0","6","6","50.00"
"274","Janne Kuokkanen","N.J","L","1","12.083333333333","1","1","1","0","2","100.00","2","50.00","0.18","2","2","1","1","0","0","2","1","1","0","0","0","0","0","0","0","2","0","0","-"
"298","Neal Pionk","WPG","D","1","21.35","0","2","1","1","2","66.67","3","0.00","0.07","4","4","0","0","0","0","2","1","1","0","0","0","0","1","3","0","0","0","0","-"
"322","Joel Kiviranta","DAL","L","1","10.85","1","1","0","1","2","50.00","2","50.00","0.23","2","2","1","1","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","-"
"5","Eric Staal","BUF","C","1","13.166666666667","0","1","1","0","1","100.00","2","0.00","0.22","3","2","2","2","0","1","0","0","0","0","0","0","0","0","2","1","0","3","3","50.00"
"9","Joe Pavelski","DAL","C","1","14.033333333333","1","0","0","0","1","50.00","2","50.00","0.41","3","3","3","2","0","1","0","0","0","0","0","0","1","0","1","1","1","6","2","75.00"
"11","Evgeni Malkin","PIT","C","1","17.316666666667","0","1","1","0","1","100.00","0","-","0","1","0","0","0","0","0","0","0","0","0","0","0","2","2","2","2","1","3","10","23.08"
"21","Jack Johnson","NYR","D","1","16.483333333333","1","0","0","0","1","100.00","2","50.00","0.05","3","2","1","0","0","0","0","0","0","0","0","0","0","0","1","4","1","0","0","-"
"32","Kyle Okposo","BUF","R","1","10.383333333333","0","1","0","1","1","100.00","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","0","0","0","-"
"36","Claude Giroux","PHI","C","1","16.316666666667","1","0","0","0","1","100.00","3","33.33","0.45","4","3","3","2","0","0","0","0","0","0","0","0","0","0","0","3","1","15","5","75.00"
"37","Jordan Staal","CAR","C","1","13.866666666667","1","0","0","0","1","100.00","2","50.00","0.09","2","2","2","0","0","0","0","0","0","0","0","0","0","1","3","2","0","10","5","66.67"
"38","Nicklas Backstrom","WSH","C","1","18.8","0","1","0","1","1","100.00","1","0.00","0.03","2","2","0","0","0","0","0","0","0","0","0","1","2","1","0","0","1","11","8","57.89"
"41","Jamie Benn","DAL","L","1","11.283333333333","0","1","1","0","1","100.00","1","0.00","0.14","2","2","1","1","0","1","0","0","0","0","0","0","1","0","0","0","1","3","1","75.00"
"42","Justin Braun","PHI","D","1","15.166666666667","0","1","0","1","1","100.00","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","-"
"43","Pat Maroon","T.B","L","1","10.15","0","1","1","0","1","100.00","1","0.00","0.08","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"44","James van Riemsdyk","PHI","L","1","16.133333333333","1","0","0","0","1","100.00","2","50.00","0.24","5","4","3","2","0","0","0","0","0","0","0","0","1","2","2","2","0","0","0","-"
"45","Sam Gagner","DET","C","1","11.016666666667","0","1","1","0","1","100.00","1","0.00","0.07","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","50.00"
"52","Jakub Voracek","PHI","R","1","19.483333333333","0","1","1","0","1","100.00","5","0.00","0.64","9","8","6","2","0","2","2","1","1","0","0","0","1","0","0","3","0","0","1","0.00"
"59","Michael Del Zotto","CBJ","D","1","16.25","1","0","0","0","1","100.00","1","100.00","0.17","3","2","3","2","0","1","0","0","0","0","0","0","1","1","2","2","1","0","0","-"
"61","John Carlson","WSH","D","1","17.683333333333","0","1","1","0","1","50.00","5","0.00","0.11","7","5","1","0","0","0","0","0","0","0","0","0","1","0","1","0","1","0","0","-"
"63","TJ Brodie","TOR","D","1","18.416666666667","0","1","1","0","1","100.00","0","-","0.04","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","-"
"69","John Tavares","TOR","C","1","16.8","0","1","1","0","1","100.00","3","0.00","0.25","4","3","4","2","0","0","0","0","0","0","0","1","0","0","2","2","0","10","3","76.92"
"71","Calvin de Haan","CHI","D","1","17.783333333333","0","1","0","1","1","100.00","0","-","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","2","0","0","-"
"74","Chris Kreider","NYR","L","1","13.616666666667","0","1","0","1","1","100.00","1","0.00","0.02","3","1","0","0","0","0","0","0","0","0","0","0","0","0","6","2","1","0","2","0.00"
"75","Dmitry Orlov","WSH","D","1","20.533333333333","1","0","0","0","1","100.00","4","25.00","0.22","6","5","3","0","0","0","0","0","0","0","0","0","0","2","2","2","2","0","0","-"
"77","Richard Panik","WSH","R","1","12.4","0","1","1","0","1","100.00","2","0.00","0.12","4","3","3","0","1","0","0","0","0","0","0","0","0","1","3","3","1","1","0","100.00"
"94","Patrik Nemeth","DET","D","1","14.25","1","0","0","0","1","100.00","1","100.00","0.02","1","1","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","-"
"98","Kevin Hayes","PHI","C","1","12.716666666667","1","0","0","0","1","100.00","2","50.00","0.11","2","2","2","0","0","0","2","1","1","0","0","0","0","1","0","1","0","2","3","40.00"
"99","Riley Sheahan","BUF","C","1","11.733333333333","1","0","0","0","1","100.00","1","100.00","0.19","1","1","1","1","0","0","0","0","0","0","0","0","1","0","0","1","0","3","6","33.33"
"102","Zach Hyman","TOR","L","1","20.4","1","0","0","0","1","50.00","2","50.00","0.16","6","2","6","2","0","0","0","0","0","0","0","0","0","0","2","2","0","0","0","-"
"104","Ryan Johansen","NSH","C","1","14.233333333333","1","0","0","0","1","100.00","1","100.00","0.21","5","2","4","2","0","0","0","0","0","0","0","0","0","0","1","3","1","5","10","33.33"
