"","Player","Team","Position","GP","TOI","Goals","Total Assists","First Assists","Second Assists","Total Points","IPP","Shots","SH%","ixG","iCF","iFF","iSCF","iHDCF","Rush Attempts","Rebounds Created","PIM","Total Penalties","Minor","Major","Misconduct","Penalties Drawn","Giveaways","Takeaways","Hits","Hits Taken","Shots Blocked","Faceoffs Won","Faceoffs Lost","Faceoffs %"
"278","Connor McDavid","EDM","C","1","19.2","0","3","3","0","3","100.00","3","0.00","0.74","5","5","4","3","0","2","0","0","0","0","0","2","0","0","1","1","1","7","8","46.67"
"25","Sidney Crosby","PIT","C","1","19.466666666667","0","2","1","1","2","100.00","3","0.00","0.25","5","4","1","1","1","0","0","0","0","0","0","0","2","1","0","1","0","11","14","44.00"
"27","Anze Kopitar","L.A","C","1","15.516666666667","1","1","1","0","2","100.00","2","50.00","0.15","2","2","2","1","1","0","0","0","0","0","0","0","0","0","1","2","0","8","5","61.54"
"55","Patrick Kane","CHI","R","1","14.366666666667","0","2","1","1","2","66.67","2","0.00","0.09","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","-"
"94","Brayden Schenn","STL","C","1","16.683333333333","2","0","0","0","2","100.00","3","66.67","0.58","4","4","4","2","0","0","0","0","0","0","0","0","0","0","0","2","0","11","10","52.38"
"170","Connor Murphy","CHI","D","1","16.866666666667","1","1","0","1","2","50.00","2","50.00","0.05","2","2","1","0","0","0","0","0","0","0","0","1","0","0","2","7","1","0","0","-"
"180","Morgan Rielly","TOR","D","1","18.733333333333","0","2","0","2","2","200.00","2","0.00","0.06","2","2","1","0","0","0","2","1","1","0","0","0","1","0","2","2","1","0","0","-"
"247","Leon Draisaitl","EDM","C","1","15.316666666667","1","1","0","1","2","100.00","3","33.33","0.2","3","3","3","1","0","0","0","0","0","0","0","0","0","1","0","0","0","5","5","50.00"
"335","Jordan Kyrou","STL","C","1","12.483333333333","0","2","2","0","2","100.00","2","0.00","0.38","5","2","2","2","0","1","0","0","0","0","0","1","0","1","1","0","0","0","0","-"
"371","Pius Suter","CHI","C","1","14.4","2","0","0","0","2","100.00","3","66.67","0.34","3","3","3","2","0","0","0","0","0","0","0","0","0","0","0","3","0","4","2","66.67"
