"","Player","Team","Position","GP","TOI","Goals","Total Assists","First Assists","Second Assists","Total Points","IPP","Shots","SH%","ixG","iCF","iFF","iSCF","iHDCF","Rush Attempts","Rebounds Created","PIM","Total Penalties","Minor","Major","Misconduct","Penalties Drawn","Giveaways","Takeaways","Hits","Hits Taken","Shots Blocked","Faceoffs Won","Faceoffs Lost","Faceoffs %"
"158","Jonathan Huberdeau","FLA","L","1","14.333333333333","2","2","2","0","4","80.00","5","40.00","0.5","6","6","3","2","0","1","0","0","0","0","0","0","1","1","2","1","0","0","0","-"
"176","Mike Matheson","FLA","D","1","16.666666666667","1","2","0","2","3","60.00","1","100.00","0.02","5","2","1","0","0","1","0","0","0","0","0","2","1","0","2","1","0","0","0","-"
"224","Aleksander Barkov","FLA","C","1","14.766666666667","2","1","1","0","3","60.00","4","50.00","0.61","5","4","5","3","1","0","0","0","0","0","0","0","1","0","0","2","0","7","10","41.18"
"30","Andrej Sekera","DAL","D","1","12.366666666667","0","2","2","0","2","100.00","0","-","0.01","1","1","0","0","0","0","0","0","0","0","0","1","1","0","0","1","1","0","0","-"
"46","Jeff Petry","MTL","D","1","14.05","1","1","1","0","2","66.67","3","33.33","0.07","5","3","3","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","-"
"56","Jamie Benn","DAL","L","1","16.016666666667","1","1","0","1","2","100.00","2","50.00","0.25","6","6","4","1","0","0","0","0","0","0","0","1","0","0","7","4","2","1","1","50.00"
"68","Evgenii Dadonov","FLA","R","1","14.45","0","2","1","1","2","40.00","5","0.00","0.52","5","5","4","4","1","1","0","0","0","0","0","0","0","0","0","1","1","0","0","-"
"71","Jakub Voracek","PHI","R","1","16.7","0","2","2","0","2","100.00","2","0.00","0.3","4","3","4","1","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","-"
"127","Jaden Schwartz","STL","L","1","13.4","2","0","0","0","2","100.00","4","50.00","0.36","4","4","1","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","-"
"174","Tanner Pearson","VAN","L","1","11.833333333333","2","0","0","0","2","100.00","3","66.67","0.92","5","4","3","0","0","0","0","0","0","0","0","0","1","1","0","1","2","0","0","-"
"228","Rasmus Ristolainen","BUF","D","1","15.116666666667","1","1","1","0","2","100.00","3","33.33","0.12","5","3","1","0","0","1","0","0","0","0","0","0","0","1","3","2","0","0","0","-"
"229","Bo Horvat","VAN","C","1","12.916666666667","0","2","2","0","2","100.00","0","-","0.11","3","2","2","1","0","0","0","0","0","0","0","0","1","1","1","0","0","12","0","100.00"
"308","Conor Garland","ARI","R","1","13.483333333333","1","1","1","0","2","100.00","6","16.67","0.43","6","6","4","1","0","1","0","0","0","0","0","0","0","0","0","1","1","0","0","-"
"313","Matthew Tkachuk","CGY","L","1","12.466666666667","0","2","0","2","2","100.00","1","0.00","0.26","6","4","4","0","1","1","4","2","2","0","0","0","0","1","2","2","0","0","0","-"
"336","Nick Suzuki","MTL","C","1","14.483333333333","0","2","1","1","2","100.00","1","0.00","0.08","2","2","1","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","5","16.67"
"9","Ryan Suter","MIN","D","1","19.116666666667","0","1","1","0","1","100.00","2","0.00","0.11","5","3","1","1","0","1","0","0","0","0","0","0","0","0","3","0","1","0","0","-"
"15","Loui Eriksson","VAN","L","1","10.883333333333","0","1","0","1","1","50.00","2","0.00","0.19","3","3","2","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"16","Patrice Bergeron","BOS","C","1","10.333333333333","0","1","0","1","1","100.00","2","0.00","0.13","2","2","2","1","0","0","0","0","0","0","0","0","1","1","1","0","2","8","5","61.54"
"17","Shea Weber","MTL","D","1","17.183333333333","1","0","0","0","1","100.00","2","50.00","0.03","5","3","0","0","0","0","0","0","0","0","0","0","0","0","2","0","2","0","0","-"
"23","Alexander Radulov","DAL","R","1","15.016666666667","1","0","0","0","1","100.00","1","100.00","0.06","2","2","1","0","0","0","0","0","0","0","0","1","0","0","2","3","0","0","0","-"
"27","Carl Soderberg","ARI","C","1","10.216666666667","0","1","0","1","1","100.00","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","4","3","57.14"
"31","Alexander Edler","VAN","D","1","16.8","0","1","0","1","1","50.00","1","0.00","0.01","1","1","0","0","0","0","2","1","1","0","0","0","0","0","1","0","0","0","0","-"
"38","Nathan Gerbe","CBJ","C","1","15.583333333333","0","1","0","1","1","100.00","2","0.00","0.09","2","2","1","1","0","0","2","1","1","0","0","1","0","0","1","1","0","0","0","-"
"39","Anton Stralman","FLA","D","1","19.266666666667","0","1","0","1","1","50.00","1","0.00","0.01","1","1","0","0","0","0","0","0","0","0","0","0","1","1","1","2","1","0","0","-"
"41","Brad Marchand","BOS","L","1","10.333333333333","0","1","1","0","1","100.00","0","-","0.55","1","1","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","-"
"42","Nick Foligno","CBJ","L","1","16.5","0","1","1","0","1","100.00","2","0.00","0.08","3","2","1","0","1","1","2","1","1","0","0","0","0","0","1","0","2","0","0","-"
