first_name,last_name,position,injury_status,reg_line,pp_line,starting_goalie,game_date,slate,team,opp,spread,over_under,implied_team_score,salary,L5_dvp_rank,L5_ppg_floor,L5_ppg_avg,L5_ppg_max,ppg_projection,value_projection,ppg_actual,value_actual
Carey,Price,G,,1,,YES,2021-02-04,Main,MTL,OTT,-1.5,6.5,4.1,8600,31,-1.6,20.8,35.2,20.5,2.38
Auston,Matthews,C,,1,1,,2021-02-04,Main,TOR,VAN,-1.5,6.5,3.7,8700,14,20.0,21.5,23.7,20.3,2.34
Jordan,Binnington,G,,1,,YES,2021-02-04,Main,STL,ARI,-1.5,5.5,3.1,7600,27,20.8,25.6,29.6,20.0,2.63
Anton,Khudobin,G,,1,,,2021-02-04,Main,DAL,CBJ,-1.5,5,2.6,8100,20,-6.4,19.7,47.2,19.8,2.44
Connor,Hellebuyck,G,,1,,YES,2021-02-04,Main,WPG,CGY,+1.5,6,2.9,7700,22,8.0,16.5,30.4,18.9,2.45
Frederik,Andersen,G,,1,,,2021-02-04,Main,TOR,VAN,-1.5,6.5,3.7,8100,12,5.6,16.0,28.0,18.7,2.30
Sergei,Bobrovsky,G,,1,,YES,2021-02-04,Main,FLA,NSH,-1.5,6,3,7300,24,10.4,18.2,24.0,18.1,2.48
Joonas,Korpisalo,G,,2,,YES,2021-02-04,Main,CBJ,DAL,+1.5,5,2.4,7200,4,-5.6,17.0,32.8,18.0,2.50
James,Reimer,G,,1,,,2021-02-04,Main,CAR,CHI,-1.5,6,3.4,8300,28,7.2,19.4,28.8,17.8,2.15
Mitchell,Marner,W,,1,1,,2021-02-04,Main,TOR,VAN,-1.5,6.5,3.7,7600,8,13.3,20.2,25.3,17.7,2.33
Alex,Ovechkin,W,,1,1,,2021-02-04,Main,WSH,NYR,+1.5,6,3,8400,21,4.8,16.5,33.3,17.6,2.10
Thatcher,Demko,G,,1,,YES,2021-02-04,Main,VAN,TOR,+1.5,6.5,2.8,7700,5,0.0,22.1,41.6,17.2,2.23
Antti,Raanta,G,,2,,YES,2021-02-04,Main,ARI,STL,+1.5,5.5,2.4,7300,1,-8.0,12.5,24.8,17.2,2.36
Jacob,Markstrom,G,,1,,,2021-02-04,Main,CGY,WPG,-1.5,6,3.1,8000,17,-2.4,20.5,49.6,17.1,2.13
Igor,Shesterkin,G,,1,,YES,2021-02-04,Main,NYR,WSH,-1.5,6,3,7300,6,0.8,13.1,28.0,17.1,2.34
John,Carlson,D,,1,1,,2021-02-04,Main,WSH,NYR,+1.5,6,3,7200,5,11.2,21.0,30.1,16.9,2.34
Matt,Murray,G,,1,,,2021-02-04,Main,OTT,MTL,+1.5,6.5,2.4,6600,10,-7.2,-1.4,3.2,16.7,2.53
Sebastian,Aho,C,,1,1,,2021-02-04,Main,CAR,CHI,-1.5,6,3.4,7600,19,3.2,13.4,25.3,16.3,2.15
