first_name,last_name,position,injury_status,reg_line,pp_line,starting_goalie,game_date,slate,team,opp,spread,over_under,implied_team_score,salary,L5_dvp_rank,L5_ppg_floor,L5_ppg_avg,L5_ppg_max,ppg_projection,value_projection,ppg_actual,value_actual
Andrei,Vasilevskiy,G,,1,,,2021-03-11,Main,TBL,DET,-1.5,5.5,3.6,8700,28,16.0,28.8,42.4,20.6,2.37
Semyon,Varlamov,G,,1,,,2021-03-11,Main,NYI,NJD,-1.5,5.5,3.2,8600,31,5.6,24.2,33.6,20.2,2.34
Sergei,Bobrovsky,G,,1,,YES,2021-03-11,Main,FLA,CBJ,-1.5,5.5,2.9,7900,29,12.0,25.4,34.4,20.1,2.54
Auston,Matthews,C,,1,1,,2021-03-11,Main,TOR,WPG,-1.5,6.5,3.7,8900,26,4.8,17.4,34.1,19.6,2.21
James,Reimer,G,,1,,,2021-03-11,Main,CAR,NSH,-1.5,5.5,3.3,8200,25,7.2,18.7,32.8,19.5,2.38
Frederik,Andersen,G,,1,,,2021-03-11,Main,TOR,WPG,-1.5,6.5,3.7,8100,16,-0.8,17.4,29.6,19.5,2.40
Jaroslav,Halak,G,,1,,,2021-03-11,Main,BOS,NYR,-1.5,5.5,3.1,7800,4,-4.0,17.8,36.8,19.4,2.49
Jack,Campbell,G,DTD,,,,2021-03-11,Main,TOR,WPG,-1.5,6.5,3.7,8100,16,10.4,22.7,44.0,19.3,2.39
Casey,DeSmith,G,,1,,,2021-03-11,Main,PIT,BUF,-1.5,6,3.5,7700,20,8.8,18.1,26.4,19.2,2.49
Carey,Price,G,,1,,,2021-03-11,Main,MTL,CGY,+1.5,5.5,2.8,7700,14,-0.8,20.6,30.4,19.1,2.48
David,Pastrnak,W,,1,1,,2021-03-11,Main,BOS,NYR,-1.5,5.5,3.1,8500,15,11.2,17.7,25.6,18.7,2.20
Filip,Forsberg,W,,1,1,,2021-03-11,Main,NSH,CAR,+1.5,5.5,2.2,7500,7,16.0,22.2,36.0,18.4,2.45
Craig,Anderson,G,,,,,2021-03-11,Main,WSH,PHI,+1.5,6,3,6500,26,-3.2,18.9,32.8,18.2,2.80
Ilya,Samsonov,G,,1,,,2021-03-11,Main,WSH,PHI,+1.5,6,3,8300,26,0.8,15.5,36.8,18.2,2.19
Brian,Elliott,G,,1,,,2021-03-11,Main,PHI,WSH,-1.5,6,3,7400,8,2.4,19.5,38.4,18.2,2.46
Patrick,Kane,W,,1,1,,2021-03-11,Main,CHI,DAL,+1.5,5.5,2.5,8400,2,1.6,17.6,32.8,18.1,2.15
Ilya,Sorokin,G,,2,,,2021-03-11,Main,NYI,NJD,-1.5,5.5,3.2,8600,31,4.0,23.2,36.0,17.9,2.08
Anton,Khudobin,G,,1,,,2021-03-11,Main,DAL,CHI,-1.5,5.5,3,7500,11,-11.2,16.2,54.4,17.8,2.37
Alex,Nedeljkovic,G,,2,,,2021-03-11,Main,CAR,NSH,-1.5,5.5,3.3,8200,25,12.0,28.3,39.2,17.3,2.11
Connor,Hellebuyck,G,,1,,,2021-03-11,Main,WPG,TOR,+1.5,6.5,2.8,7800,22,-4.0,18.2,40.0,17.3,2.22
Joonas,Korpisalo,G,,1,,,2021-03-11,Main,CBJ,FLA,+1.5,5.5,2.6,7000,12,-1.6,12.6,23.2,17.1,2.45
Ondrej,Palat,W,,1,1,,2021-03-11,Main,TBL,DET,-1.5,5.5,3.6,6000,27,11.7,19.1,32.2,16.9,2.82
Kevin,Lankinen,G,,1,,,2021-03-11,Main,CHI,DAL,+1.5,5.5,2.5,7200,19,2.4,15.4,39.2,16.7,2.31
Joel,Farabee,W,,1,1,,2021-03-11,Main,PHI,WSH,-1.5,6,3,5600,14,0.0,18.5,32.0,16.7,2.98
Alexandar,Georgiev,G,,1,,YES,2021-03-11,Main,NYR,BOS,+1.5,5.5,2.4,7100,30,-9.6,11.5,28.8,16.6,2.33
Jeff,Petry,D,,2,2,,2021-03-11,Main,MTL,CGY,+1.5,5.5,2.8,6300,23,14.4,19.8,27.4,16.5,2.62
Tristan,Jarry,G,,2,,,2021-03-11,Main,PIT,BUF,-1.5,6,3.5,7700,20,8.8,21.9,36.0,16.5,2.14
Aaron,Dell,G,,,,,2021-03-11,Main,NJD,NYI,+1.5,5.5,2.3,6700,2,-6.4,8.3,20.8,16.5,2.46
Alex,DeBrincat,W,,1,1,,2021-03-11,Main,CHI,DAL,+1.5,5.5,2.5,7200,2,4.8,21.3,46.1,16.5,2.28
Alex,Ovechkin,W,,1,1,,2021-03-11,Main,WSH,PHI,+1.5,6,3,8000,26,6.4,14.4,26.4,16.4,2.05
Jacob,Markstrom,G,,1,,,2021-03-11,Main,CGY,MTL,-1.5,5.5,2.7,7400,13,-12.0,5.3,24.0,16.2,2.19
Michael,Hutchinson,G,,2,,,2021-03-11,Main,TOR,WPG,-1.5,6.5,3.7,8100,16,8.0,23.4,44.8,16.0,1.98
Pekka,Rinne,G,,1,,,2021-03-11,Main,NSH,CAR,+1.5,5.5,2.2,7000,3,-3.2,10.7,28.0,15.9,2.27
Sebastian,Aho,C,,1,1,,2021-03-11,Main,CAR,NSH,-1.5,5.5,3.3,7300,31,6.4,20.2,30.9,15.8,2.16
Sidney,Crosby,C,,1,1,,2021-03-11,Main,PIT,BUF,-1.5,6,3.5,8000,24,4.8,16.2,21.6,15.7,1.96
Jake,Guentzel,W,,1,1,,2021-03-11,Main,PIT,BUF,-1.5,6,3.5,7400,30,9.6,15.8,28.2,15.6,2.11
Tuukka,Rask,G,DTD,2,,,2021-03-11,Main,BOS,NYR,-1.5,5.5,3.1,7800,4,-1.6,13.6,24.0,15.6,2.00
Victor,Hedman,D,,1,1,,2021-03-11,Main,TBL,DET,-1.5,5.5,3.6,7000,27,11.7,18.9,32.2,15.6,2.23
Brad,Marchand,W,,1,1,,2021-03-11,Main,BOS,NYR,-1.5,5.5,3.1,7600,15,3.2,15.8,36.8,15.5,2.04
Sean,Couturier,C,,1,1,,2021-03-11,Main,PHI,WSH,-1.5,6,3,7700,9,4.8,15.1,19.7,15.5,2.01
Jonathan,Bernier,G,,1,,,2021-03-11,Main,DET,TBL,+1.5,5.5,1.9,6600,7,2.4,17.0,33.6,15.2,2.30
Kyle,Connor,W,,2,1,,2021-03-11,Main,WPG,TOR,+1.5,6.5,2.8,6800,3,3.2,16.4,36.5,15.2,2.23
Aleksander,Barkov,C,,1,1,,2021-03-11,Main,FLA,CBJ,-1.5,5.5,2.9,7200,6,3.2,16.8,34.6,15.1,2.09
Tyler,Toffoli,W,,2,1,,2021-03-11,Main,MTL,CGY,+1.5,5.5,2.8,6600,18,6.4,17.4,23.2,15.0,2.27
Scott,Wedgewood,G,,1,,,2021-03-11,Main,NJD,NYI,+1.5,5.5,2.3,6700,2,-0.8,13.3,52.0,15.0,2.24
Carter,Hutton,G,,1,,,2021-03-11,Main,BUF,PIT,+1.5,6,2.5,6800,1,-0.8,5.3,16.8,14.9,2.18
Vincent,Trocheck,C,,2,1,,2021-03-11,Main,CAR,NSH,-1.5,5.5,3.3,6200,31,17.3,18.2,18.9,14.9,2.41
Curtis,McElhinney,G,,2,,,2021-03-11,Main,TBL,DET,-1.5,5.5,3.6,8700,28,-12.0,11.5,32.8,14.8,1.71
David,Rittich,G,,2,,,2021-03-11,Main,CGY,MTL,-1.5,5.5,2.7,7400,13,-3.2,15.0,24.8,14.7,1.99
Vitek,Vanecek,G,,2,,,2021-03-11,Main,WSH,PHI,+1.5,6,3,8300,26,-4.8,16.3,24.8,14.6,1.75
Matthew,Tkachuk,W,,1,1,,2021-03-11,Main,CGY,MTL,-1.5,5.5,2.7,6200,4,1.6,15.6,27.2,14.6,2.35
