first_name,last_name,position,injury_status,reg_line,pp_line,starting_goalie,game_date,slate,team,opp,spread,over_under,implied_team_score,salary,L5_dvp_rank,L5_ppg_floor,L5_ppg_avg,L5_ppg_max,ppg_projection,value_projection,ppg_actual,value_actual
Auston,Matthews,C,,1,1,,2021-03-25,Main,TOR,OTT,-1.5,6.5,4.1,8300,11,3.2,12.3,29.6,21.7,2.61
Andrei,Vasilevskiy,G,,1,,,2021-03-25,Main,TBL,DAL,-1.5,5.5,3.1,8800,22,19.2,22.7,32.0,20.1,2.29
Jack,Campbell,G,,1,,YES,2021-03-25,Main,TOR,OTT,-1.5,6.5,4.1,8000,15,12.8,29.6,44.8,19.4,2.43
Marc-Andre,Fleury,G,,1,,,2021-03-25,Main,VGK,COL,+1.5,5.5,2.4,8500,4,10.4,20.5,35.2,18.6,2.19
Philipp,Grubauer,G,,1,,,2021-03-25,Main,COL,VGK,-1.5,5.5,3.1,8200,10,23.2,29.8,44.8,18.3,2.23
Kaapo,Kahkonen,G,,1,,,2021-03-25,Main,MIN,STL,-1.5,5.5,2.8,8300,16,4.8,27.4,44.8,17.8,2.15
Casey,DeSmith,G,,1,,,2021-03-25,Main,PIT,BUF,-1.5,6,3.8,8200,29,14.4,24.8,39.2,17.7,2.16
David,Pastrnak,W,,1,1,,2021-03-25,Main,BOS,NYI,-1.5,5,2.6,8400,26,4.8,18.2,30.6,17.4,2.07
Sidney,Crosby,C,,1,1,,2021-03-25,Main,PIT,BUF,-1.5,6,3.8,8200,30,8.0,18.7,31.2,17.3,2.11
Kevin,Lankinen,G,,1,,,2021-03-25,Main,CHI,FLA,+1.5,6.5,3.2,7100,31,3.2,15.4,30.4,17.3,2.43
Alex,Ovechkin,W,DTD,1,1,,2021-03-25,Main,WSH,NJD,-1.5,6,3.5,8300,24,9.6,20.5,27.2,16.9,2.03
Sergei,Bobrovsky,G,,1,,YES,2021-03-25,Main,FLA,CHI,-1.5,6.5,3.4,7700,23,-0.8,15.7,28.0,16.6,2.15
Thomas,Greiss,G,,1,,,2021-03-25,Main,DET,NSH,+1.5,5.5,2.4,6700,9,4.0,11.5,17.6,16.5,2.46
Filip,Gustavsson,G,,1,,,2021-03-25,Main,OTT,TOR,+1.5,6.5,2.4,6700,14,6.4,24.3,36.0,16.4,2.45
