first_name,last_name,position,injury_status,reg_line,pp_line,starting_goalie,game_date,slate,team,opp,spread,over_under,implied_team_score,salary,L5_dvp_rank,L5_ppg_floor,L5_ppg_avg,L5_ppg_max,ppg_projection,value_projection,ppg_actual,value_actual
Connor,McDavid,C,,1,1,,2021-02-25,Main,EDM,VAN,-1.5,6.5,3.5,9000,27,3.2,26.1,57.8,21.0,2.33
Malcolm,Subban,G,,2,,YES,2021-02-25,Main,CHI,CBJ,+1.5,5.5,2.7,7400,18,0.0,15.4,32.0,19.2,2.59
David,Rittich,G,,1,,YES,2021-02-25,Main,CGY,OTT,-1.5,6,3.3,8000,13,-2.4,16.0,47.2,19.1,2.39
Jake,Oettinger,G,,1,,YES,2021-02-25,Main,DAL,FLA,+1.5,5.5,2.6,7600,26,2.4,12.2,18.4,19.1,2.52
Connor,Hellebuyck,G,,1,,YES,2021-02-25,Main,WPG,MTL,+1.5,6,2.9,8400,27,9.6,22.6,40.8,18.8,2.24
Mikko,Koskinen,G,,1,,,2021-02-25,Main,EDM,VAN,-1.5,6.5,3.5,8100,23,-6.4,19.0,42.4,18.7,2.30
Alex,Ovechkin,W,,1,1,,2021-02-25,Main,WSH,PIT,-1.5,6.5,3.3,8200,19,4.8,9.7,14.9,18.6,2.26
David,Pastrnak,W,,1,1,,2021-02-25,Main,BOS,NYI,-1.5,5.5,2.9,8700,10,0.0,18.0,42.4,18.0,2.07
Semyon,Varlamov,G,,1,,,2021-02-25,Main,NYI,BOS,+1.5,5.5,2.6,8100,10,0.0,19.2,31.2,18.0,2.22
Jaroslav,Halak,G,,2,,YES,2021-02-25,Main,BOS,NYI,-1.5,5.5,2.9,8500,14,6.4,20.6,36.8,17.9,2.10
Vitek,Vanecek,G,,1,,YES,2021-02-25,Main,WSH,PIT,-1.5,6.5,3.3,8100,7,4.0,16.6,28.8,17.9,2.21
Pekka,Rinne,G,,1,,YES,2021-02-25,Main,NSH,DET,-1.5,5.5,3,7000,30,4.8,21.0,39.2,17.4,2.48
Leon,Draisaitl,C,,2,1,,2021-02-25,Main,EDM,VAN,-1.5,6.5,3.5,8400,27,1.6,16.9,34.1,17.3,2.06
Tristan,Jarry,G,,1,,YES,2021-02-25,Main,PIT,WSH,+1.5,6.5,3.3,7900,17,19.2,25.0,32.8,17.1,2.17
Carey,Price,G,,1,,,2021-02-25,Main,MTL,WPG,-1.5,6,3.1,8200,11,-2.4,8.3,24.8,17.1,2.09
Linus,Ullmark,G,,1,,,2021-02-25,Main,BUF,NJD,+1.5,5.5,2.7,7300,16,2.4,16.0,40.8,16.6,2.28
