first_name,last_name,position,injury_status,reg_line,pp_line,starting_goalie,game_date,slate,team,opp,spread,over_under,implied_team_score,salary,L5_dvp_rank,L5_ppg_floor,L5_ppg_avg,L5_ppg_max,ppg_projection,value_projection,ppg_actual,value_actual
Jordan,Binnington,G,,1,,YES,2021-01-23,Main,STL,LAK,-1.5,5.5,3.2,7300,16,-4.8,12.6,28.8,21.2,2.90
Connor,Hellebuyck,G,,1,,,2021-01-23,Main,WPG,OTT,-1.5,6,3.2,8400,18,0.8,17.1,30.4,19.5,2.32
Braden,Holtby,G,,1,,,2021-01-23,Main,VAN,MTL,+1.5,6.5,3,7200,4,2.4,15.7,23.2,17.9,2.49
Jaroslav,Halak,G,,2,,YES,2021-01-23,Main,BOS,PHI,-1.5,5.5,3,8500,1,-6.4,8.3,15.2,17.8,2.09
Carter,Hart,G,,1,,YES,2021-01-23,Main,PHI,BOS,+1.5,5.5,2.5,8300,31,-1.6,14.6,28.8,17.8,2.15
Carey,Price,G,,1,,,2021-01-23,Main,MTL,VAN,-1.5,6.5,3.5,8300,25,-1.6,11.4,35.2,17.6,2.12
Mark,Scheifele,C,,1,1,,2021-01-23,Main,WPG,OTT,-1.5,6,3.2,7400,27,0.0,15.1,23.2,17.0,2.29
Matt,Murray,G,,1,,,2021-01-23,Main,OTT,WPG,+1.5,6,2.8,6900,12,1.6,8.8,17.6,16.6,2.41
Kyle,Connor,W,,1,1,,2021-01-23,Main,WPG,OTT,-1.5,6,3.2,7500,13,9.6,18.9,33.3,16.4,2.19
Patrice,Bergeron,C,,1,1,,2021-01-23,Main,BOS,PHI,-1.5,5.5,3,7500,28,3.2,15.9,26.8,16.1,2.15
Blake,Wheeler,W,,1,1,,2021-01-23,Main,WPG,OTT,-1.5,6,3.2,6700,13,4.8,13.6,28.5,16.0,2.39
Brad,Marchand,W,,1,1,,2021-01-23,Main,BOS,PHI,-1.5,5.5,3,8200,14,0.0,11.0,24.2,16.0,1.95
Anze,Kopitar,C,,1,1,,2021-01-23,Main,LAK,STL,+1.5,5.5,2.3,7300,19,3.2,15.3,26.1,14.3,1.96
Elias,Pettersson,C,,1,1,,2021-01-23,Main,VAN,MTL,+1.5,6.5,3,6500,26,0.0,3.8,6.4,13.4,2.07
Shea,Weber,D,,1,1,,2021-01-23,Main,MTL,VAN,-1.5,6.5,3.5,5800,21,4.8,12.4,20.5,13.2,2.27
Nikolaj,Ehlers,W,,2,2,,2021-01-23,Main,WPG,OTT,-1.5,6,3.2,5800,13,4.8,13.1,21.6,12.9,2.22
Quinn,Hughes,D,,1,1,,2021-01-23,Main,VAN,MTL,+1.5,6.5,3,5500,19,4.8,12.5,21.8,12.8,2.33
Brock,Boeser,W,,1,1,,2021-01-23,Main,VAN,MTL,+1.5,6.5,3,6800,4,0.0,10.1,39.4,12.8,1.88
Charlie,McAvoy,D,,1,2,,2021-01-23,Main,BOS,PHI,-1.5,5.5,3,4600,4,3.2,5.4,8.0,12.6,2.73
Neal,Pionk,D,,2,2,,2021-01-23,Main,WPG,OTT,-1.5,6,3.2,4900,11,4.8,9.6,12.8,12.5,2.56
Torey,Krug,D,,1,1,,2021-01-23,Main,STL,LAK,-1.5,5.5,3.2,4900,25,4.8,7.0,9.6,12.4,2.53
Bo,Horvat,C,,2,1,,2021-01-23,Main,VAN,MTL,+1.5,6.5,3,6700,26,1.6,17.4,39.9,12.3,1.83
Ryan,O'Reilly,C,,1,1,,2021-01-23,Main,STL,LAK,-1.5,5.5,3.2,6200,3,3.2,8.3,14.4,12.2,1.96
J.T.,Miller,W,,1,1,,2021-01-23,Main,VAN,MTL,+1.5,6.5,3,7100,4,1.6,14.5,28.2,12.1,1.70
Brady,Tkachuk,W,,1,1,,2021-01-23,Main,OTT,WPG,+1.5,6,2.8,6500,20,3.2,13.0,36.0,11.8,1.81
Tomas,Tatar,W,,1,2,,2021-01-23,Main,MTL,VAN,-1.5,6.5,3.5,6200,25,1.6,14.1,30.4,11.7,1.89
Drew,Doughty,D,,1,1,,2021-01-23,Main,LAK,STL,+1.5,5.5,2.3,5000,31,3.2,13.1,22.1,11.7,2.35
Josh,Morrissey,D,,1,1,,2021-01-23,Main,WPG,OTT,-1.5,6,3.2,4300,11,1.6,7.4,19.2,11.6,2.70
Nick,Suzuki,C,,2,1,,2021-01-23,Main,MTL,VAN,-1.5,6.5,3.5,5900,31,10.1,15.0,22.1,11.6,1.96
David,Krejci,C,,2,1,,2021-01-23,Main,BOS,PHI,-1.5,5.5,3,5700,28,3.2,13.9,25.3,11.5,2.02
Alex,Iafallo,W,,1,1,,2021-01-23,Main,LAK,STL,+1.5,5.5,2.3,4800,26,1.6,7.5,11.7,11.5,2.40
Brayden,Schenn,C,,2,1,,2021-01-23,Main,STL,LAK,-1.5,5.5,3.2,5300,3,3.2,9.6,21.6,11.4,2.15
Travis,Konecny,W,,2,2,,2021-01-23,Main,PHI,BOS,+1.5,5.5,2.5,6900,8,1.6,20.5,49.3,11.2,1.62
Brendan,Gallagher,W,,1,2,,2021-01-23,Main,MTL,VAN,-1.5,6.5,3.5,7100,25,1.6,12.3,26.4,11.1,1.57
Nate,Schmidt,D,,3,2,,2021-01-23,Main,VAN,MTL,+1.5,6.5,3,4500,19,1.6,5.9,16.8,11.0,2.44
Evgenii,Dadonov,W,,2,1,,2021-01-23,Main,OTT,WPG,+1.5,6,2.8,4600,20,0.0,5.9,16.5,11.0,2.38
Jaden,Schwartz,W,,2,1,,2021-01-23,Main,STL,LAK,-1.5,5.5,3.2,5800,24,1.6,11.5,28.8,11.0,1.90
Ivan,Provorov,D,,1,1,,2021-01-23,Main,PHI,BOS,+1.5,5.5,2.5,5300,24,1.6,10.5,18.1,10.9,2.06
Jeff,Petry,D,,2,1,,2021-01-23,Main,MTL,VAN,-1.5,6.5,3.5,5500,21,13.2,20.5,35.7,10.8,1.95
Kevin,Hayes,C,,1,2,,2021-01-23,Main,PHI,BOS,+1.5,5.5,2.5,5800,8,0.0,16.7,28.0,10.7,1.84
Connor,Brown,W,,3,2,,2021-01-23,Main,OTT,WPG,+1.5,6,2.8,4500,20,0.0,8.6,14.4,10.5,2.33
Thomas,Chabot,D,,1,1,,2021-01-23,Main,OTT,WPG,+1.5,6,2.8,5300,23,1.6,8.6,20.5,10.4,1.96
Claude,Giroux,W,,1,1,,2021-01-23,Main,PHI,BOS,+1.5,5.5,2.5,6900,8,0.0,8.5,16.5,10.3,1.49
Tyler,Toffoli,W,,3,1,,2021-01-23,Main,MTL,VAN,-1.5,6.5,3.5,4900,25,3.2,22.6,47.7,10.0,2.03
Paul,Stastny,C,,2,1,,2021-01-23,Main,WPG,OTT,-1.5,6,3.2,4800,27,0.0,6.1,16.0,10.0,2.09
Ben,Chiarot,D,,1,,,2021-01-23,Main,MTL,VAN,-1.5,6.5,3.5,3600,21,3.2,7.9,22.1,9.9,2.74
Jonathan,Drouin,W,,2,1,,2021-01-23,Main,MTL,VAN,-1.5,6.5,3.5,4600,25,0.0,7.8,26.1,9.8,2.14
Colton,Parayko,D,,1,,,2021-01-23,Main,STL,LAK,-1.5,5.5,3.2,5200,25,6.4,11.5,20.8,9.7,1.87
Travis,Sanheim,D,,1,,,2021-01-23,Main,PHI,BOS,+1.5,5.5,2.5,3900,24,1.6,7.5,18.4,9.7,2.48
Jeff,Carter,W,,2,2,,2021-01-23,Main,LAK,STL,+1.5,5.5,2.3,4600,26,4.8,17.2,31.2,9.6,2.08
Andrew,Copp,W,,2,2,,2021-01-23,Main,WPG,OTT,-1.5,6,3.2,3700,13,3.2,7.4,17.6,9.6,2.59
Jake,DeBrusk,W,,1,2,,2021-01-23,Main,BOS,PHI,-1.5,5.5,3,4500,14,1.6,4.5,9.6,9.5,2.12
James,van Riemsdyk,W,,3,1,,2021-01-23,Main,PHI,BOS,+1.5,5.5,2.5,5000,8,3.2,14.8,29.3,9.5,1.90
Matt,Roy,D,,2,,,2021-01-23,Main,LAK,STL,+1.5,5.5,2.3,3500,31,1.6,8.1,18.1,9.5,2.72
Tyler,Myers,D,,2,,,2021-01-23,Main,VAN,MTL,+1.5,6.5,3,3700,19,3.2,14.3,30.4,9.4,2.54
Craig,Smith,W,,3,2,,2021-01-23,Main,BOS,PHI,-1.5,5.5,3,4200,14,1.6,5.8,14.4,9.4,2.25
Tanner,Pearson,W,,2,2,,2021-01-23,Main,VAN,MTL,+1.5,6.5,3,4700,4,0.0,1.6,3.2,9.4,2.01
Mike,Hoffman,W,,3,2,,2021-01-23,Main,STL,LAK,-1.5,5.5,3.2,5500,24,3.2,12.3,24.2,9.3,1.69
Dustin,Brown,W,,3,1,,2021-01-23,Main,LAK,STL,+1.5,5.5,2.3,5400,26,3.2,9.6,15.7,9.3,1.72
Drake,Batherson,W,,1,1,,2021-01-23,Main,OTT,WPG,+1.5,6,2.8,3400,20,0.0,10.8,26.1,8.9,2.61
Andreas,Athanasiou,W,,2,2,,2021-01-23,Main,LAK,STL,+1.5,5.5,2.3,3700,26,4.8,11.8,15.2,8.8,2.36
Phillip,Danault,C,,1,,,2021-01-23,Main,MTL,VAN,-1.5,6.5,3.5,4600,31,1.6,6.1,17.6,8.7,1.90
Adrian,Kempe,W,,1,1,,2021-01-23,Main,LAK,STL,+1.5,5.5,2.3,4600,26,4.8,11.9,20.0,8.7,1.88
Jesperi,Kotkaniemi,C,,3,2,,2021-01-23,Main,MTL,VAN,-1.5,6.5,3.5,3900,31,3.2,10.4,23.2,8.7,2.22
Derek,Stepan,C,,2,2,,2021-01-23,Main,OTT,WPG,+1.5,6,2.8,4800,24,4.8,11.1,18.4,8.7,1.81
Charlie,Coyle,C,,3,2,,2021-01-23,Main,BOS,PHI,-1.5,5.5,3,4300,28,1.6,8.5,17.6,8.5,1.98
Derek,Forbort,D,,2,,,2021-01-23,Main,WPG,OTT,-1.5,6,3.2,3500,11,1.6,8.6,16.0,8.5,2.43
Erik,Gustafsson,D,,2,2,,2021-01-23,Main,PHI,BOS,+1.5,5.5,2.5,4500,24,0.0,8.2,18.6,8.4,1.87
Oskar,Lindblom,W,,2,1,,2021-01-23,Main,PHI,BOS,+1.5,5.5,2.5,3800,8,0.0,11.2,20.0,8.4,2.21
Nick,Paul,C,,3,,,2021-01-23,Main,OTT,WPG,+1.5,6,2.8,3400,20,1.6,8.5,15.2,8.3,2.43
Nikita,Zaitsev,D,,2,,,2021-01-23,Main,OTT,WPG,+1.5,6,2.8,3900,23,4.8,12.2,17.6,8.3,2.13
Josh,Norris,C,,1,1,,2021-01-23,Main,OTT,WPG,+1.5,6,2.8,3900,24,0.0,10.3,22.1,8.3,2.13
Mikey,Anderson,D,,2,,,2021-01-23,Main,LAK,STL,+1.5,5.5,2.3,3500,31,0.0,4.8,9.6,8.2,2.33
Jakub,Voracek,W,,3,2,,2021-01-23,Main,PHI,BOS,+1.5,5.5,2.5,6400,8,1.6,12.8,27.7,8.1,1.26
Justin,Braun,D,,2,,,2021-01-23,Main,PHI,BOS,+1.5,5.5,2.5,3700,24,1.6,3.8,9.6,8.0,2.17
Chris,Tierney,C,,3,,,2021-01-23,Main,OTT,WPG,+1.5,6,2.8,4500,24,1.6,9.8,15.2,8.0,1.78
Nils,Hoglander,W,,2,2,,2021-01-23,Main,VAN,MTL,+1.5,6.5,3,3500,4,3.2,5.4,9.6,7.9,2.26
Jake,Virtanen,W,,3,2,,2021-01-23,Main,VAN,MTL,+1.5,6.5,3,3500,4,0.0,5.3,15.2,7.9,2.25
Justin,Faulk,D,,2,,,2021-01-23,Main,STL,LAK,-1.5,5.5,3.2,3900,25,1.6,10.6,36.8,7.8,2.01
Joel,Edmundson,D,,2,,,2021-01-23,Main,MTL,VAN,-1.5,6.5,3.5,3500,21,1.6,7.0,17.6,7.7,2.19
Zach,Sanford,W,,1,2,,2021-01-23,Main,STL,LAK,-1.5,5.5,3.2,4600,24,1.6,5.1,14.4,7.6,1.66
Jordan,Kyrou,W,,2,,,2021-01-23,Main,STL,LAK,-1.5,5.5,3.2,3600,24,0.0,10.6,24.8,7.5,2.09
Nolan,Patrick,C,,2,1,,2021-01-23,Main,PHI,BOS,+1.5,5.5,2.5,4500,8,1.6,10.2,17.3,7.5,1.67
David,Perron,W,,1,1,,2021-01-23,Main,STL,LAK,-1.5,5.5,3.2,5700,24,1.6,6.7,14.4,7.4,1.29
Gabriel,Vilardi,C,,3,2,,2021-01-23,Main,LAK,STL,+1.5,5.5,2.3,3400,19,1.6,12.8,26.9,7.4,2.19
Tyler,Bozak,C,,3,2,,2021-01-23,Main,STL,LAK,-1.5,5.5,3.2,3700,24,1.6,8.1,18.1,7.3,1.96
Vince,Dunn,D,,2,2,,2021-01-23,Main,STL,LAK,-1.5,5.5,3.2,3600,25,0.0,7.0,14.4,7.3,2.02
Nick,Ritchie,W,,2,1,,2021-01-23,Main,BOS,PHI,-1.5,5.5,3,3400,14,1.6,11.1,23.7,7.3,2.14
Dylan,DeMelo,D,,,,,2021-01-23,Main,WPG,OTT,-1.5,6,3.2,3500,11,1.6,3.8,8.0,7.2,2.06
Robert,Hagg,D,,3,,,2021-01-23,Main,PHI,BOS,+1.5,5.5,2.5,3600,24,0.0,2.6,6.4,7.2,2.01
Sean,Walker,D,,3,2,,2021-01-23,Main,LAK,STL,+1.5,5.5,2.3,3700,31,1.6,10.8,16.0,7.2,1.95
Adam,Lowry,C,,3,2,,2021-01-23,Main,WPG,OTT,-1.5,6,3.2,3200,27,1.6,8.3,16.8,7.2,2.24
Mike,Reilly,D,,2,2,,2021-01-23,Main,OTT,WPG,+1.5,6,2.8,3800,23,3.2,6.5,14.9,7.1,1.88
Jakub,Zboril,D,,3,2,,2021-01-23,Main,BOS,PHI,-1.5,5.5,3,3500,4,0.0,2.6,4.8,7.1,2.03
Joel,Farabee,W,,1,2,,2021-01-23,Main,PHI,BOS,+1.5,5.5,2.5,4100,8,1.6,11.2,43.4,6.9,1.69
Erik,Gudbranson,D,,1,,,2021-01-23,Main,OTT,WPG,+1.5,6,2.8,3500,23,1.6,5.1,9.6,6.7,1.93
Marco,Scandella,D,DTD,,,,2021-01-23,Main,STL,LAK,-1.5,5.5,3.2,3500,25,0.0,1.9,4.8,6.5,1.87
Alexander,Romanov,D,,3,2,,2021-01-23,Main,MTL,VAN,-1.5,6.5,3.5,4200,21,4.8,11.1,19.7,6.4,1.52
Brandon,Carlo,D,,2,,,2021-01-23,Main,BOS,PHI,-1.5,5.5,3,3500,4,1.6,6.9,15.2,6.0,1.71
Brogan,Rafferty,D,,3,,,2021-01-23,Main,VAN,MTL,+1.5,6.5,3,3500,19,1.6,6.4,11.2,6.0,1.71
Christian,Wolanin,D,,,,,2021-01-23,Main,OTT,WPG,+1.5,6,2.8,3500,23,0.0,3.2,4.8,6.0,1.71
Jeremy,Lauzon,D,,1,,,2021-01-23,Main,BOS,PHI,-1.5,5.5,3,3500,4,3.2,5.4,6.4,5.8,1.65
Artem,Anisimov,C,,,,,2021-01-23,Main,OTT,WPG,+1.5,6,2.8,3500,24,0.0,9.7,40.5,5.6,1.61
Mathieu,Perreault,W,,4,,,2021-01-23,Main,WPG,OTT,-1.5,6,3.2,3300,13,0.0,1.6,3.2,5.6,1.70
Josh,Brown,D,,3,,,2021-01-23,Main,OTT,WPG,+1.5,6,2.8,3500,23,3.2,5.4,9.6,5.6,1.59
Tyler,Motte,W,,4,,,2021-01-23,Main,VAN,MTL,+1.5,6.5,3,3200,4,1.6,9.6,18.4,5.5,1.73
Jake,Evans,W,,4,,,2021-01-23,Main,MTL,VAN,-1.5,6.5,3.5,3100,31,0.0,8.1,22.0,5.4,1.75
Robert,Thomas,C,,3,2,,2021-01-23,Main,STL,LAK,-1.5,5.5,3.2,4300,3,0.0,5.4,16.0,5.4,1.27
Nathan,Beaulieu,D,,3,,,2021-01-23,Main,WPG,OTT,-1.5,6,3.2,3600,11,1.6,6.1,12.8,5.3,1.47
Scott,Laughton,W,,3,,,2021-01-23,Main,PHI,BOS,+1.5,5.5,2.5,3700,8,3.2,6.1,8.0,5.3,1.43
Austin,Watson,W,,4,,,2021-01-23,Main,OTT,WPG,+1.5,6,2.8,3300,20,1.6,6.6,15.2,5.2,1.57
Paul,Byron,W,DTD,4,,,2021-01-23,Main,MTL,VAN,-1.5,6.5,3.5,3500,25,0.0,5.1,11.2,5.2,1.47
Carl,Gunnarsson,D,,3,,,2021-01-23,Main,STL,LAK,-1.5,5.5,3.2,3500,25,1.6,6.1,12.8,5.1,1.46
Blake,Lizotte,C,,2,,,2021-01-23,Main,LAK,STL,+1.5,5.5,2.3,3600,19,0.0,7.4,18.4,5.1,1.42
Brett,Kulak,D,,3,,,2021-01-23,Main,MTL,VAN,-1.5,6.5,3.5,3700,21,3.2,6.4,11.2,5.0,1.35
Adam,Gaudette,C,,3,2,,2021-01-23,Main,VAN,MTL,+1.5,6.5,3,3200,26,1.6,4.2,8.0,5.0,1.56
Oskar,Sundqvist,W,,4,,,2021-01-23,Main,STL,LAK,-1.5,5.5,3.2,3400,24,0.0,8.6,36.8,4.9,1.44
Michael,Raffl,W,,4,,,2021-01-23,Main,PHI,BOS,+1.5,5.5,2.5,3200,8,1.6,7.2,16.8,4.9,1.53
Trevor,Moore,W,,4,,,2021-01-23,Main,LAK,STL,+1.5,5.5,2.3,3000,26,0.0,4.5,9.6,4.8,1.59
Ivan,Barbashev,W,,4,,,2021-01-23,Main,STL,LAK,-1.5,5.5,3.2,3400,3,0.0,5.1,9.6,4.8,1.40
Kristian,Vesalainen,W,,,,,2021-01-23,Main,WPG,OTT,-1.5,6,3.2,3000,13,0.0,2.2,8.0,4.7,1.58
Jansen,Harkins,W,,3,,,2021-01-23,Main,WPG,OTT,-1.5,6,3.2,3000,13,0.0,1.0,1.6,4.6,1.54
Jack,Studnicka,W,,2,,,2021-01-23,Main,BOS,PHI,-1.5,5.5,3,3600,14,0.0,4.6,16.8,4.6,1.28
Mason,Appleton,W,,3,,,2021-01-23,Main,WPG,OTT,-1.5,6,3.2,3500,13,1.6,4.5,11.2,4.6,1.33
Michael,Amadio,C,,,,,2021-01-23,Main,LAK,STL,+1.5,5.5,2.3,3000,19,0.0,1.9,4.8,4.6,1.53
Artturi,Lehkonen,W,,4,,,2021-01-23,Main,MTL,VAN,-1.5,6.5,3.5,3800,25,1.6,7.0,17.2,4.5,1.18
Connor,Clifton,D,,,,,2021-01-23,Main,BOS,PHI,-1.5,5.5,3,3500,4,1.6,7.0,20.8,4.4,1.24
Brandon,Sutter,C,,4,,,2021-01-23,Main,VAN,MTL,+1.5,6.5,3,3500,4,1.6,5.9,16.8,4.3,1.24
Logan,Stanley,D,,3,,,2021-01-23,Main,WPG,OTT,-1.5,6,3.2,3500,11,1.6,3.7,4.8,4.3,1.24
Kale,Clague,D,,3,2,,2021-01-23,Main,LAK,STL,+1.5,5.5,2.3,3500,31,1.6,3.8,6.4,4.3,1.23
Antoine,Roussel,W,,3,,,2021-01-23,Main,VAN,MTL,+1.5,6.5,3,3000,4,1.6,1.6,1.6,4.2,1.41
Trevor,Lewis,W,,4,,,2021-01-23,Main,WPG,OTT,-1.5,6,3.2,3200,13,0.0,6.9,16.8,4.2,1.32
Olli,Juolevi,D,,2,,,2021-01-23,Main,VAN,MTL,+1.5,6.5,3,3500,19,1.6,3.5,4.8,4.1,1.17
Nicolas,Aube-Kubel,W,,4,,,2021-01-23,Main,PHI,BOS,+1.5,5.5,2.5,3200,8,0.0,5.3,15.2,4.1,1.27
Kevan,Miller,D,,3,,,2021-01-23,Main,BOS,PHI,-1.5,5.5,3,3500,4,1.6,4.8,12.8,4.1,1.16
