first_name,last_name,position,injury_status,reg_line,pp_line,starting_goalie,game_date,slate,team,opp,spread,over_under,implied_team_score,salary,L5_dvp_rank,L5_ppg_floor,L5_ppg_avg,L5_ppg_max,ppg_projection,value_projection,ppg_actual,value_actual
Auston,Matthews,C,,1,1,,2021-02-22,Main,TOR,CGY,-1.5,6.5,3.7,9200,28,15.2,35.3,49.5,21.6,2.35
Jordan,Binnington,G,,1,,,2021-02-22,Main,STL,LAK,-1.5,5.5,3,7400,2,-2.4,13.9,28.0,21.0,2.84
Philipp,Grubauer,G,,1,,,2021-02-22,Main,COL,VGK,-1.5,5.5,2.9,8600,23,14.4,23.7,29.6,19.9,2.31
Andrei,Vasilevskiy,G,,1,,,2021-02-22,Main,TBL,CAR,-1.5,6,3.1,8400,1,3.2,24.2,34.4,19.8,2.35
Mitchell,Marner,W,,1,1,,2021-02-22,Main,TOR,CGY,-1.5,6.5,3.7,8300,21,1.6,21.2,40.8,19.5,2.34
Anton,Khudobin,G,,1,,,2021-02-22,Main,DAL,FLA,+1.5,5.5,2.7,7500,9,-6.4,8.3,24.0,19.5,2.60
Marc-Andre,Fleury,G,,1,,,2021-02-22,Main,VGK,COL,+1.5,5.5,2.6,8300,20,5.6,22.2,44.0,19.2,2.32
Darcy,Kuemper,G,,1,,,2021-02-22,Main,ARI,ANA,-1.5,5,2.8,8000,22,3.2,19.7,39.2,19.1,2.38
Semyon,Varlamov,G,,1,,,2021-02-22,Main,NYI,BUF,-1.5,5.5,3.1,8100,25,0.0,15.7,26.4,18.6,2.29
Frederik,Andersen,G,,1,,,2021-02-22,Main,TOR,CGY,-1.5,6.5,3.7,8700,29,-4.0,18.1,30.4,18.1,2.07
Nathan,MacKinnon,C,,1,1,,2021-02-22,Main,COL,VGK,-1.5,5.5,2.9,8400,3,8.0,21.4,37.6,18.1,2.16
Jacob,Markstrom,G,,1,,,2021-02-22,Main,CGY,TOR,+1.5,6.5,2.9,7900,5,-12.0,14.4,34.4,17.6,2.23
John,Gibson,G,,1,,,2021-02-22,Main,ANA,ARI,+1.5,5,2.2,6700,21,-0.8,11.4,36.8,16.5,2.46
Chris,Driedger,G,,2,,,2021-02-22,Main,FLA,DAL,-1.5,5.5,2.8,7800,30,16.0,22.9,28.0,15.5,1.99
Linus,Ullmark,G,,1,,,2021-02-22,Main,BUF,NYI,+1.5,5.5,2.4,7100,18,2.4,15.4,24.8,15.4,2.17
Steven,Stamkos,W,,1,1,,2021-02-22,Main,TBL,CAR,-1.5,6,3.1,8500,26,9.6,18.8,39.4,15.0,1.76
Brayden,Point,C,,1,1,,2021-02-22,Main,TBL,CAR,-1.5,6,3.1,7600,17,3.2,16.1,31.4,15.0,1.97
Jack,Eichel,C,,1,1,,2021-02-22,Main,BUF,NYI,+1.5,5.5,2.4,7400,7,1.6,11.9,28.2,14.4,1.95
Dougie,Hamilton,D,,1,1,,2021-02-22,Main,CAR,TBL,+1.5,6,2.9,5400,14,9.6,12.6,16.0,14.4,2.67
