first_name,last_name,position,injury_status,reg_line,pp_line,starting_goalie,game_date,slate,team,opp,spread,over_under,implied_team_score,salary,L5_dvp_rank,L5_ppg_floor,L5_ppg_avg,L5_ppg_max,ppg_projection,value_projection,ppg_actual,value_actual
Auston,Matthews,C,,1,1,,2021-02-24,Main,TOR,CGY,-1.5,6,3.3,9300,28,6.4,32.4,49.5,20.3,2.18
Jordan,Binnington,G,,1,,YES,2021-02-24,Main,STL,LAK,-1.5,5.5,3,7600,2,-2.4,15.5,28.0,20.1,2.64
Darcy,Kuemper,G,,1,,YES,2021-02-24,Main,ARI,ANA,-1.5,5,2.7,8200,22,3.2,17.3,39.2,19.7,2.40
Igor,Shesterkin,G,,1,,YES,2021-02-24,Main,NYR,PHI,+1.5,5.5,2.7,7100,6,9.6,20.2,28.8,18.6,2.62
Michael,Hutchinson,G,,1,,YES,2021-02-24,Main,TOR,CGY,-1.5,6,3.3,8700,24,4.0,19.5,29.6,17.9,2.06
Mitchell,Marner,W,,1,1,,2021-02-24,Main,TOR,CGY,-1.5,6,3.3,8400,14,1.6,18.1,40.8,17.6,2.10
Brian,Elliott,G,,1,,YES,2021-02-24,Main,PHI,NYR,-1.5,5.5,2.8,7900,26,4.8,22.1,52.0,16.8,2.13
John,Gibson,G,,1,,,2021-02-24,Main,ANA,ARI,+1.5,5,2.3,6700,10,-0.8,10.6,36.8,16.3,2.44
Mika,Zibanejad,C,,1,1,,2021-02-24,Main,NYR,PHI,+1.5,5.5,2.7,5900,25,1.6,8.9,18.8,15.3,2.60
Adam,Fox,D,,1,1,,2021-02-24,Main,NYR,PHI,+1.5,5.5,2.7,4300,26,3.2,9.0,12.8,14.7,3.43
Calvin,Petersen,G,,2,,,2021-02-24,Main,LAK,STL,+1.5,5.5,2.5,6900,27,7.2,17.9,27.2,14.0,2.02
Matthew,Tkachuk,W,,1,1,,2021-02-24,Main,CGY,TOR,+1.5,6,2.7,5600,28,4.8,13.3,30.6,14.0,2.51
Elias,Lindholm,C,,1,1,,2021-02-24,Main,CGY,TOR,+1.5,6,2.7,6100,12,1.6,10.6,23.7,13.6,2.24
Conor,Garland,W,,1,1,,2021-02-24,Main,ARI,ANA,-1.5,5,2.7,5400,29,1.6,9.9,16.8,13.4,2.49
David,Rittich,G,,2,,,2021-02-24,Main,CGY,TOR,+1.5,6,2.7,7700,8,-2.4,13.3,47.2,13.4,1.74
James,van Riemsdyk,W,,1,1,,2021-02-24,Main,PHI,NYR,-1.5,5.5,2.8,6600,26,3.2,20.2,30.1,13.0,1.96
Jakob,Chychrun,D,,1,1,,2021-02-24,Main,ARI,ANA,-1.5,5,2.7,4300,2,0.0,11.8,25.3,13.0,3.03
Anze,Kopitar,C,,1,1,,2021-02-24,Main,LAK,STL,+1.5,5.5,2.5,7400,20,6.4,16.1,25.8,13.0,1.75
Kevin,Hayes,C,,2,1,,2021-02-24,Main,PHI,NYR,-1.5,5.5,2.8,6500,2,4.8,13.4,21.3,13.0,2.00
Johnny,Gaudreau,W,,2,1,,2021-02-24,Main,CGY,TOR,+1.5,6,2.7,7500,28,1.6,11.2,25.3,12.9,1.72
Mark,Giordano,D,,1,2,,2021-02-24,Main,CGY,TOR,+1.5,6,2.7,6100,8,3.2,12.9,22.9,12.8,2.10
John,Tavares,C,,2,2,,2021-02-24,Main,TOR,CGY,-1.5,6,3.3,7300,14,4.8,10.5,16.5,12.3,1.69
