first_name,last_name,position,injury_status,reg_line,pp_line,starting_goalie,game_date,slate,team,opp,spread,over_under,implied_team_score,salary,L5_dvp_rank,L5_ppg_floor,L5_ppg_avg,L5_ppg_max,ppg_projection,value_projection,ppg_actual,value_actual
Connor,McDavid,C,,1,1,,2021-02-23,Main,EDM,VAN,-1.5,6.5,3.4,9200,17,3.2,26.6,57.8,27.6,2.99
Bryan,Rust,W,,2,1,,2021-02-23,Main,PIT,WSH,+1.5,6.5,3.3,6100,29,1.6,21.5,42.1,21.2,3.48
Ryan,Nugent-Hopkins,W,,1,1,,2021-02-23,Main,EDM,VAN,-1.5,6.5,3.4,6500,8,3.2,21.8,37.8,20.5,3.15
Mike,Smith,G,,1,,,2021-02-23,Main,EDM,VAN,-1.5,6.5,3.4,8100,25,-10.4,24.8,50.4,19.7,2.43
Tristan,Jarry,G,,1,,,2021-02-23,Main,PIT,WSH,+1.5,6.5,3.3,7700,20,1.6,21.3,32.8,19.6,2.55
MacKenzie,Blackwood,G,,1,,,2021-02-23,Main,NJD,BUF,-1.5,5.5,2.9,7100,27,8.8,26.7,37.6,19.5,2.74
Carey,Price,G,,1,,,2021-02-23,Main,MTL,OTT,-1.5,6,3.6,8600,15,-2.4,11.0,25.6,18.8,2.19
Kevin,Lankinen,G,,1,,,2021-02-23,Main,CHI,CBJ,+1.5,5.5,2.6,7500,19,5.6,24.3,43.2,18.4,2.46
Patrick,Kane,W,,1,1,,2021-02-23,Main,CHI,CBJ,+1.5,5.5,2.6,8600,28,8.0,21.6,34.9,18.2,2.12
Craig,Anderson,G,,,,,2021-02-23,Main,WSH,PIT,-1.5,6.5,3.2,8300,8,-5.6,14.1,32.8,17.9,2.16
Ilya,Samsonov,G,,1,,,2021-02-23,Main,WSH,PIT,-1.5,6.5,3.2,8300,8,2.4,9.4,15.2,17.6,2.12
Jake,Allen,G,,2,,,2021-02-23,Main,MTL,OTT,-1.5,6,3.6,8600,15,10.4,22.4,35.2,17.2,2.00
Alex,DeBrincat,W,,1,1,,2021-02-23,Main,CHI,CBJ,+1.5,5.5,2.6,6800,28,0.0,17.9,34.9,17.2,2.53
Joonas,Korpisalo,G,,1,,,2021-02-23,Main,CBJ,CHI,-1.5,5.5,2.9,7000,4,-4.0,8.3,21.6,16.8,2.39
Jonathan,Bernier,G,,1,,,2021-02-23,Main,DET,NSH,+1.5,5.5,2.5,6600,24,0.8,16.3,38.4,16.8,2.55
Juuse,Saros,G,,1,,,2021-02-23,Main,NSH,DET,-1.5,5.5,3,7000,22,-4.8,0.0,7.2,16.8,2.40
Carter,Hutton,G,,1,,,2021-02-23,Main,BUF,NJD,+1.5,5.5,2.6,7300,10,-2.4,10.4,24.8,16.4,2.25
Thatcher,Demko,G,,1,,,2021-02-23,Main,VAN,EDM,+1.5,6.5,3.1,6800,3,-4.0,9.3,22.4,16.1,2.37
Pekka,Rinne,G,,2,,,2021-02-23,Main,NSH,DET,-1.5,5.5,3,7000,22,4.8,17.0,23.2,15.7,2.25
Alex,Ovechkin,W,,1,1,,2021-02-23,Main,WSH,PIT,-1.5,6.5,3.2,8300,17,6.4,18.4,48.5,15.6,1.88
Matt,Murray,G,,1,,,2021-02-23,Main,OTT,MTL,+1.5,6,2.4,6600,31,-8.0,7.5,28.0,15.4,2.33
Cam,Atkinson,W,,1,2,,2021-02-23,Main,CBJ,CHI,-1.5,5.5,2.9,6600,19,1.6,23.5,46.5,15.3,2.32
