first_name,last_name,position,injury_status,reg_line,pp_line,starting_goalie,game_date,slate,team,opp,spread,over_under,implied_team_score,salary,L5_dvp_rank,L5_ppg_floor,L5_ppg_avg,L5_ppg_max,ppg_projection,value_projection,ppg_actual,value_actual
Connor,McDavid,C,,1,1,,2021-02-02,All Day,EDM,OTT,-1.5,6.5,3.9,9000,31,17.0,33.4,55.6,24.5,2.72
Leon,Draisaitl,C,,2,1,,2021-02-02,All Day,EDM,OTT,-1.5,6.5,3.9,8700,31,17.6,30.4,49.5,23.0,2.64
Jordan,Binnington,G,,1,,,2021-02-02,All Day,STL,ARI,-1.5,5.5,3,7600,27,13.6,23.2,29.6,19.8,2.61
Joonas,Korpisalo,G,,1,,YES,2021-02-02,All Day,CBJ,DAL,+1.5,5,2.5,7200,6,10.4,21.6,32.8,19.2,2.66
Jake,Allen,G,,1,,,2021-02-02,All Day,MTL,VAN,-1.5,6.5,3.7,8600,5,0.0,13.0,28.0,18.9,2.20
John,Gibson,G,,1,,,2021-02-02,All Day,ANA,LAK,+1.5,5.5,2.7,6800,11,-9.6,16.2,44.8,18.8,2.76
Mikko,Koskinen,G,,1,,,2021-02-02,All Day,EDM,OTT,-1.5,6.5,3.9,7400,31,1.6,12.2,28.0,18.7,2.53
Ryan,Nugent-Hopkins,W,,1,1,,2021-02-02,All Day,EDM,OTT,-1.5,6.5,3.9,7500,24,0.0,16.9,42.3,18.5,2.46
Kevin,Lankinen,G,,1,,,2021-02-02,All Day,CHI,CAR,+1.5,5.5,2.4,7200,13,12.0,26.1,33.6,18.3,2.53
Philipp,Grubauer,G,,1,,,2021-02-02,All Day,COL,MIN,-1.5,5.5,3,8500,18,1.6,23.2,36.8,18.0,2.12
Thatcher,Demko,G,,1,,,2021-02-02,All Day,VAN,MTL,+1.5,6.5,2.8,7700,10,0.0,21.9,41.6,17.5,2.27
James,Reimer,G,,1,,,2021-02-02,All Day,CAR,CHI,-1.5,5.5,3.1,8300,22,7.2,20.6,30.4,17.4,2.10
Darcy,Kuemper,G,,1,,YES,2021-02-02,All Day,ARI,STL,+1.5,5.5,2.5,7600,1,-0.8,14.6,27.2,17.0,2.24
Laurent,Brossoit,G,,1,,,2021-02-02,All Day,WPG,CGY,+1.5,6,2.9,7900,25,11.2,22.4,31.2,16.6,2.10
Sebastian,Aho,C,,1,1,,2021-02-02,All Day,CAR,CHI,-1.5,5.5,3.1,7600,14,3.2,13.0,25.3,16.3,2.15
