first_name,last_name,position,injury_status,reg_line,pp_line,starting_goalie,game_date,slate,team,opp,spread,over_under,implied_team_score,salary,L5_dvp_rank,L5_ppg_floor,L5_ppg_avg,L5_ppg_max,ppg_projection,value_projection,ppg_actual,value_actual
Andrei,Vasilevskiy,G,,1,,YES,2021-03-07,All Day,TBL,CHI,-1.5,5.5,3.2,8500,10,31.2,36.3,42.4,22.7,2.67
Ilya,Sorokin,G,,1,,YES,2021-03-07,All Day,NYI,BUF,-1.5,5.5,3.3,8400,30,4.0,20.5,36.0,22.1,2.63
Jake,Oettinger,G,,2,,YES,2021-03-07,All Day,DAL,NSH,-1.5,5.5,3,7400,24,2.4,14.1,36.8,21.6,2.92
Patrick,Kane,W,,1,1,,2021-03-07,All Day,CHI,TBL,+1.5,5.5,2.3,8600,4,9.6,20.3,32.8,20.7,2.41
Alex,DeBrincat,W,,1,1,,2021-03-07,All Day,CHI,TBL,+1.5,5.5,2.3,7300,4,9.6,25.0,46.1,19.8,2.71
Tuukka,Rask,G,,1,,YES,2021-03-07,All Day,BOS,NJD,-1.5,5.5,3.4,7900,28,-1.6,13.4,24.0,19.7,2.49
David,Rittich,G,,1,,,2021-03-07,All Day,CGY,OTT,-1.5,6,3.4,7700,14,-3.2,15.0,24.8,19.7,2.56
James,Reimer,G,,1,,YES,2021-03-07,All Day,CAR,FLA,-1.5,6,3.2,7800,12,7.2,18.7,32.8,18.8,2.40
Ilya,Samsonov,G,,2,,YES,2021-03-07,All Day,WSH,PHI,-1.5,6,3,8000,19,0.8,8.6,19.2,17.2,2.14
Chris,Driedger,G,,1,,,2021-03-07,All Day,FLA,CAR,+1.5,6,2.8,7800,8,10.4,20.3,28.0,17.2,2.20
Alexandar,Georgiev,G,,1,,,2021-03-07,All Day,NYR,PIT,+1.5,6,2.7,7300,6,2.4,17.4,28.8,16.9,2.32
Kevin,Lankinen,G,,2,,YES,2021-03-07,All Day,CHI,TBL,+1.5,5.5,2.3,7200,5,10.4,23.5,43.2,16.8,2.33
David,Pastrnak,W,,1,1,,2021-03-07,All Day,BOS,NJD,-1.5,5.5,3.4,8400,29,9.6,16.8,25.6,16.7,1.99
Patrice,Bergeron,C,,1,1,,2021-03-07,All Day,BOS,NJD,-1.5,5.5,3.4,7700,12,1.6,11.2,23.2,16.6,2.16
Roman,Josi,D,,1,1,,2021-03-07,All Day,NSH,DAL,+1.5,5.5,2.5,6600,9,1.6,11.2,23.3,16.3,2.47
Adam,Fox,D,,1,1,,2021-03-07,All Day,NYR,PIT,+1.5,6,2.7,4700,5,3.2,15.1,23.7,16.1,3.41
Alex,Ovechkin,W,,1,1,,2021-03-07,All Day,WSH,PHI,-1.5,6,3,7900,7,4.8,13.4,26.4,15.9,2.02
Carter,Hart,G,,1,,YES,2021-03-07,All Day,PHI,WSH,+1.5,6,3,8000,7,-10.4,13.8,42.4,15.5,1.93
Jake,Guentzel,W,,1,1,,2021-03-07,All Day,PIT,NYR,-1.5,6,3.3,7500,9,1.6,14.1,28.2,15.4,2.05
Brad,Marchand,W,,1,1,,2021-03-07,All Day,BOS,NJD,-1.5,5.5,3.4,7500,29,3.2,17.1,36.8,15.3,2.04
Aleksander,Barkov,C,,1,1,,2021-03-07,All Day,FLA,CAR,+1.5,6,2.8,7500,20,13.3,20.9,34.6,15.2,2.03
Mika,Zibanejad,C,,1,1,,2021-03-07,All Day,NYR,PIT,+1.5,6,2.7,6200,23,3.2,7.7,11.2,15.2,2.45
Matthew,Tkachuk,W,,2,1,,2021-03-07,All Day,CGY,OTT,-1.5,6,3.4,5800,13,1.6,13.0,27.2,15.0,2.58
Filip,Forsberg,W,,1,1,,2021-03-07,All Day,NSH,DAL,+1.5,5.5,2.5,7600,2,11.7,20.2,36.0,14.9,1.95
Sidney,Crosby,C,,1,1,,2021-03-07,All Day,PIT,NYR,-1.5,6,3.3,7800,11,4.8,17.1,30.1,14.9,1.91
Sebastian,Aho,C,,1,1,,2021-03-07,All Day,CAR,FLA,-1.5,6,3.2,7300,13,1.6,13.2,30.9,14.9,2.05
Matt,Murray,G,,1,,,2021-03-07,All Day,OTT,CGY,+1.5,6,2.6,6600,15,-10.4,13.9,31.2,14.7,2.23
Pekka,Rinne,G,,1,,,2021-03-07,All Day,NSH,DAL,+1.5,5.5,2.5,6900,29,-3.2,11.4,39.2,14.7,2.13
John,Carlson,D,,1,1,,2021-03-07,All Day,WSH,PHI,-1.5,6,3,6500,3,3.2,11.9,22.4,14.7,2.26
Dougie,Hamilton,D,,1,1,,2021-03-07,All Day,CAR,FLA,-1.5,6,3.2,5400,24,1.6,14.1,26.1,14.5,2.68
Johnny,Gaudreau,W,,1,1,,2021-03-07,All Day,CGY,OTT,-1.5,6,3.4,7400,13,3.2,9.3,18.1,14.5,1.95
Elias,Lindholm,C,,2,1,,2021-03-07,All Day,CGY,OTT,-1.5,6,3.4,5900,29,0.0,9.2,18.1,14.5,2.46
Evgeni,Malkin,C,,2,1,,2021-03-07,All Day,PIT,NYR,-1.5,6,3.3,7600,11,1.6,13.1,22.1,14.5,1.91
Mark,Giordano,D,,1,2,,2021-03-07,All Day,CGY,OTT,-1.5,6,3.4,5800,17,1.6,9.6,16.0,14.3,2.46
Ondrej,Palat,W,,1,1,,2021-03-07,All Day,TBL,CHI,-1.5,5.5,3.2,5800,16,6.4,15.3,22.9,14.2,2.45
Bryan,Rust,W,,1,1,,2021-03-07,All Day,PIT,NYR,-1.5,6,3.3,5400,9,1.6,12.0,28.5,14.2,2.63
Mathew,Barzal,C,,1,1,,2021-03-07,All Day,NYI,BUF,-1.5,5.5,3.3,6700,15,3.2,15.0,28.0,14.0,2.09
Brady,Tkachuk,W,,1,1,,2021-03-07,All Day,OTT,CGY,+1.5,6,2.6,6400,17,8.0,13.4,18.9,13.8,2.16
Vincent,Trocheck,C,,2,1,,2021-03-07,All Day,CAR,FLA,-1.5,6,3.2,5700,13,4.8,16.4,22.1,13.8,2.41
Pavel,Buchnevich,W,,1,1,,2021-03-07,All Day,NYR,PIT,+1.5,6,2.7,5300,19,0.0,17.2,28.0,13.8,2.60
Anthony,Cirelli,C,,1,2,,2021-03-07,All Day,TBL,CHI,-1.5,5.5,3.2,5900,25,1.6,13.8,23.6,13.7,2.32
Miro,Heiskanen,D,,2,2,,2021-03-07,All Day,DAL,NSH,-1.5,5.5,3,4500,23,3.2,11.9,16.8,13.6,3.02
Joe,Pavelski,C,,1,1,,2021-03-07,All Day,DAL,NSH,-1.5,5.5,3,7000,31,0.0,9.8,15.7,13.6,1.95
Patric,Hornqvist,W,,2,1,,2021-03-07,All Day,FLA,CAR,+1.5,6,2.8,6200,8,11.2,15.0,23.7,13.4,2.17
Andrei,Svechnikov,W,,3,1,,2021-03-07,All Day,CAR,FLA,-1.5,6,3.2,6200,14,1.6,10.6,25.3,13.4,2.17
Jonas,Johansson,G,,2,,YES,2021-03-07,All Day,BUF,NYI,+1.5,5.5,2.2,6900,4,2.4,8.3,16.0,13.3,1.93
Chris,Kreider,W,,2,1,,2021-03-07,All Day,NYR,PIT,+1.5,6,2.7,6800,19,3.2,20.1,46.1,13.2,1.95
Sean,Monahan,C,,1,1,,2021-03-07,All Day,CGY,OTT,-1.5,6,3.4,6700,29,4.8,12.7,21.6,13.2,1.97
Victor,Hedman,D,,1,1,,2021-03-07,All Day,TBL,CHI,-1.5,5.5,3.2,6800,21,0.0,12.0,20.8,13.1,1.93
Thomas,Chabot,D,,1,1,,2021-03-07,All Day,OTT,CGY,+1.5,6,2.6,5500,29,8.0,16.5,28.2,12.8,2.32
Brayden,Point,C,,1,1,,2021-03-07,All Day,TBL,CHI,-1.5,5.5,3.2,7200,25,4.8,11.0,19.2,12.7,1.76
Jamie,Benn,W,,1,1,,2021-03-07,All Day,DAL,NSH,-1.5,5.5,3,6500,5,1.6,9.2,21.6,12.7,1.95
Ryan,Strome,C,,2,1,,2021-03-07,All Day,NYR,PIT,+1.5,6,2.7,5500,23,1.6,18.0,36.5,12.3,2.23
