first_name,last_name,position,injury_status,reg_line,pp_line,starting_goalie,game_date,slate,team,opp,spread,over_under,implied_team_score,salary,L5_dvp_rank,L5_ppg_floor,L5_ppg_avg,L5_ppg_max,ppg_projection,value_projection,ppg_actual,value_actual
Alex,Ovechkin,W,,1,1,,2021-02-16,Main,WSH,PIT,+1.5,6.5,3.1,8400,29,8.0,24.2,48.5,21.2,2.52
Philipp,Grubauer,G,,1,,,2021-02-16,Main,COL,VGK,+1.5,5.5,2.7,8400,9,14.4,25.1,36.8,19.4,2.31
Igor,Shesterkin,G,,1,,YES,2021-02-16,Main,NYR,NJD,-1.5,5.5,2.9,7300,21,14.4,22.6,28.8,18.7,2.56
Nathan,MacKinnon,C,,1,1,,2021-02-16,Main,COL,VGK,+1.5,5.5,2.7,8300,11,8.0,17.5,24.0,18.5,2.23
Kaapo,Kahkonen,G,,1,,,2021-02-16,Main,MIN,LAK,-1.5,5.5,2.9,7800,17,2.4,13.9,25.6,18.4,2.36
John,Carlson,D,,1,1,,2021-02-16,Main,WSH,PIT,+1.5,6.5,3.1,7100,20,8.0,12.4,22.1,17.0,2.39
Tristan,Jarry,G,,1,,YES,2021-02-16,Main,PIT,WSH,-1.5,6.5,3.4,7500,18,-3.2,11.7,23.2,16.9,2.25
Robin,Lehner,G,DTD,,,,2021-02-16,Main,VGK,COL,-1.5,5.5,2.8,8900,20,0.8,14.6,28.0,16.8,1.89
Marc-Andre,Fleury,G,,1,,,2021-02-16,Main,VGK,COL,-1.5,5.5,2.8,8900,20,11.2,25.1,44.0,16.8,1.89
Vitek,Vanecek,G,,1,,YES,2021-02-16,Main,WSH,PIT,+1.5,6.5,3.1,7300,15,-8.0,9.9,32.0,16.7,2.28
Mikko,Rantanen,W,,1,1,,2021-02-16,Main,COL,VGK,+1.5,5.5,2.7,7700,5,3.2,8.8,24.8,16.6,2.16
Adam,Fox,D,,1,1,,2021-02-16,Main,NYR,NJD,-1.5,5.5,2.9,4500,30,3.2,10.3,16.5,16.5,3.67
Mika,Zibanejad,C,,1,1,,2021-02-16,Main,NYR,NJD,-1.5,5.5,2.9,6000,8,1.6,6.7,11.2,16.3,2.72
Sidney,Crosby,C,,1,1,,2021-02-16,Main,PIT,WSH,-1.5,6.5,3.4,7800,28,1.6,13.8,28.0,15.9,2.04
Scott,Wedgewood,G,,1,,,2021-02-16,Main,NJD,NYR,+1.5,5.5,2.6,7000,28,-0.8,13.1,42.4,15.9,2.27
Bryan,Rust,W,,1,1,,2021-02-16,Main,PIT,WSH,-1.5,6.5,3.4,6300,31,3.2,22.3,42.1,15.8,2.51
Evgeni,Malkin,C,,2,1,,2021-02-16,Main,PIT,WSH,-1.5,6.5,3.4,7500,28,3.2,12.5,16.8,15.6,2.08
Mark,Stone,W,,1,1,,2021-02-16,Main,VGK,COL,-1.5,5.5,2.8,7500,2,1.6,8.6,14.1,15.5,2.06
Nicklas,Backstrom,C,,1,1,,2021-02-16,Main,WSH,PIT,+1.5,6.5,3.1,6500,12,6.4,18.4,32.8,15.4,2.38
Jack,Eichel,C,,1,1,,2021-02-16,Main,BUF,NYI,+1.5,5.5,2.7,7600,3,3.2,15.0,28.2,15.2,2.00
Jake,Guentzel,W,,1,1,,2021-02-16,Main,PIT,WSH,-1.5,6.5,3.4,7100,31,4.8,19.5,34.9,14.8,2.09
Max,Pacioretty,W,,1,1,,2021-02-16,Main,VGK,COL,-1.5,5.5,2.8,7800,2,4.8,10.4,18.4,14.7,1.88
Alex,Pietrangelo,D,,1,1,,2021-02-16,Main,VGK,COL,-1.5,5.5,2.8,6400,13,6.4,10.2,17.6,14.3,2.23
Calvin,Petersen,G,,2,,,2021-02-16,Main,LAK,MIN,+1.5,5.5,2.6,6700,19,7.2,18.4,27.2,14.2,2.12
Jakub,Vrana,W,,2,1,,2021-02-16,Main,WSH,PIT,+1.5,6.5,3.1,4400,29,1.6,8.9,21.3,13.5,3.08
Kris,Letang,D,,1,1,,2021-02-16,Main,PIT,WSH,-1.5,6.5,3.4,5900,31,0.0,11.0,22.9,13.4,2.27
Jonathan,Quick,G,,1,,,2021-02-16,Main,LAK,MIN,+1.5,5.5,2.6,6700,19,-11.2,9.8,23.2,13.4,1.99
