date,team,name,position,evTOI,evG,evA,evSH,evBkS,evixG,ppTOI,ppG,ppA,ppSH,ppBkS,ppixG,pkTOI,pkG,pkA,pkSH,pkBkS,pkixG,evFP,ppFP,pkFP,TOI,FP,FP/60
20_01_06,EDM,Connor McDavid,C,17.816666666667,1,2,7,0,0.56,7.0,0.0,1.0,1.0,1.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,39.2,11.7,0.0,24.816666666667,50.900000000000006,123.06245802551884
20_01_06,CBJ,Gustav Nyquist,C,16.166666666667,1,1,1,0,0.7,1.3666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.6,0.0,0.0,17.533333333333697,21.6,73.91634980988441
20_01_06,MTL,Tomas Tatar,L,16.216666666667,0,2,1,0,0.1,1.7166666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.6,0.0,0.0,17.9333333333337,17.6,58.88475836431107
20_01_06,MTL,Ben Chiarot,D,19.066666666667,2,0,2,0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,1.15,0.0,0.0,0.0,0.0,0.0,27.2,0.0,0.0,20.216666666667,27.2,80.72547403132596
20_01_06,TOR,Kasperi Kapanen,R,12.65,0,2,1,0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,2.8666666666667,0.0,0.0,0.0,0.0,0.0,17.6,0.0,0.0,15.516666666666701,17.6,68.05585392051543
20_01_06,TOR,Pierre Engvall,L,12.65,1,1,3,0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,3.5333333333333,0.0,0.0,0.0,0.0,0.0,24.8,0.0,0.0,16.1833333333333,24.8,91.94644696189513
20_01_06,CBJ,Pierre-Luc Dubois,C,15.916666666667,0,2,0,3,0.0,1.3666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.8,0.0,0.0,17.2833333333337,20.8,72.20829315332537
20_01_06,L.A,Sean Walker,D,24.05,0,2,5,1,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.78333333333333,0.0,0.0,0.0,0.0,0.0,25.6,0.0,0.0,24.833333333333332,25.6,61.8523489932886
20_01_06,MTL,Ilya Kovalchuk,L,16.95,0,1,3,1,0.14,2.4666666666667,0.0,0.0,1.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,14.4,1.6,0.0,19.4166666666667,16.0,49.44206008583682
20_01_06,TOR,Jason Spezza,C,9.9333333333333,1,0,3,1,0.33,0.61666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.400000000000002,0.0,0.0,10.54999999999997,18.400000000000002,104.64454976303348
20_01_06,MTL,Shea Weber,D,18.6,0,1,0,3,0.01,2.2166666666667,0.0,0.0,0.0,0.0,0.0,1.15,0.0,0.0,1.0,0.0,0.0,12.8,0.0,1.6,21.9666666666667,14.4,39.33232169954471
20_01_06,WPG,Blake Wheeler,R,14.566666666667,0,1,1,1,0.01,2.0,0.0,0.0,0.0,0.0,0.0,0.71666666666667,0.0,1.0,0.0,0.0,0.0,11.2,0.0,10.0,17.28333333333367,21.2,73.59691417550484
20_01_06,L.A,Anze Kopitar,C,15.85,0,1,2,0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.71666666666667,0.0,0.0,0.0,0.0,0.0,11.2,0.0,0.0,16.56666666666667,11.2,40.56338028169014
20_01_06,EDM,Kris Russell,D,10.083333333333,0,1,0,1,0.01,0.0,0.0,0.0,0.0,0.0,0.0,1.95,0.0,0.0,0.0,0.0,0.0,9.6,0.0,0.0,12.033333333333,9.6,47.86703601108166
20_01_06,CBJ,Nathan Gerbe,C,16.016666666667,1,0,4,0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.4,0.0,0.0,16.016666666667,18.4,68.92819979188201
20_01_06,CBJ,Nick Foligno,L,15.333333333333,0,1,3,2,0.2,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,16.033333333333,16.0,59.875259875261115
