date,team,name,evTOI,evG,evA,evSH,evBkS,evixG,ppTOI,ppG,ppA,ppSH,ppBkS,ppixG,pkTOI,pkG,pkA,pkSH,pkBkS,pkixG,evFP,ppFP,pkFP,TOI,FP,FP/60
20_01_22,MIN,Eric Staal,19.2,1,1,3,0,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.8,0.0,0.0,19.2,24.8,77.5
20_01_22,WPG,Luca Sbisa,13.6,0,2,1,1,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.83333333333333,0.0,0.0,0.0,0.0,0.0,19.200000000000003,0.0,0.0,14.43333333333333,19.200000000000003,79.81524249422637
20_01_22,MIN,Mats Zuccarello,18.916666666667,1,1,3,2,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,18.916666666667,28.0,88.81057268722311
20_01_22,MIN,Matt Dumba,21.9,0,2,3,0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.8,0.0,0.0,21.9,20.8,56.986301369863014
20_01_22,CBJ,Oliver Bjorkstrand,19.45,2,0,3,1,0.43,0.83333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.400000000000002,0.0,0.0,20.283333333333328,30.400000000000002,89.92604765817586
20_01_22,CBJ,Seth Jones,24.0,1,1,4,3,0.23,0.0,0.0,0.0,0.0,0.0,0.0,1.2333333333333,0.0,0.0,0.0,0.0,0.0,31.2,0.0,0.0,25.2333333333333,31.2,74.18758256274779
20_01_22,CBJ,Pierre-Luc Dubois,19.983333333333,0,2,1,0,0.1,0.83333333333333,0.0,1.0,1.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,17.6,10.1,0.0,20.81666666666633,27.700000000000003,79.83987189751932
20_01_22,DET,Trevor Daley,16.783333333333,0,1,2,0,0.04,0.58333333333333,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.2,8.5,0.0,17.36666666666633,19.7,68.06142034549076
20_01_22,MIN,Zach Parise,16.516666666667,0,1,2,0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.38333333333333,0.0,0.0,0.0,0.0,0.0,11.2,0.0,0.0,16.90000000000033,11.2,39.76331360946668
20_01_22,CBJ,Nick Foligno,19.783333333333,0,1,1,0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,1.0833333333333,0.0,0.0,0.0,0.0,0.0,9.6,0.0,0.0,20.8666666666663,9.6,27.60383386581518
20_01_22,WPG,Mathieu Perreault,12.216666666667,0,1,3,0,0.28,0.76666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.8,0.0,0.0,12.98333333333367,12.8,59.15275994865059
20_01_22,MIN,Jason Zucker,13.316666666667,1,0,4,0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.4,0.0,0.0,13.316666666667,18.4,82.90362953691907
