date,team,name,position,evTOI,evG,evA,evSH,evBkS,evixG,ppTOI,ppG,ppA,ppSH,ppBkS,ppixG,pkTOI,pkG,pkA,pkSH,pkBkS,pkixG,evFP,ppFP,pkFP,TOI,FP,FP/60,SA,SV,GA,SV%,GSAA,xGA,xGSAA,win,SO
19_11_01,NYI,Anders Lee,C,14.35,1.0,2.0,3.0,3.0,0.32,3.45,0.0,0.0,1.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,37.599999999999994,1.6,0.0,17.8,39.199999999999996,132.13483146067412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19_11_01,WSH,Tom Wilson,R,14.2,1.0,2.0,2.0,2.0,0.15,1.6,0.0,0.0,0.0,0.0,0.3,1.35,0.0,0.0,0.0,0.0,0.0,34.4,0.0,0.0,17.15,34.4,120.34985422740526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19_11_01,CAR,Jaccob Slavin,D,17.283333333333,0.0,3.0,1.0,0.0,0.16,0.05,0.0,0.0,0.0,0.0,0.0,3.6833333333333,0.0,0.0,0.0,0.0,0.0,25.6,0.0,0.0,21.016666666666303,25.6,73.08485329104013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19_11_01,WSH,Michal Kempny,D,19.616666666667,0.0,3.0,1.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,1.3333333333333,0.0,0.0,0.0,1.0,0.0,25.6,0.0,1.6,20.9500000000003,27.200000000000003,77.8997613365144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19_11_01,NYI,Derick Brassard,C,13.7,1.0,1.0,5.0,1.0,1.2,2.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.6,0.0,0.0,16.25,29.6,109.29230769230769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19_11_01,NYI,Josh Bailey,C,13.266666666667,1.0,1.0,1.0,1.0,0.06,3.2333333333333,0.0,0.0,0.0,0.0,0.0,2.2166666666667,0.0,0.0,0.0,0.0,0.0,23.200000000000003,0.0,0.0,18.716666666667,23.200000000000003,74.37221727515453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19_11_01,WSH,Travis Boyd,C,11.083333333333,0.0,2.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,11.883333333333,16.0,80.7854137447428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19_11_01,PHI,Sean Couturier,C,12.916666666667,1.0,1.0,2.0,0.0,0.05,2.85,0.0,0.0,0.0,0.0,0.0,2.2333333333333,0.0,0.0,0.0,0.0,0.0,23.2,0.0,0.0,18.0000000000003,23.2,77.33333333333205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19_11_01,CAR,Dougie Hamilton,D,15.983333333333,0.0,2.0,1.0,0.0,0.2,3.8666666666667,0.0,0.0,0.0,0.0,0.0,2.45,0.0,1.0,0.0,0.0,0.0,17.6,0.0,10.0,22.2999999999997,27.6,74.26008968609966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19_11_01,WSH,Brendan Leipsic,L,10.8,1.0,1.0,1.0,1.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.200000000000003,0.0,0.0,10.8,23.200000000000003,128.8888888888889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
