date,team,name,position,evTOI,evG,evA,evSH,evBkS,evixG,ppTOI,ppG,ppA,ppSH,ppBkS,ppixG,pkTOI,pkG,pkA,pkSH,pkBkS,pkixG,evFP,ppFP,pkFP,TOI,FP,FP/60,SA,SV,GA,SV%,GSAA,xGA,xGSAA,win,SO
21_03_20,STL,David Perron,L,15.216666666667,1.0,2.0,3.0,2.0,0.85,2.0666666666667,0.0,1.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,36.0,8.5,0.0,17.2833333333337,44.5,154.48408871745093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21_03_20,STL,Ryan O'Reilly,C,14.85,0.0,3.0,1.0,0.0,0.04,2.0666666666667,1.0,0.0,1.0,0.0,0.04,1.4833333333333,0.0,0.0,0.0,0.0,0.0,25.6,14.1,0.0,18.4,39.7,129.45652173913047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21_03_20,STL,Jordan Kyrou,C,16.533333333333,2.0,1.0,2.0,1.0,0.25,2.0666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.800000000000004,0.0,0.0,18.599999999999703,36.800000000000004,118.70967741935675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21_03_20,ARI,Derick Brassard,C,13.116666666667,2.0,0.0,2.0,0.0,0.16,0.78333333333333,1.0,0.0,1.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,27.2,14.1,0.0,13.900000000000329,41.3,178.2733812949598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21_03_20,NYI,Thomas Hickey,D,15.683333333333,0.0,2.0,1.0,1.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.200000000000003,0.0,0.0,15.683333333333,19.200000000000003,73.45377258236077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21_03_20,T.B,Victor Hedman,D,10.616666666667,0.0,2.0,1.0,1.0,0.1,3.4833333333333,0.0,1.0,1.0,0.0,0.06,4.4,0.0,0.0,0.0,0.0,0.0,19.200000000000003,10.1,0.0,18.5000000000003,29.300000000000004,95.02702702702551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21_03_20,MTL,Tomas Tatar,L,18.616666666667,1.0,1.0,1.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.6,0.0,0.0,18.616666666667,21.6,69.61504028648041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21_03_20,NYI,Casey Cizikas,C,11.733333333333,2.0,0.0,2.0,0.0,0.32,0.016666666666667,0.0,0.0,0.0,0.0,0.0,2.2166666666667,0.0,0.0,0.0,0.0,0.0,27.2,0.0,0.0,13.966666666666368,27.2,116.84964200477576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21_03_20,COL,Joonas Donskoi,R,11.566666666667,0.0,2.0,1.0,1.0,0.08,1.75,0.0,0.0,0.0,0.0,0.0,2.2666666666667,0.0,0.0,0.0,0.0,0.0,19.200000000000003,0.0,0.0,15.5833333333337,19.200000000000003,73.92513368983785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21_03_20,COL,Gabriel Landeskog,L,16.05,1.0,1.0,4.0,0.0,0.44,1.2166666666667,0.0,1.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,26.4,8.5,0.0,17.4166666666667,34.9,120.22966507177009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21_03_20,NYR,Mika Zibanejad,C,13.183333333333,1.0,1.0,2.0,3.0,0.11,5.0833333333333,0.0,0.0,2.0,0.0,0.47,3.2333333333333,0.0,0.0,0.0,0.0,0.0,28.0,3.2,0.0,21.4999999999996,31.2,87.06976744186208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21_03_20,MTL,Phillip Danault,C,16.266666666667,0.0,2.0,6.0,1.0,0.38,1.0,0.0,0.0,0.0,0.0,0.0,0.85,0.0,0.0,0.0,0.0,0.0,27.200000000000003,0.0,0.0,18.116666666667,27.200000000000003,90.08279668813081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21_03_20,NYR,Pavel Buchnevich,R,15.666666666667,1.0,1.0,4.0,0.0,0.23,1.2,0.0,0.0,0.0,0.0,0.0,3.1166666666667,0.0,0.0,0.0,0.0,0.0,26.4,0.0,0.0,19.9833333333337,26.4,79.2660550458701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21_03_20,FLA,Anthony Duclair,L,15.0,1.0,1.0,4.0,0.0,1.12,0.61666666666667,0.0,0.0,0.0,0.0,0.0,0.85,0.0,0.0,0.0,0.0,0.0,26.4,0.0,0.0,16.466666666666672,26.4,96.19433198380563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21_03_20,COL,Ryan Graves,D,15.383333333333,0.0,2.0,3.0,2.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,4.7833333333333,0.0,0.0,0.0,1.0,0.0,24.0,0.0,1.6,20.166666666666302,25.6,76.16528925619973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21_03_20,COL,Nathan MacKinnon,C,14.933333333333,0.0,2.0,1.0,0.0,0.09,1.2166666666667,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.6,8.5,0.0,16.1499999999997,26.1,96.96594427244762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21_03_20,EDM,Darnell Nurse,D,23.7,1.0,1.0,2.0,3.0,0.09,1.4666666666667,0.0,0.0,0.0,0.0,0.0,1.5166666666667,0.0,0.0,0.0,1.0,0.0,28.0,0.0,1.6,26.6833333333334,29.6,66.55840099937522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21_03_20,EDM,Connor McDavid,C,16.616666666667,1.0,1.0,5.0,0.0,0.34,5.1166666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,21.7333333333337,28.0,77.30061349693122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21_03_20,ARI,Jakob Chychrun,D,19.766666666667,1.0,1.0,2.0,2.0,0.05,1.4833333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.4,0.0,0.0,21.2500000000003,26.4,74.54117647058719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21_03_20,TOR,Jason Spezza,C,9.0166666666667,1.0,0.0,2.0,0.0,0.06,1.7,0.0,0.0,0.0,0.0,0.03,1.5666666666667,0.0,0.0,0.0,0.0,0.0,15.2,0.0,0.0,12.283333333333399,15.2,74.24694708276758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21_03_20,S.J,Brent Burns,D,20.733333333333,0.0,1.0,4.0,1.0,0.36,0.48333333333333,0.0,0.0,0.0,0.0,0.0,1.9333333333333,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,23.149999999999633,16.0,41.468682505400224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
