date,team,name,position,evTOI,evG,evA,evSH,evBkS,evixG,ppTOI,ppG,ppA,ppSH,ppBkS,ppixG,pkTOI,pkG,pkA,pkSH,pkBkS,pkixG,evFP,ppFP,pkFP,TOI,FP,FP/60,SA,SV,GA,SV%,GSAA,xGA,xGSAA,win,SO
21_01_31,PHI,James van Riemsdyk,L,10.65,0.0,3.0,0.0,1.0,0.0,3.3333333333333,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.6,8.5,0.0,13.9833333333333,34.1,146.31704410011955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21_01_31,N.J,Miles Wood,L,12.6,2.0,1.0,7.0,0.0,1.47,1.5666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.2,0.0,0.0,14.1666666666667,43.2,182.96470588235255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21_01_31,EDM,Leon Draisaitl,C,13.916666666667,0.0,3.0,0.0,0.0,0.0,5.6666666666667,0.0,3.0,0.0,0.0,0.0,0.066666666666667,0.0,0.0,0.0,0.0,0.0,24.0,25.5,0.0,19.650000000000365,49.5,151.14503816793612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21_01_31,PHI,Joel Farabee,L,11.933333333333,3.0,0.0,4.0,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0.0,3.1333333333333,0.0,0.0,0.0,0.0,0.0,42.4,0.0,0.0,15.0666666666663,42.4,168.84955752212798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21_01_31,DAL,Jamie Benn,L,14.066666666667,1.0,1.0,3.0,0.0,0.33,5.0166666666667,0.0,0.0,1.0,0.0,0.2,0.83333333333333,0.0,0.0,0.0,0.0,0.0,24.8,1.6,0.0,19.91666666666703,26.400000000000002,79.53138075313663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21_01_31,CHI,Patrick Kane,R,16.3,1.0,1.0,2.0,1.0,0.14,3.65,0.0,0.0,1.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,24.8,1.6,0.0,19.95,26.400000000000002,79.39849624060152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21_01_31,MIN,Victor Rask,C,9.6166666666667,2.0,0.0,2.0,0.0,0.25,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.2,0.0,0.0,12.1166666666667,27.2,134.69050894085245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21_01_31,CHI,Mattias Janmark,C,15.683333333333,0.0,2.0,2.0,0.0,0.11,0.38333333333333,0.0,0.0,0.0,0.0,0.0,2.2666666666667,0.0,0.0,0.0,0.0,0.0,19.2,0.0,0.0,18.33333333333303,19.2,62.836363636364666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21_01_31,COL,Nathan MacKinnon,C,12.916666666667,0.0,2.0,1.0,0.0,0.13,2.4833333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.6,0.0,0.0,15.4000000000003,17.6,68.57142857142723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21_01_31,MIN,Jordan Greenway,L,16.916666666667,1.0,1.0,3.0,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.0,2.7166666666667,0.0,0.0,0.0,1.0,0.0,24.8,0.0,1.6,19.6333333333337,26.400000000000002,80.67911714770649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
