date,team,name,position,evTOI,evG,evA,evSH,evBkS,evixG,ppTOI,ppG,ppA,ppSH,ppBkS,ppixG,pkTOI,pkG,pkA,pkSH,pkBkS,pkixG,evFP,ppFP,pkFP,TOI,FP,FP/60,SA,SV,GA,SV%,GSAA,xGA,xGSAA,win,SO
21_02_23,MTL,Shea Weber,D,17.033333333333,2.0,0.0,2.0,3.0,0.19,2.6833333333333,0.0,0.0,1.0,0.0,0.03,2.3333333333333,0.0,0.0,0.0,1.0,0.0,32.0,1.6,1.6,22.0499999999996,35.2,95.78231292517182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21_02_23,CHI,Carl Soderberg,C,14.116666666667,0.0,2.0,2.0,1.0,0.11,3.9166666666667,1.0,0.0,1.0,0.0,0.11,0.73333333333333,0.0,0.0,0.0,0.0,0.0,20.8,14.1,0.0,18.76666666666703,34.9,111.5808170515076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21_02_23,CHI,Patrick Kane,R,19.6,1.0,1.0,3.0,0.0,0.27,3.9166666666667,0.0,2.0,0.0,0.0,0.06,0.2,0.0,0.0,0.0,0.0,0.0,24.8,17.0,0.0,23.7166666666667,41.8,105.74841883345029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21_02_23,MTL,Phillip Danault,C,13.116666666667,0.0,2.0,1.0,1.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,2.85,0.0,0.0,0.0,0.0,0.0,19.200000000000003,0.0,0.0,15.966666666666999,19.200000000000003,72.15031315239933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21_02_23,EDM,Leon Draisaitl,C,16.816666666667,0.0,2.0,1.0,0.0,0.1,6.15,0.0,1.0,2.0,0.0,0.37,0.0,0.0,0.0,0.0,0.0,0.0,17.6,11.7,0.0,22.966666666667003,29.3,76.54571843250977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21_02_23,PIT,Kasperi Kapanen,R,17.716666666667,1.0,1.0,2.0,0.0,0.08,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.2,0.0,0.0,18.816666666667,23.2,73.97697077059213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21_02_23,VAN,Elias Pettersson,C,16.65,1.0,1.0,2.0,0.0,0.33,3.1333333333333,0.0,0.0,0.0,0.0,0.12,0.23333333333333,0.0,0.0,0.0,0.0,0.0,23.2,0.0,0.0,20.01666666666663,23.2,69.54204829308922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21_02_23,EDM,Dominik Kahun,C,12.466666666667,2.0,0.0,3.0,0.0,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.8,0.0,0.0,12.466666666667,28.8,138.6096256684455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21_02_23,WSH,Zdeno Chara,D,17.2,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3666666666667,0.0,0.0,0.0,0.0,0.0,9.6,0.0,0.0,18.5666666666667,9.6,31.023339317773733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21_02_23,CHI,Duncan Keith,D,20.966666666667,0.0,1.0,2.0,1.0,0.04,2.1166666666667,0.0,0.0,1.0,0.0,0.06,3.1833333333333,0.0,0.0,0.0,0.0,0.0,12.799999999999999,1.6,0.0,26.266666666667,14.399999999999999,32.89340101522801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
