date,team,name,position,evTOI,evG,evA,evSH,evBkS,evixG,ppTOI,ppG,ppA,ppSH,ppBkS,ppixG,pkTOI,pkG,pkA,pkSH,pkBkS,pkixG,evFP,ppFP,pkFP,TOI,FP,FP/60
19_10_05,DET,Tyler Bertuzzi,L,17.25,2,2,2,0,0.85,2.1166666666667,0.0,0.0,0.0,0.0,0.0,0.43333333333333,0.0,0.0,0.0,0.0,0.0,43.2,0.0,0.0,19.80000000000003,43.2,130.9090909090907
19_10_05,MTL,Brendan Gallagher,R,15.35,1,2,7,0,0.76,1.8166666666667,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,39.2,0.0,0.0,17.2166666666667,39.2,136.61181026137436
19_10_05,CGY,Johnny Gaudreau,L,15.1,1,2,3,0,0.94,4.2166666666667,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,32.8,0.0,0.0,19.3166666666667,32.8,101.88093183779102
19_10_05,DET,Anthony Mantha,R,19.316666666667,1,2,3,1,0.23,2.1166666666667,0.0,0.0,2.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,34.4,3.2,0.0,21.4333333333337,37.6,105.25660964229992
19_10_05,PIT,Jared McCann,C,12.983333333333,2,1,3,0,0.09,2.4833333333333,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,36.8,0.0,0.0,15.7166666666663,36.8,140.48780487805206
19_10_05,L.A,Dustin Brown,L,15.583333333333,1,1,3,0,0.34,2.9833333333333,0.0,0.0,0.0,0.0,0.0,2.1333333333333,0.0,0.0,0.0,0.0,0.0,24.8,0.0,0.0,20.6999999999996,24.8,71.88405797101588
19_10_05,MTL,Shea Weber,D,17.583333333333,0,2,6,1,0.19,3.65,0.0,0.0,2.0,0.0,0.3,5.6,0.0,0.0,0.0,0.0,0.0,27.200000000000003,3.2,0.0,26.833333333333,30.400000000000002,67.97515527950395
19_10_05,PIT,Sidney Crosby,C,15.566666666667,0,2,2,0,0.11,2.35,0.0,0.0,0.0,0.0,0.0,0.21666666666667,0.0,0.0,0.0,0.0,0.0,19.2,0.0,0.0,18.13333333333367,19.2,63.5294117647047
19_10_05,L.A,Anze Kopitar,C,17.566666666667,1,1,3,1,0.25,3.55,0.0,1.0,1.0,0.0,0.35,2.8,0.0,0.0,0.0,0.0,0.0,26.400000000000002,10.1,0.0,23.916666666667002,36.5,91.5679442508698
19_10_05,PIT,Patric Hornqvist,R,14.866666666667,2,0,6,1,0.5,3.3333333333333,0.0,0.0,1.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,35.2,1.6,0.0,18.2000000000003,36.800000000000004,121.31868131867931
19_10_05,L.A,Trevor Lewis,C,9.7333333333333,1,1,2,0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,2.9666666666667,0.0,0.0,0.0,1.0,0.0,23.2,0.0,1.6,12.700000000000001,24.8,117.16535433070865
19_10_05,CBJ,Riley Nash,C,10.733333333333,0,2,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2666666666667,0.0,0.0,0.0,0.0,0.0,19.2,0.0,0.0,11.9999999999997,19.2,96.0000000000024
19_10_05,L.A,Kyle Clifford,L,7.4333333333333,0,2,1,0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.6,0.0,0.0,7.4333333333333,17.6,142.06278026905895
19_10_05,NSH,Mattias Ekholm,D,20.283333333333,1,1,3,2,0.3,0.28333333333333,0.0,0.0,0.0,0.0,0.0,0.78333333333333,0.0,0.0,0.0,1.0,0.0,28.0,0.0,1.6,21.349999999999664,29.6,83.18501170960319
